date,AMGN
2021-01-07,201.3563232421875
2021-01-08,205.20242309570312
2021-01-11,204.4108123779297
2021-01-12,203.56764221191406
2021-01-13,204.55709838867188
2021-01-14,207.929931640625
2021-01-15,211.22537231445312
2021-01-19,213.61737060546875
2021-01-20,217.136474609375
2021-01-21,216.85255432128906
2021-01-22,218.11737060546875
2021-01-25,221.2148895263672
2021-01-26,222.50555419921875
2021-01-27,216.01791381835938
2021-01-28,213.16993713378906
2021-01-29,207.73207092285156
2021-02-01,206.87164306640625
2021-02-02,206.92330932617188
2021-02-03,203.98922729492188
2021-02-04,204.1096649169922
2021-02-05,203.3352813720703
2021-02-08,204.4108123779297
2021-02-09,203.61924743652344
2021-02-10,205.17657470703125
2021-02-11,203.73768615722656
2021-02-12,205.61866760253906
2021-02-16,201.83065795898438
2021-02-17,204.23175048828125
2021-02-18,201.56195068359375
2021-02-19,200.8337860107422
2021-02-22,200.6431427001953
2021-02-23,201.5012664794922
2021-02-24,199.36021423339844
2021-02-25,197.21922302246094
2021-02-26,194.9654541015625
2021-03-01,196.8031005859375
2021-03-02,195.63290405273438
2021-03-03,194.115966796875
2021-03-04,192.35633850097656
2021-03-05,197.4011993408203
2021-03-08,197.47056579589844
2021-03-09,198.49342346191406
2021-03-10,199.33425903320312
2021-03-11,200.3831024169922
2021-03-12,199.68093872070312
2021-03-15,204.53517150878906
2021-03-16,208.31446838378906
2021-03-17,211.73846435546875
2021-03-18,211.86843872070312
2021-03-19,213.18603515625
2021-03-22,216.43663024902344
2021-03-23,212.40589904785156
2021-03-24,212.77862548828125
2021-03-25,213.45474243164062
2021-03-26,219.1844482421875
2021-03-29,221.0047607421875
2021-03-30,216.48863220214844
2021-03-31,215.67381286621094
2021-04-01,215.98587036132812
2021-04-05,218.45631408691406
2021-04-06,215.92520141601562
2021-04-07,215.07569885253906
2021-04-08,214.0008544921875
2021-04-09,215.79513549804688
2021-04-12,215.78648376464844
2021-04-13,216.66200256347656
2021-04-14,216.37594604492188
2021-04-15,221.15211486816406
2021-04-16,221.65484619140625
2021-04-19,221.8802490234375
2021-04-20,224.62806701660156
2021-04-21,224.3159942626953
2021-04-22,221.08277893066406
2021-04-23,222.79908752441406
2021-04-26,221.49017333984375
2021-04-27,221.15211486816406
2021-04-28,205.18528747558594
2021-04-29,203.4516143798828
2021-04-30,207.72506713867188
2021-05-03,212.7006072998047
2021-05-04,214.41693115234375
2021-05-05,216.14187622070312
2021-05-06,217.8321990966797
2021-05-07,220.35467529296875
2021-05-10,218.97640991210938
2021-05-11,218.69900512695312
2021-05-12,217.42478942871094
2021-05-13,218.49961853027344
2021-05-14,219.4336395263672
2021-05-17,220.30657958984375
2021-05-18,218.97972106933594
2021-05-19,217.03317260742188
2021-05-20,219.91375732421875
2021-05-21,219.1107177734375
2021-05-24,216.26498413085938
2021-05-25,211.24574279785156
2021-05-26,208.23419189453125
2021-05-27,205.40586853027344
2021-05-28,207.70167541503906
2021-06-01,203.89576721191406
2021-06-02,205.27496337890625
2021-06-03,205.78125
2021-06-04,206.75021362304688
2021-06-07,207.04698181152344
2021-06-08,206.72401428222656
2021-06-09,209.08087158203125
2021-06-10,213.55020141601562
2021-06-11,211.91787719726562
2021-06-14,210.53863525390625
2021-06-15,209.3689422607422
2021-06-16,209.1332550048828
2021-06-17,210.16329956054688
2021-06-18,208.34762573242188
2021-06-21,209.70938110351562
2021-06-22,209.4213104248047
2021-06-23,208.37380981445312
2021-06-24,210.32916259765625
2021-06-25,211.8393096923828
2021-06-28,211.9789581298828
2021-06-29,211.6472930908203
2021-06-30,212.77330017089844
2021-07-01,215.52297973632812
2021-07-02,217.09425354003906
2021-07-06,212.68605041503906
2021-07-07,212.3106689453125
2021-07-08,213.2359619140625
2021-07-09,214.03904724121094
2021-07-12,213.3144989013672
2021-07-13,213.716064453125
2021-07-14,213.60256958007812
2021-07-15,215.2873077392578
2021-07-16,216.4482879638672
2021-07-19,215.37461853027344
2021-07-20,215.51426696777344
2021-07-21,213.7335205078125
2021-07-22,213.6374969482422
2021-07-23,216.23880004882812
2021-07-26,213.93429565429688
2021-07-27,213.5851287841797
2021-07-28,213.20977783203125
2021-07-29,211.6472930908203
2021-07-30,210.84414672851562
2021-08-02,209.31655883789062
2021-08-03,213.06137084960938
2021-08-04,199.2954864501953
2021-08-05,204.25363159179688
2021-08-06,200.90167236328125
2021-08-09,198.9288787841797
2021-08-10,198.99000549316406
2021-08-11,199.13839721679688
2021-08-12,199.15582275390625
2021-08-13,200.4913787841797
2021-08-16,203.2622833251953
2021-08-17,203.37669372558594
2021-08-18,199.54135131835938
2021-08-19,197.38616943359375
2021-08-20,196.6296844482422
2021-08-23,198.4857635498047
2021-08-24,197.37742614746094
2021-08-25,194.9231719970703
2021-08-26,194.81761169433594
2021-08-27,195.969970703125
2021-08-30,197.15750122070312
2021-08-31,198.3890380859375
2021-09-01,196.4713592529297
2021-09-02,198.76724243164062
2021-09-03,199.1279296875
2021-09-07,194.70323181152344
2021-09-08,194.289794921875
2021-09-09,189.6364288330078
2021-09-10,188.02662658691406
2021-09-13,190.6392364501953
2021-09-14,190.0410614013672
2021-09-15,191.8795623779297
2021-09-16,191.2022247314453
2021-09-17,192.97914123535156
2021-09-20,189.22299194335938
2021-09-21,189.44290161132812
2021-09-22,187.92990112304688
2021-09-23,189.17022705078125
2021-09-24,187.90350341796875
2021-09-27,187.4636688232422
2021-09-28,186.7247772216797
2021-09-29,189.0382537841797
2021-09-30,187.05902099609375
2021-10-01,188.17616271972656
2021-10-04,185.99465942382812
2021-10-05,186.36407470703125
2021-10-06,184.71031188964844
2021-10-07,183.95382690429688
2021-10-08,183.80433654785156
2021-10-11,181.82505798339844
2021-10-12,177.59393310546875
2021-10-13,179.10693359375
2021-10-14,181.8954620361328
2021-10-15,182.82786560058594
2021-10-18,178.68470764160156
2021-10-19,181.8954620361328
2021-10-20,184.4288787841797
2021-10-21,183.83949279785156
2021-10-22,184.05938720703125
2021-10-25,182.64317321777344
2021-10-26,183.56678771972656
2021-10-27,181.7195281982422
2021-10-28,182.23854064941406
2021-10-29,182.0625762939453
2021-11-01,184.54319763183594
2021-11-02,188.4752655029297
2021-11-03,191.8795623779297
2021-11-04,189.06463623046875
2021-11-05,188.0442352294922
2021-11-08,185.9330596923828
2021-11-09,186.23214721679688
2021-11-10,187.5516357421875
2021-11-11,186.1002197265625
2021-11-12,185.95066833496094
2021-11-15,183.97254943847656
2021-11-16,182.1895751953125
2021-11-17,182.57102966308594
2021-11-18,180.97434997558594
2021-11-19,182.80166625976562
2021-11-22,179.830078125
2021-11-23,181.4267578125
2021-11-24,180.92999267578125
2021-11-26,178.37530517578125
2021-11-29,180.48646545410156
2021-11-30,176.4149627685547
2021-12-01,178.11807250976562
2021-12-02,178.44627380371094
2021-12-03,179.5728302001953
2021-12-06,185.2055206298828
2021-12-07,187.44976806640625
2021-12-08,189.41009521484375
2021-12-09,188.55857849121094
2021-12-10,187.06834411621094
2021-12-13,187.51185607910156
2021-12-14,189.59642028808594
2021-12-15,194.4840087890625
2021-12-16,197.43785095214844
2021-12-17,197.36688232421875
2021-12-20,195.1404266357422
2021-12-21,195.9653778076172
2021-12-22,196.50643920898438
2021-12-23,198.5111846923828
2021-12-27,199.7353057861328
2021-12-28,200.26751708984375
2021-12-29,201.8907928466797
2021-12-30,200.88844299316406
2021-12-31,199.557861328125
2022-01-03,201.0835723876953
2022-01-04,202.10369873046875
2022-01-05,199.7086639404297
2022-01-06,199.7353057861328
2022-01-07,201.6157989501953
2022-01-10,204.347900390625
2022-01-11,206.130859375
2022-01-12,205.58087158203125
2022-01-13,204.77369689941406
2022-01-14,208.77427673339844
2022-01-18,207.4170684814453
2022-01-19,205.17286682128906
2022-01-20,203.0439453125
2022-01-21,201.99725341796875
2022-01-24,200.54251098632812
2022-01-25,199.6199951171875
2022-01-26,197.4023895263672
2022-01-27,198.69744873046875
2022-01-28,203.25682067871094
2022-01-31,201.48275756835938
2022-02-01,202.8488311767578
2022-02-02,203.070556640625
2022-02-03,198.73294067382812
2022-02-04,197.02093505859375
2022-02-07,198.280517578125
2022-02-08,213.78602600097656
2022-02-09,210.39755249023438
2022-02-10,202.9729766845703
2022-02-11,202.42298889160156
2022-02-14,200.6426544189453
2022-02-15,200.34744262695312
2022-02-16,199.20228576660156
2022-02-17,198.32553100585938
2022-02-18,197.51141357421875
2022-02-22,198.08399963378906
2022-02-23,197.71719360351562
2022-02-24,196.16944885253906
2022-02-25,203.11190795898438
2022-02-28,202.6198272705078
2022-03-01,201.48367309570312
2022-03-02,204.50753784179688
2022-03-03,208.130859375
2022-03-04,208.37245178222656
2022-03-07,209.66969299316406
2022-03-08,206.75314331054688
2022-03-09,207.07521057128906
2022-03-10,203.04031372070312
2022-03-11,204.74014282226562
2022-03-14,205.06224060058594
2022-03-15,207.16465759277344
2022-03-16,207.2630615234375
2022-03-17,211.01165771484375
2022-03-18,211.36053466796875
2022-03-21,211.42318725585938
2022-03-22,211.557373046875
2022-03-23,209.5086212158203
2022-03-24,211.91522216796875
2022-03-25,213.63296508789062
2022-03-28,215.13597106933594
2022-03-29,216.0932159423828
2022-03-30,217.01475524902344
2022-03-31,216.34373474121094
2022-04-01,217.50677490234375
2022-04-04,219.0724639892578
2022-04-05,218.79510498046875
2022-04-06,223.5993194580078
2022-04-07,225.12918090820312
2022-04-08,225.4691619873047
2022-04-11,224.44032287597656
2022-04-12,223.69773864746094
2022-04-13,226.80218505859375
2022-04-14,227.25845336914062
2022-04-18,225.3886260986328
2022-04-19,226.6769256591797
2022-04-20,228.4751739501953
2022-04-21,228.54673767089844
2022-04-22,223.97508239746094
2022-04-25,225.60336303710938
2022-04-26,223.54563903808594
2022-04-27,222.57945251464844
2022-04-28,213.04248046875
2022-04-29,208.6229248046875
2022-05-02,206.59205627441406
2022-05-03,207.72830200195312
2022-05-04,211.22637939453125
2022-05-05,209.66073608398438
2022-05-06,211.58421325683594
2022-05-09,214.03555297851562
2022-05-10,215.35067749023438
2022-05-11,215.28805541992188
2022-05-12,218.938232421875
2022-05-13,217.75729370117188
2022-05-16,219.93072509765625
2022-05-17,221.26539611816406
2022-05-18,220.0118865966797
2022-05-19,220.74237060546875
2022-05-20,223.20437622070312
2022-05-23,224.59320068359375
2022-05-24,227.16343688964844
2022-05-25,228.17349243164062
2022-05-26,228.20956420898438
2022-05-27,230.2025909423828
2022-05-31,231.537353515625
2022-06-01,228.5432586669922
2022-06-02,223.90780639648438
2022-06-03,224.06112670898438
2022-06-06,221.3466033935547
2022-06-07,222.22137451171875
2022-06-08,221.38267517089844
2022-06-09,218.01881408691406
2022-06-10,216.4496307373047
2022-06-13,213.5276641845703
2022-06-14,212.56271362304688
2022-06-15,212.4545135498047
2022-06-16,208.06259155273438
2022-06-17,211.6788787841797
2022-06-21,215.00669860839844
2022-06-22,216.56686401367188
2022-06-23,219.2272491455078
2022-06-24,221.283447265625
2022-06-27,220.8144989013672
2022-06-28,219.60606384277344
2022-06-29,221.3375701904297
2022-06-30,219.41664123535156
2022-07-01,221.44581604003906
2022-07-05,222.50994873046875
2022-07-06,221.17523193359375
2022-07-07,223.13223266601562
2022-07-08,224.08819580078125
2022-07-11,223.45687866210938
2022-07-12,222.72640991210938
2022-07-13,222.83462524414062
2022-07-14,221.4818878173828
2022-07-15,224.27755737304688
2022-07-18,219.90365600585938
2022-07-19,223.04205322265625
2022-07-20,222.4197540283203
2022-07-21,221.65321350097656
2022-07-22,221.80653381347656
2022-07-25,224.3046417236328
2022-07-26,226.487060546875
2022-07-27,227.01011657714844
2022-07-28,225.23353576660156
2022-07-29,223.1772918701172
2022-08-01,221.52694702148438
2022-08-02,219.96676635742188
2022-08-03,222.8797149658203
2022-08-04,222.7353973388672
2022-08-05,222.07708740234375
2022-08-08,223.0149688720703
2022-08-09,223.97996520996094
2022-08-10,227.3437957763672
2022-08-11,223.97091674804688
2022-08-12,224.00701904296875
2022-08-15,226.4329376220703
2022-08-16,228.29974365234375
2022-08-17,227.72718811035156
2022-08-18,226.92742919921875
2022-08-19,227.981689453125
2022-08-22,224.38282775878906
2022-08-23,222.17442321777344
2022-08-24,222.19261169433594
2022-08-25,223.27406311035156
2022-08-26,218.7028045654297
2022-08-29,217.54864501953125
2022-08-30,217.31234741210938
2022-08-31,218.38473510742188
2022-09-01,223.11048889160156
2022-09-02,220.26593017578125
2022-09-06,220.12962341308594
2022-09-07,222.46522521972656
2022-09-08,223.0650634765625
2022-09-09,225.1007537841797
2022-09-12,215.94915771484375
2022-09-13,206.1704559326172
2022-09-14,207.31552124023438
2022-09-15,206.89747619628906
2022-09-16,210.0601043701172
2022-09-19,209.71475219726562
2022-09-20,206.94293212890625
2022-09-21,203.9893341064453
2022-09-22,206.9792938232422
2022-09-23,206.27044677734375
2022-09-26,206.1795196533203
2022-09-27,205.37979125976562
2022-09-28,209.91470336914062
2022-09-29,207.57908630371094
2022-09-30,204.84359741210938
2022-10-03,209.42398071289062
2022-10-04,211.76869201660156
2022-10-05,212.49569702148438
2022-10-06,209.87835693359375
2022-10-07,208.14254760742188
2022-10-10,210.97801208496094
2022-10-11,223.05596923828125
2022-10-12,223.96478271484375
2022-10-13,228.70872497558594
2022-10-14,228.41790771484375
2022-10-17,229.86289978027344
2022-10-18,229.1267547607422
2022-10-19,225.55516052246094
2022-10-20,224.8826446533203
2022-10-21,228.96316528320312
2022-10-24,237.4877471923828
2022-10-25,236.2789764404297
2022-10-26,242.3406982421875
2022-10-27,242.8587188720703
2022-10-28,248.83863830566406
2022-10-31,245.69418334960938
2022-11-01,247.2482147216797
2022-11-02,244.47640991210938
2022-11-03,241.63185119628906
2022-11-04,244.50367736816406
2022-11-07,251.75595092773438
2022-11-08,265.72412109375
2022-11-09,263.2340393066406
2022-11-10,264.47003173828125
2022-11-11,259.0262451171875
2022-11-14,259.28076171875
2022-11-15,257.7358093261719
2022-11-16,259.66656494140625
2022-11-17,262.896728515625
2022-11-18,262.8875732421875
2022-11-21,263.68365478515625
2022-11-22,262.6679382324219
2022-11-23,259.3279724121094
2022-11-25,259.6391296386719
2022-11-28,258.6142272949219
2022-11-29,258.0377197265625
2022-11-30,262.0731506347656
2022-12-01,261.6522216796875
2022-12-02,261.2587585449219
2022-12-05,260.7097473144531
2022-12-06,259.22735595703125
2022-12-07,261.4875183105469
2022-12-08,261.31365966796875
2022-12-09,254.98141479492188
2022-12-12,253.27029418945312
2022-12-13,249.1342315673828
2022-12-14,248.1002197265625
2022-12-15,243.53408813476562
2022-12-16,244.6961669921875
2022-12-19,243.13143920898438
2022-12-20,242.26210021972656
2022-12-21,243.64385986328125
2022-12-22,242.72882080078125
2022-12-23,241.50265502929688
2022-12-27,241.01766967773438
2022-12-28,239.21499633789062
2022-12-29,240.80722045898438
2022-12-30,240.3313446044922
2023-01-03,239.4254608154297
2023-01-04,241.93272399902344
2023-01-05,244.19293212890625
2023-01-06,251.82452392578125
2023-01-09,247.17601013183594
2023-01-10,250.6166229248047
2023-01-11,249.72903442382812
2023-01-12,247.9080810546875
2023-01-13,248.64926147460938
2023-01-17,246.5355224609375
2023-01-18,241.93272399902344
2023-01-19,239.77316284179688
2023-01-20,240.88037109375
2023-01-23,238.80320739746094
2023-01-24,237.64108276367188
2023-01-25,234.74951171875
2023-01-26,233.23049926757812
2023-01-27,232.10496520996094
2023-01-30,230.21994018554688
2023-01-31,230.9611358642578
2023-02-01,225.4799346923828
2023-02-02,225.58973693847656
2023-02-03,224.34524536132812
2023-02-06,223.1374053955078
2023-02-07,223.27462768554688
2023-02-08,219.79739379882812
2023-02-09,219.6144256591797
2023-02-10,221.90203857421875
2023-02-13,222.96351623535156
2023-02-14,222.50193786621094
2023-02-15,221.61575317382812
2023-02-16,216.21543884277344
2023-02-17,222.04037475585938
2023-02-21,219.92640686035156
2023-02-22,218.00628662109375
2023-02-23,219.3540496826172
2023-02-24,215.69847106933594
2023-02-27,216.42774963378906
2023-02-28,213.8522186279297
2023-03-01,218.03399658203125
2023-03-02,216.69544982910156
2023-03-03,216.7600860595703
2023-03-06,217.0370330810547
2023-03-07,211.13821411132812
2023-03-08,210.87051391601562
2023-03-09,208.43344116210938
2023-03-10,210.3535614013672
2023-03-13,215.25535583496094
2023-03-14,212.85523986816406
2023-03-15,216.8431396484375
2023-03-16,216.53855895996094
2023-03-17,212.12596130371094
2023-03-20,216.6769561767578
2023-03-21,215.04306030273438
2023-03-22,212.1628875732422
2023-03-23,215.18153381347656
2023-03-24,219.73255920410156
2023-03-27,218.56015014648438
2023-03-28,220.14796447753906
2023-03-29,222.50193786621094
2023-03-30,222.93580627441406
2023-03-31,223.1665802001953
2023-04-03,225.64981079101562
2023-04-04,228.50228881835938
2023-04-05,233.8933563232422
2023-04-06,233.8472137451172
2023-04-10,231.6132354736328
2023-04-11,232.10247802734375
2023-04-12,230.32086181640625
2023-04-13,232.11172485351562
2023-04-14,230.7824249267578
2023-04-17,229.0007781982422
2023-04-18,227.1729736328125
2023-04-19,227.28375244140625
2023-04-20,224.74514770507812
2023-04-21,225.11441040039062
2023-04-24,225.65904235839844
2023-04-25,226.04676818847656
2023-04-26,220.44337463378906
2023-04-27,221.864990234375
2023-04-28,221.3111114501953
2023-05-01,220.5356903076172
2023-05-02,217.8308868408203
2023-05-03,211.68287658691406
2023-05-04,214.0645294189453
2023-05-05,218.34786987304688
2023-05-08,216.58468627929688
2023-05-09,216.40927124023438
2023-05-10,216.11387634277344
2023-05-11,214.43377685546875
2023-05-12,215.04306030273438
2023-05-15,215.5784912109375
2023-05-16,210.36279296875
2023-05-17,209.6825408935547
2023-05-18,208.9464111328125
2023-05-19,208.1916046142578
2023-05-22,208.7227783203125
2023-05-23,209.14207458496094
2023-05-24,206.23475646972656
2023-05-25,202.63784790039062
2023-05-26,202.1439208984375
2023-05-30,203.63490295410156
2023-05-31,205.61041259765625
2023-06-01,199.66526794433594
2023-06-02,203.20628356933594
2023-06-05,206.75657653808594
2023-06-06,206.14157104492188
2023-06-07,206.1695098876953
2023-06-08,205.71292114257812
2023-06-09,203.84921264648438
2023-06-12,202.54466247558594
2023-06-13,206.85910034179688
2023-06-14,207.12930297851562
2023-06-15,212.8694305419922
2023-06-16,214.00628662109375
2023-06-20,213.0092010498047
2023-06-21,211.56483459472656
2023-06-22,214.00628662109375
2023-06-23,211.6300811767578
2023-06-26,209.41229248046875
2023-06-27,207.4368133544922
2023-06-28,206.22540283203125
2023-06-29,206.08566284179688
2023-06-30,206.8870391845703
2023-07-03,209.6732177734375
2023-07-05,210.48391723632812
2023-07-06,207.7816162109375
2023-07-07,203.74673461914062
2023-07-10,209.41229248046875
2023-07-11,208.60159301757812
2023-07-12,210.2975616455078
2023-07-13,212.14260864257812
2023-07-14,211.92828369140625
2023-07-17,212.3103485107422
2023-07-18,216.71792602539062
2023-07-19,216.23338317871094
2023-07-20,217.33291625976562
2023-07-21,218.8145751953125
2023-07-24,219.3736572265625
2023-07-25,219.2711639404297
2023-07-26,219.17800903320312
2023-07-27,219.96072387695312
2023-07-28,220.2589111328125
2023-07-31,218.19024658203125
2023-08-01,216.29859924316406
2023-08-02,214.7051544189453
2023-08-03,214.97537231445312
2023-08-04,226.69793701171875
2023-08-07,235.6995086669922
2023-08-08,243.02374267578125
2023-08-09,241.64463806152344
2023-08-10,244.19790649414062
2023-08-11,244.6172332763672
2023-08-14,243.1821746826172
2023-08-15,247.878662109375
2023-08-16,246.95611572265625
2023-08-17,247.8579864501953
2023-08-18,245.95098876953125
2023-08-21,244.89891052246094
2023-08-22,242.00555419921875
2023-08-23,241.7613067626953
2023-08-24,241.06614685058594
2023-08-25,240.84071350097656
2023-08-28,241.00039672851562
2023-08-29,243.90313720703125
2023-08-30,242.2498016357422
2023-08-31,240.80313110351562
2023-09-01,241.1507110595703
2023-09-05,238.6143341064453
2023-09-06,233.91741943359375
2023-09-07,238.9713134765625
2023-09-08,243.7058563232422
2023-09-11,245.85704040527344
2023-09-12,244.53250122070312
2023-09-13,241.63919067382812
2023-09-14,246.40187072753906
2023-09-15,244.91766357421875
2023-09-18,247.20034790039062
2023-09-19,248.2900390625
2023-09-20,255.00669860839844
