date,COP
2020-05-05,33.39798355102539
2020-05-06,33.047035217285156
2020-05-07,34.62225341796875
2020-05-08,35.51253890991211
2020-05-11,34.84482192993164
2020-05-12,34.27603530883789
2020-05-13,32.88290023803711
2020-05-14,32.915870666503906
2020-05-15,33.69075393676758
2020-05-18,35.941200256347656
2020-05-19,35.174560546875
2020-05-20,36.394596099853516
2020-05-21,36.040138244628906
2020-05-22,35.677406311035156
2020-05-26,35.9989013671875
2020-05-27,36.8232421875
2020-05-28,35.454837799072266
2020-05-29,34.77063751220703
2020-06-01,35.76808547973633
2020-06-02,36.435813903808594
2020-06-03,37.19418716430664
2020-06-04,36.856231689453125
2020-06-05,40.054649353027344
2020-06-08,41.4725227355957
2020-06-09,40.0876350402832
2020-06-10,37.845420837402344
2020-06-11,34.7211799621582
2020-06-12,36.04835891723633
2020-06-15,35.73511505126953
2020-06-16,37.18595504760742
2020-06-17,36.28743362426758
2020-06-18,36.64189147949219
2020-06-19,36.02363204956055
2020-06-22,35.908233642578125
2020-06-23,36.11431121826172
2020-06-24,33.7896728515625
2020-06-25,34.67171859741211
2020-06-26,33.26210021972656
2020-06-29,34.04522705078125
2020-06-30,34.638736724853516
2020-07-01,33.58358383178711
2020-07-02,34.440887451171875
2020-07-06,34.317256927490234
2020-07-07,33.50115203857422
2020-07-08,33.83089065551758
2020-07-09,31.613407135009766
2020-07-10,32.71803283691406
2020-07-13,32.693302154541016
2020-07-14,34.053470611572266
2020-07-15,34.308998107910156
2020-07-16,34.28427505493164
2020-07-17,33.27666091918945
2020-07-20,32.75202178955078
2020-07-21,34.69232177734375
2020-07-22,34.051109313964844
2020-07-23,33.69302749633789
2020-07-24,33.543121337890625
2020-07-27,33.11842346191406
2020-07-28,32.44389343261719
2020-07-29,33.2599983215332
2020-07-30,31.344667434692383
2020-07-31,31.13648223876953
2020-08-03,30.57021141052246
2020-08-04,31.344667434692383
2020-08-05,31.661115646362305
2020-08-06,31.686100006103516
2020-08-07,31.894287109375
2020-08-10,33.01017761230469
2020-08-11,33.06846618652344
2020-08-12,34.69232177734375
2020-08-13,33.834590911865234
2020-08-14,33.99281311035156
2020-08-17,33.89289093017578
2020-08-18,33.58475875854492
2020-08-19,33.01850509643555
2020-08-20,32.285675048828125
2020-08-21,31.777700424194336
2020-08-24,32.36894989013672
2020-08-25,32.352298736572266
2020-08-26,31.278045654296875
2020-08-27,31.769372940063477
2020-08-28,31.96091079711914
2020-08-31,31.552858352661133
2020-09-01,30.94495964050293
2020-09-02,30.295413970947266
2020-09-03,29.970640182495117
2020-09-04,29.862382888793945
2020-09-08,28.363435745239258
2020-09-09,28.6965274810791
2020-09-10,27.414094924926758
2020-09-11,27.572317123413086
2020-09-14,27.91374397277832
2020-09-15,28.14691925048828
2020-09-16,29.21283531188965
2020-09-17,30.053909301757812
2020-09-18,29.870708465576172
2020-09-21,28.613262176513672
2020-09-22,28.563289642333984
2020-09-23,27.414094924926758
2020-09-24,27.980365753173828
2020-09-25,28.06364631652832
2020-09-28,28.071971893310547
2020-09-29,27.03103256225586
2020-09-30,27.34747886657715
2020-10-01,27.006053924560547
2020-10-02,27.53900909423828
2020-10-05,28.546632766723633
2020-10-06,27.730541229248047
2020-10-07,28.588274002075195
2020-10-08,29.587570190429688
2020-10-09,29.25447654724121
2020-10-12,29.637535095214844
2020-10-13,29.04629135131836
2020-10-14,28.754825592041016
2020-10-15,29.479320526123047
2020-10-16,28.467731475830078
2020-10-19,27.565725326538086
2020-10-20,27.464574813842773
2020-10-21,25.829172134399414
2020-10-22,26.899768829345703
2020-10-23,27.43085479736328
2020-10-26,25.559419631958008
2020-10-27,25.508840560913086
2020-10-28,24.26964569091797
2020-10-29,24.58155059814453
2020-10-30,24.126333236694336
2020-11-02,25.483543395996094
2020-11-03,24.707996368408203
2020-11-04,25.609989166259766
2020-11-05,25.39081573486328
2020-11-06,24.606840133666992
2020-11-09,28.13896369934082
2020-11-10,29.951383590698242
2020-11-11,29.74064826965332
2020-11-12,28.6700439453125
2020-11-13,29.808076858520508
2020-11-16,32.101016998291016
2020-11-17,32.7501106262207
2020-11-18,33.028289794921875
2020-11-19,33.272762298583984
2020-11-20,33.424503326416016
2020-11-23,36.00404739379883
2020-11-24,37.43712615966797
2020-11-25,36.779605865478516
2020-11-27,36.063045501708984
2020-11-30,33.348636627197266
2020-12-01,33.10416793823242
2020-12-02,33.69425964355469
2020-12-03,34.73113250732422
2020-12-04,37.31910705566406
2020-12-07,36.09677505493164
2020-12-08,35.978759765625
2020-12-09,35.9956169128418
2020-12-10,37.09150695800781
2020-12-11,36.65314483642578
2020-12-14,35.6752815246582
2020-12-15,36.079917907714844
2020-12-16,35.6752815246582
2020-12-17,35.38023376464844
2020-12-18,34.545677185058594
2020-12-21,33.9218635559082
2020-12-22,32.9018440246582
2020-12-23,33.786983489990234
2020-12-24,33.28962326049805
2020-12-28,33.12945556640625
2020-12-29,32.93556594848633
2020-12-30,33.72797393798828
2020-12-31,33.711116790771484
2021-01-04,33.35706329345703
2021-01-05,35.270652770996094
2021-01-06,36.678428649902344
2021-01-07,37.68158721923828
2021-01-08,37.68158721923828
2021-01-11,38.237972259521484
2021-01-12,39.974525451660156
2021-01-13,39.645755767822266
2021-01-14,40.35386657714844
2021-01-15,38.035648345947266
2021-01-19,38.77748107910156
2021-01-20,38.237972259521484
2021-01-21,36.40868377685547
2021-01-22,35.987186431884766
2021-01-25,35.89446258544922
2021-01-26,35.13577651977539
2021-01-27,34.267494201660156
2021-01-28,34.6552734375
2021-01-29,33.74483108520508
2021-02-01,34.318084716796875
2021-02-02,34.53725051879883
2021-02-03,36.425540924072266
2021-02-04,37.09992599487305
2021-02-05,37.445560455322266
2021-02-08,39.43501281738281
2021-02-09,39.51930618286133
2021-02-10,39.83121109008789
2021-02-11,39.50794219970703
2021-02-12,40.120460510253906
2021-02-16,41.55820083618164
2021-02-17,41.9920654296875
2021-02-18,40.571353912353516
2021-02-19,41.192378997802734
2021-02-22,43.28518295288086
2021-02-23,44.323081970214844
2021-02-24,46.50944519042969
2021-02-25,45.1142578125
2021-02-26,44.24650955200195
2021-03-01,44.75694274902344
2021-03-02,44.47620391845703
2021-03-03,45.65021514892578
2021-03-04,47.31764221191406
2021-03-05,49.63163375854492
2021-03-08,50.005950927734375
2021-03-09,49.25732421875
2021-03-10,50.5504150390625
2021-03-11,50.899227142333984
2021-03-12,50.35475540161133
2021-03-15,49.4785041809082
2021-03-16,48.13434982299805
2021-03-17,48.34703063964844
2021-03-18,45.41201400756836
2021-03-19,44.74844741821289
2021-03-22,44.44218444824219
2021-03-23,43.991294860839844
2021-03-24,45.26738739013672
2021-03-25,45.57365036010742
2021-03-26,46.82423400878906
2021-03-29,45.80335235595703
2021-03-30,45.45454025268555
2021-03-31,45.06321334838867
2021-04-01,45.956478118896484
2021-04-05,44.416656494140625
2021-04-06,44.731422424316406
2021-04-07,44.56129455566406
2021-04-08,43.591453552246094
2021-04-09,43.582942962646484
2021-04-12,43.26816177368164
2021-04-13,43.208621978759766
2021-04-14,44.825008392333984
2021-04-15,44.152923583984375
2021-04-16,43.46383285522461
2021-04-19,43.2936897277832
2021-04-20,41.38804626464844
2021-04-21,42.57056427001953
2021-04-22,42.0771369934082
2021-04-23,42.29833984375
2021-04-26,42.74921798706055
2021-04-27,43.64249038696289
2021-04-28,45.122764587402344
2021-04-29,45.1993408203125
2021-04-30,43.50638198852539
2021-05-03,44.86754608154297
2021-05-04,44.72292709350586
2021-05-05,47.164512634277344
2021-05-06,47.385711669921875
2021-05-07,48.57674026489258
2021-05-10,48.49165344238281
2021-05-11,47.4027099609375
2021-05-12,47.3771858215332
2021-05-13,46.50270462036133
2021-05-14,48.45746612548828
2021-05-17,49.98354721069336
2021-05-18,49.11762237548828
2021-05-19,47.65156555175781
2021-05-20,47.488651275634766
2021-05-21,47.7115592956543
2021-05-24,48.097373962402344
2021-05-25,47.051395416259766
2021-05-26,47.514373779296875
2021-05-27,47.608680725097656
2021-05-28,47.78873062133789
2021-06-01,49.95782470703125
2021-06-02,50.57511901855469
2021-06-03,50.98664855957031
2021-06-04,51.31242370605469
2021-06-07,51.278141021728516
2021-06-08,51.843994140625
2021-06-09,51.166683197021484
2021-06-10,51.5867919921875
2021-06-11,51.41532516479492
2021-06-14,51.70682144165039
2021-06-15,52.44414138793945
2021-06-16,52.409854888916016
2021-06-17,50.59226608276367
2021-06-18,49.3233757019043
2021-06-21,51.826847076416016
2021-06-22,52.118343353271484
2021-06-23,52.092620849609375
2021-06-24,52.63276290893555
2021-06-25,52.564170837402344
2021-06-28,51.08953094482422
2021-06-29,50.62656784057617
2021-06-30,52.21266555786133
2021-07-01,53.910221099853516
2021-07-02,53.79875564575195
2021-07-06,51.68109893798828
2021-07-07,50.59226608276367
2021-07-08,50.763729095458984
2021-07-09,51.55250549316406
2021-07-12,51.26958084106445
2021-07-13,50.97807312011719
2021-07-14,49.443416595458984
2021-07-15,48.937583923339844
2021-07-16,47.58296203613281
2021-07-19,46.039730072021484
2021-07-20,46.699893951416016
2021-07-21,48.886131286621094
2021-07-22,48.58606719970703
2021-07-23,47.80854797363281
2021-07-26,49.13032913208008
2021-07-27,48.663822174072266
2021-07-28,49.000736236572266
2021-07-29,49.31174850463867
2021-07-30,48.430564880371094
2021-08-02,47.84310531616211
2021-08-03,48.93163299560547
2021-08-04,47.454349517822266
2021-08-05,48.33552932739258
2021-08-06,48.81068420410156
2021-08-09,47.90357971191406
2021-08-10,48.793399810791016
2021-08-11,49.406761169433594
2021-08-12,49.27718734741211
2021-08-13,48.352806091308594
2021-08-16,47.35068893432617
2021-08-17,47.10015106201172
2021-08-18,46.244869232177734
2021-08-19,45.3032112121582
2021-08-20,45.588314056396484
2021-08-23,47.333396911621094
2021-08-24,47.869014739990234
2021-08-25,48.3960075378418
2021-08-26,47.62712860107422
2021-08-27,49.01801681518555
2021-08-30,48.55150604248047
2021-08-31,47.972686767578125
2021-09-01,47.21244812011719
2021-09-02,48.897064208984375
2021-09-03,48.586063385009766
2021-09-07,48.3614501953125
2021-09-08,47.756717681884766
2021-09-09,48.015899658203125
2021-09-10,48.145477294921875
2021-09-13,49.75233459472656
2021-09-14,49.190799713134766
2021-09-15,51.246891021728516
2021-09-16,51.16914367675781
2021-09-17,50.901329040527344
2021-09-20,49.303096771240234
2021-09-21,51.255531311035156
2021-09-22,53.78676986694336
2021-09-23,55.0394401550293
2021-09-24,56.1711540222168
2021-09-27,57.631160736083984
2021-09-28,58.572818756103516
2021-09-29,58.7801513671875
2021-09-30,58.54689407348633
2021-10-01,60.55979537963867
2021-10-04,61.760616302490234
2021-10-05,61.967960357666016
2021-10-06,62.037071228027344
2021-10-07,61.777896881103516
2021-10-08,64.72382354736328
2021-10-11,63.903106689453125
2021-10-12,63.419342041015625
2021-10-13,63.26380920410156
2021-10-14,63.79942321777344
2021-10-15,64.04998016357422
2021-10-18,64.36099243164062
2021-10-19,65.06936645507812
2021-10-20,65.67412567138672
2021-10-21,64.4387435913086
2021-10-22,65.41495513916016
2021-10-25,66.10604858398438
2021-10-26,66.54666137695312
2021-10-27,64.6867904663086
2021-10-28,65.31256103515625
2021-10-29,64.73892974853516
2021-11-01,64.82585144042969
2021-11-02,63.470062255859375
2021-11-03,63.218017578125
2021-11-04,63.71339797973633
2021-11-05,65.5732650756836
2021-11-08,65.99046325683594
2021-11-09,65.83399200439453
2021-11-10,63.444000244140625
2021-11-11,62.69657516479492
2021-11-12,62.88775634765625
2021-11-15,63.20064163208008
2021-11-16,63.131107330322266
2021-11-17,62.548824310302734
2021-11-18,63.20064163208008
2021-11-19,60.497745513916016
2021-11-22,62.47929000854492
2021-11-23,64.12189483642578
2021-11-24,65.0344467163086
2021-11-26,62.12297821044922
2021-11-29,62.70527267456055
2021-11-30,60.949684143066406
2021-12-01,60.141414642333984
2021-12-02,61.931766510009766
2021-12-03,61.80139923095703
2021-12-06,63.27885437011719
2021-12-07,64.8084716796875
2021-12-08,64.40867614746094
2021-12-09,63.05290222167969
2021-12-10,63.86985397338867
2021-12-13,61.723175048828125
2021-12-14,61.427696228027344
2021-12-15,61.45375442504883
2021-12-16,62.31416320800781
2021-12-17,59.628658294677734
2021-12-20,59.619991302490234
2021-12-21,61.427696228027344
2021-12-22,61.775352478027344
2021-12-23,61.87093734741211
2021-12-27,63.62649917602539
2021-12-28,63.548274993896484
2021-12-29,63.37446212768555
2021-12-30,62.818260192871094
2021-12-31,62.9054069519043
2022-01-03,64.29109191894531
2022-01-04,67.07990264892578
2022-01-05,65.92953491210938
2022-01-06,68.40460205078125
2022-01-07,70.27835083007812
2022-01-10,70.61821746826172
2022-01-11,72.84929656982422
2022-01-12,73.55522155761719
2022-01-13,72.87544250488281
2022-01-14,75.59452819824219
2022-01-18,76.26561737060547
2022-01-19,76.06514739990234
2022-01-20,74.62715911865234
2022-01-21,72.09107971191406
2022-01-24,72.3525161743164
2022-01-25,75.91700744628906
2022-01-26,75.87342834472656
2022-01-27,78.13934326171875
2022-01-28,77.75587463378906
2022-01-31,77.23297882080078
2022-02-01,79.77777099609375
2022-02-02,80.3616943359375
2022-02-03,79.19385528564453
2022-02-04,80.06537628173828
2022-02-07,80.99789428710938
2022-02-08,79.5947494506836
2022-02-09,81.00658416748047
2022-02-10,80.10025024414062
2022-02-11,81.91332244873047
2022-02-14,80.18781280517578
2022-02-15,78.5499038696289
2022-02-16,79.01412963867188
2022-02-17,79.84622192382812
2022-02-18,78.50611114501953
2022-02-22,76.92949676513672
2022-02-23,77.27986907958984
2022-02-24,76.84191131591797
2022-02-25,79.94256591796875
2022-02-28,83.08702850341797
2022-03-01,84.9263916015625
2022-03-02,85.87236022949219
2022-03-03,85.32054901123047
2022-03-04,87.82556915283203
2022-03-07,88.70147705078125
2022-03-08,86.53801727294922
2022-03-09,84.26946258544922
2022-03-10,87.34386444091797
2022-03-11,86.19644927978516
2022-03-14,84.5672836303711
2022-03-15,83.25345611572266
2022-03-16,83.05197143554688
2022-03-17,86.5643081665039
2022-03-18,87.23873901367188
2022-03-21,90.00654602050781
2022-03-22,89.1394271850586
2022-03-23,91.41673278808594
2022-03-24,91.56564331054688
2022-03-25,94.15827941894531
2022-03-28,90.65470886230469
2022-03-29,88.19347381591797
2022-03-30,88.81719970703125
2022-03-31,87.85083770751953
2022-04-01,88.36039733886719
2022-04-04,88.33403015136719
2022-04-05,86.13773345947266
2022-04-06,85.68970489501953
2022-04-07,87.8156967163086
2022-04-08,90.5302963256836
2022-04-11,86.07626342773438
2022-04-12,87.85083770751953
2022-04-13,88.05290985107422
2022-04-14,89.05441284179688
2022-04-18,90.8992691040039
2022-04-19,89.2213134765625
2022-04-20,90.19646453857422
2022-04-21,86.68242645263672
2022-04-22,84.34558868408203
2022-04-25,80.52408599853516
2022-04-26,80.22541046142578
2022-04-27,81.75399017333984
2022-04-28,85.6985092163086
2022-04-29,83.91511535644531
2022-05-02,84.26652526855469
2022-05-03,86.91083526611328
2022-05-04,91.24189758300781
2022-05-05,90.36338806152344
2022-05-06,94.6065902709961
2022-05-09,85.39100646972656
2022-05-10,86.09382629394531
2022-05-11,87.00749969482422
2022-05-12,87.49943542480469
2022-05-13,90.40730285644531
2022-05-16,93.09880065917969
2022-05-17,94.44012451171875
2022-05-18,92.19869232177734
2022-05-19,92.31339263916016
2022-05-20,92.67520904541016
2022-05-23,96.20502471923828
2022-05-24,96.61095428466797
2022-05-25,98.12877655029297
2022-05-26,99.84955596923828
2022-05-27,101.12909698486328
2022-05-31,99.15243530273438
2022-06-01,102.14393615722656
2022-06-02,101.44676971435547
2022-06-03,104.23534393310547
2022-06-06,103.58233642578125
2022-06-07,108.28580474853516
2022-06-08,107.53573608398438
2022-06-09,104.62360382080078
2022-06-10,103.09697723388672
2022-06-13,98.62294006347656
2022-06-14,98.3846664428711
2022-06-15,96.47858428955078
2022-06-16,90.3808364868164
2022-06-17,82.72114562988281
2022-06-21,87.60992431640625
2022-06-22,82.12106323242188
2022-06-23,77.55878448486328
2022-06-24,80.22380065917969
2022-06-27,82.02018737792969
2022-06-28,84.67919921875
2022-06-29,81.33543395996094
2022-06-30,79.86808013916016
2022-07-01,80.90856170654297
2022-07-05,75.2703857421875
2022-07-06,74.11429595947266
2022-07-07,76.79108428955078
2022-07-08,76.88893127441406
2022-07-11,76.07965850830078
2022-07-12,74.21212005615234
2022-07-13,73.9097671508789
2022-07-14,72.5758056640625
2022-07-15,73.71411895751953
2022-07-18,75.65279388427734
2022-07-19,78.68531036376953
2022-07-20,80.66844940185547
2022-07-21,79.08548736572266
2022-07-22,78.37405395507812
2022-07-25,81.86011505126953
2022-07-26,81.0063705444336
2022-07-27,82.9450454711914
2022-07-28,83.6476058959961
2022-07-29,86.64454650878906
2022-08-01,84.5724868774414
2022-08-02,84.22564697265625
2022-08-03,81.2109146118164
2022-08-04,79.93032836914062
2022-08-05,82.5715560913086
2022-08-08,83.26521301269531
2022-08-09,84.93708038330078
2022-08-10,85.35506439208984
2022-08-11,89.25020599365234
2022-08-12,91.37561798095703
2022-08-15,90.01781463623047
2022-08-16,89.41929626464844
2022-08-17,90.54486083984375
2022-08-18,93.68927001953125
2022-08-19,93.9215316772461
2022-08-22,94.0108413696289
2022-08-23,96.87834930419922
2022-08-24,98.72747039794922
2022-08-25,100.12104797363281
2022-08-26,100.15677642822266
2022-08-29,101.31803131103516
2022-08-30,98.7096176147461
2022-08-31,97.77165222167969
2022-09-01,96.05651092529297
2022-09-02,98.49522399902344
2022-09-06,97.03914642333984
2022-09-07,95.36868286132812
2022-09-08,96.7622299194336
2022-09-09,100.02277374267578
2022-09-12,102.1845703125
2022-09-13,100.34436798095703
2022-09-14,105.15030670166016
2022-09-15,103.22969818115234
2022-09-16,101.05899047851562
2022-09-19,100.82673645019531
2022-09-20,100.11209106445312
2022-09-21,99.23667907714844
2022-09-22,98.31655883789062
2022-09-23,89.85701751708984
2022-09-26,88.61532592773438
2022-09-27,88.22228240966797
2022-09-28,93.33293151855469
2022-09-29,93.93098449707031
2022-09-30,92.73487854003906
2022-10-03,99.64876556396484
2022-10-04,104.76848602294922
2022-10-05,105.0494155883789
2022-10-06,106.60796356201172
2022-10-07,107.38725280761719
2022-10-10,105.8377456665039
2022-10-11,104.73223876953125
2022-10-12,105.38468170166016
2022-10-13,111.22025299072266
2022-10-14,106.88887023925781
2022-10-17,107.25133514404297
2022-10-18,106.82542419433594
2022-10-19,109.74320983886719
2022-10-20,110.37752532958984
2022-10-21,112.8060073852539
2022-10-24,113.39498138427734
2022-10-25,112.3076171875
2022-10-26,114.6907730102539
2022-10-27,114.75419616699219
2022-10-28,115.23446655273438
2022-10-31,114.2558364868164
2022-11-01,115.78722381591797
2022-11-02,114.63642120361328
2022-11-03,121.26033020019531
2022-11-04,119.90111541748047
2022-11-07,122.27521514892578
2022-11-08,121.82213592529297
2022-11-09,113.50373077392578
2022-11-10,117.30953979492188
2022-11-11,121.38719177246094
2022-11-14,121.00515747070312
2022-11-15,121.96935272216797
2022-11-16,117.55774688720703
2022-11-17,119.33147430419922
2022-11-18,116.96648406982422
2022-11-21,114.14671325683594
2022-11-22,118.2308578491211
2022-11-23,115.28373718261719
2022-11-25,115.34739685058594
2022-11-28,112.6458511352539
2022-11-29,113.018798828125
2022-11-30,112.34569549560547
2022-12-01,111.93637084960938
2022-12-02,111.13592529296875
2022-12-05,108.57991790771484
2022-12-06,105.15979766845703
2022-12-07,104.49577331542969
2022-12-08,102.421875
2022-12-09,100.0750732421875
2022-12-12,101.67597198486328
2022-12-13,103.15865325927734
2022-12-14,102.66744232177734
2022-12-15,102.37638854980469
2022-12-16,100.45710754394531
2022-12-19,100.45710754394531
2022-12-20,102.46734619140625
2022-12-21,105.76923370361328
2022-12-22,102.69474029541016
2022-12-23,107.13387298583984
2022-12-27,108.43357849121094
2022-12-28,105.5412826538086
2022-12-29,106.52976989746094
2022-12-30,108.0033950805664
2023-01-03,103.53682708740234
2023-01-04,103.73816680908203
2023-01-05,106.87760925292969
2023-01-06,108.21389770507812
2023-01-09,107.4176025390625
2023-01-10,108.07662200927734
2023-01-11,108.22306823730469
2023-01-12,109.98039245605469
2023-01-13,111.1794204711914
2023-01-17,110.05361938476562
2023-01-18,108.50679016113281
2023-01-19,109.50445556640625
2023-01-20,111.48146057128906
2023-01-23,109.95294189453125
2023-01-24,108.7447738647461
2023-01-25,110.17261505126953
2023-01-26,114.09001159667969
2023-01-27,113.13813018798828
2023-01-30,110.31904602050781
2023-01-31,111.54553985595703
2023-02-01,107.72879791259766
2023-02-02,101.8709945678711
2023-02-03,98.95123291015625
2023-02-06,98.38377380371094
2023-02-07,102.52999114990234
2023-02-08,101.40420532226562
2023-02-09,100.61705017089844
2023-02-10,105.31246185302734
2023-02-13,103.25310516357422
2023-02-14,104.39309692382812
2023-02-15,102.64631652832031
2023-02-16,99.62163543701172
2023-02-17,95.72356414794922
2023-02-21,96.81758880615234
2023-02-22,95.6867904663086
2023-02-23,96.92790222167969
2023-02-24,96.76244354248047
2023-02-27,97.32325744628906
2023-02-28,95.01566314697266
2023-03-01,97.6817855834961
2023-03-02,99.59404754638672
2023-03-03,99.87905883789062
2023-03-06,100.72486114501953
2023-03-07,98.96887969970703
2023-03-08,98.582763671875
2023-03-09,97.27726745605469
2023-03-10,95.81549072265625
2023-03-13,92.56096649169922
2023-03-14,93.18614196777344
2023-03-15,87.55964660644531
2023-03-16,88.62610626220703
2023-03-17,86.77821350097656
2023-03-20,88.40545654296875
2023-03-21,91.66918182373047
2023-03-22,90.437255859375
2023-03-23,88.64447784423828
2023-03-24,87.73432922363281
2023-03-27,89.6190185546875
2023-03-28,90.59031677246094
2023-03-29,92.27391052246094
2023-03-30,91.8114013671875
2023-03-31,91.77439880371094
2023-04-03,100.29411315917969
2023-04-04,98.3330078125
2023-04-05,99.67433166503906
2023-04-06,98.29600524902344
2023-04-10,98.00923156738281
2023-04-11,98.74927520751953
2023-04-12,99.47081756591797
2023-04-13,100.8676528930664
2023-04-14,100.36812591552734
2023-04-17,97.69471740722656
2023-04-18,97.08418273925781
2023-04-19,97.37095642089844
2023-04-20,96.00188446044922
2023-04-21,94.5958023071289
2023-04-24,95.88162994384766
2023-04-25,94.43853759765625
2023-04-26,92.93995666503906
2023-04-27,93.64300537109375
2023-04-28,95.1785888671875
2023-05-01,94.8455581665039
2023-05-02,91.24711608886719
2023-05-03,88.88822937011719
2023-05-04,90.06304168701172
2023-05-05,92.84745788574219
2023-05-08,93.33772277832031
2023-05-09,93.9205093383789
2023-05-10,92.93995666503906
2023-05-11,92.40342712402344
2023-05-12,91.9779052734375
2023-05-15,93.25174713134766
2023-05-16,91.18755340576172
2023-05-17,93.64227294921875
2023-05-18,93.67017364501953
2023-05-19,95.39964294433594
2023-05-22,96.45035552978516
2023-05-23,97.06402587890625
2023-05-24,96.68280792236328
2023-05-25,94.55350494384766
2023-05-26,94.70227813720703
2023-05-30,94.09790802001953
2023-05-31,92.33123779296875
2023-06-01,92.54509735107422
2023-06-02,95.16718292236328
2023-06-05,94.90684509277344
2023-06-06,94.78595733642578
2023-06-07,97.45453643798828
2023-06-08,97.2035140991211
2023-06-09,96.59911346435547
2023-06-12,95.60420227050781
2023-06-13,96.15280151367188
2023-06-14,95.46472930908203
2023-06-15,96.84086608886719
2023-06-16,97.55682373046875
2023-06-20,94.86964416503906
2023-06-21,96.42243957519531
2023-06-22,94.31175231933594
2023-06-23,93.40982818603516
2023-06-26,94.76615905761719
2023-06-27,94.27974700927734
2023-06-28,95.88864135742188
2023-06-29,96.40312957763672
2023-06-30,96.9176025390625
2023-07-03,97.49755859375
2023-07-05,97.3011245727539
2023-07-06,93.85881805419922
2023-07-07,96.56214141845703
2023-07-10,97.60980224609375
2023-07-11,100.50021362304688
2023-07-12,102.24942779541016
2023-07-13,103.40933227539062
2023-07-14,100.1728286743164
2023-07-17,99.56480407714844
2023-07-18,101.72560119628906
2023-07-19,102.40843963623047
2023-07-20,104.4756851196289
2023-07-21,105.59817504882812
2023-07-24,107.30998229980469
2023-07-25,108.67566680908203
2023-07-26,109.28369140625
2023-07-27,108.30152893066406
2023-07-28,108.44181823730469
2023-07-31,110.11621856689453
2023-08-01,109.79815673828125
2023-08-02,108.12378692626953
2023-08-03,107.56254577636719
2023-08-04,106.36521911621094
2023-08-07,107.08549499511719
2023-08-08,108.12378692626953
2023-08-09,108.91888427734375
2023-08-10,108.3482894897461
2023-08-11,110.20040130615234
2023-08-14,110.08814239501953
2023-08-15,108.51921844482422
2023-08-16,107.70186614990234
2023-08-17,109.66539001464844
2023-08-18,110.19149017333984
2023-08-21,110.1163330078125
2023-08-22,109.12049102783203
2023-08-23,108.80105590820312
2023-08-24,107.8521728515625
2023-08-25,109.46808624267578
2023-08-28,110.40756225585938
2023-08-29,110.53910064697266
2023-08-30,111.51615905761719
2023-08-31,111.82617950439453
2023-09-01,114.7479476928711
2023-09-05,115.39620971679688
2023-09-06,115.6216812133789
2023-09-07,114.34397888183594
2023-09-08,115.29286193847656
2023-09-11,113.15084075927734
2023-09-12,115.63107299804688
2023-09-13,114.90767669677734
2023-09-14,116.96513366699219
2023-09-15,116.09142303466797
2023-09-18,116.94634246826172
