date,NVDA
2020-08-20,12.100430488586426
2020-08-21,12.641118049621582
2020-08-24,12.67774486541748
2020-08-25,12.707396507263184
2020-08-26,12.730318069458008
2020-08-27,12.586052894592285
2020-08-28,13.1038179397583
2020-08-31,13.329811096191406
2020-09-01,13.778938293457031
2020-09-02,14.302841186523438
2020-09-03,12.975889205932617
2020-09-04,12.584084510803223
2020-09-08,11.876747131347656
2020-09-09,12.67630672454834
2020-09-10,12.27428150177002
2020-09-11,12.127479553222656
2020-09-14,12.833076477050781
2020-09-15,12.951462745666504
2020-09-16,12.476412773132324
2020-09-17,12.425568580627441
2020-09-18,12.152153015136719
2020-09-21,12.479156494140625
2020-09-22,12.599288940429688
2020-09-23,12.08685302734375
2020-09-24,12.310420989990234
2020-09-25,12.834568977355957
2020-09-28,12.995330810546875
2020-09-29,13.18549919128418
2020-09-30,13.489322662353516
2020-10-01,13.573067665100098
2020-10-02,13.022499084472656
2020-10-05,13.600979804992676
2020-10-06,13.694694519042969
2020-10-07,13.921501159667969
2020-10-08,13.796635627746582
2020-10-09,13.720865249633789
2020-10-12,14.182705879211426
2020-10-13,14.204888343811035
2020-10-14,14.052352905273438
2020-10-15,13.927484512329102
2020-10-16,13.769468307495117
2020-10-19,13.456669807434082
2020-10-20,13.603973388671875
2020-10-21,13.483590126037598
2020-10-22,13.32033920288086
2020-10-23,13.548890113830566
2020-10-26,13.101256370544434
2020-10-27,13.35598087310791
2020-10-28,12.588573455810547
2020-10-29,12.984363555908203
2020-10-30,12.495856285095215
2020-11-02,12.542463302612305
2020-11-03,12.979879379272461
2020-11-04,13.752269744873047
2020-11-05,14.116907119750977
2020-11-06,14.517684936523438
2020-11-09,13.58926773071289
2020-11-10,12.731136322021484
2020-11-11,13.377163887023926
2020-11-12,13.415796279907227
2020-11-13,13.2565336227417
2020-11-16,13.474120140075684
2020-11-17,13.381402969360352
2020-11-18,13.3878812789917
2020-11-19,13.399347305297852
2020-11-20,13.047920227050781
2020-11-23,13.100010871887207
2020-11-24,12.918313980102539
2020-11-25,13.19447135925293
2020-11-27,13.220890045166016
2020-11-30,13.36071491241455
2020-12-01,13.349251747131348
2020-12-02,13.503280639648438
2020-12-03,13.359175682067871
2020-12-04,13.520981788635254
2020-12-07,13.569348335266113
2020-12-08,13.31330394744873
2020-12-09,12.895203590393066
2020-12-10,12.936593055725098
2020-12-11,12.977479934692383
2020-12-14,13.272167205810547
2020-12-15,13.323774337768555
2020-12-16,13.206097602844238
2020-12-17,13.304577827453613
2020-12-18,13.235519409179688
2020-12-21,13.29560375213623
2020-12-22,13.241748809814453
2020-12-23,12.973489761352539
2020-12-24,12.958032608032227
2020-12-28,12.864541053771973
2020-12-29,12.907670974731445
2020-12-30,13.109615325927734
2020-12-31,13.019115447998047
2021-01-04,13.077455520629883
2021-01-05,13.367903709411621
2021-01-06,12.579828262329102
2021-01-07,13.307320594787598
2021-01-08,13.240256309509277
2021-01-11,13.58405590057373
2021-01-12,13.447683334350586
2021-01-13,13.494553565979004
2021-01-14,13.16396427154541
2021-01-15,12.824152946472168
2021-01-19,12.989446640014648
2021-01-20,13.329011917114258
2021-01-21,13.829380989074707
2021-01-22,13.674805641174316
2021-01-25,13.615720748901367
2021-01-26,13.398320198059082
2021-01-27,12.882242202758789
2021-01-28,13.01512336730957
2021-01-29,12.954044342041016
2021-02-01,13.200613975524902
2021-02-02,13.519485473632812
2021-02-03,13.49330997467041
2021-02-04,13.626690864562988
2021-02-05,13.553642272949219
2021-02-08,14.39906120300293
2021-02-09,14.224042892456055
2021-02-10,14.723665237426758
2021-02-11,15.20882797241211
2021-02-12,14.920125961303711
2021-02-16,15.288108825683594
2021-02-17,14.86502742767334
2021-02-18,14.788237571716309
2021-02-19,14.885467529296875
2021-02-22,14.316290855407715
2021-02-23,14.103126525878906
2021-02-24,14.459145545959473
2021-02-25,13.27092170715332
2021-02-26,13.676802635192871
2021-03-01,13.803701400756836
2021-03-02,13.369400024414062
2021-03-03,12.769553184509277
2021-03-04,12.336244583129883
2021-03-05,12.427245140075684
2021-03-08,11.561381340026855
2021-03-09,12.490142822265625
2021-03-10,12.438270568847656
2021-03-11,12.962255477905273
2021-03-12,12.825087547302246
2021-03-15,13.159529685974121
2021-03-16,13.259289741516113
2021-03-17,13.309170722961426
2021-03-18,12.691908836364746
2021-03-19,12.814860343933105
2021-03-22,13.154542922973633
2021-03-23,13.039320945739746
2021-03-24,12.612598419189453
2021-03-25,12.505107879638672
2021-03-26,12.80837631225586
2021-03-29,12.917112350463867
2021-03-30,12.840799331665039
2021-03-31,13.316154479980469
2021-04-01,13.778536796569824
2021-04-05,13.953865051269531
2021-04-06,13.828168869018555
2021-04-07,14.109493255615234
2021-04-08,14.282575607299805
2021-04-09,14.365376472473145
2021-04-12,15.172429084777832
2021-04-13,15.641796112060547
2021-04-14,15.240267753601074
2021-04-15,16.098447799682617
2021-04-16,15.874237060546875
2021-04-19,15.324810028076172
2021-04-20,15.134766578674316
2021-04-21,15.323566436767578
2021-04-22,14.814541816711426
2021-04-23,15.228544235229492
2021-04-26,15.440780639648438
2021-04-27,15.34476375579834
2021-04-28,15.24001693725586
2021-04-29,15.287900924682617
2021-04-30,14.973407745361328
2021-05-03,14.80107307434082
2021-05-04,14.316740036010742
2021-05-05,14.423731803894043
2021-05-06,14.488080978393555
2021-05-07,14.776633262634277
2021-05-10,14.231447219848633
2021-05-11,14.271849632263184
2021-05-12,13.725417137145996
2021-05-13,13.632391929626465
2021-05-14,14.208752632141113
2021-05-17,14.131440162658691
2021-05-18,13.982048988342285
2021-05-19,14.031926155090332
2021-05-20,14.577363014221191
2021-05-21,14.95570182800293
2021-05-24,15.574459075927734
2021-05-25,15.610124588012695
2021-05-26,15.662247657775879
2021-05-27,15.45075798034668
2021-05-28,16.205440521240234
2021-06-01,16.22538948059082
2021-06-02,16.737905502319336
2021-06-03,16.928945541381836
2021-06-04,17.535987854003906
2021-06-07,17.576635360717773
2021-06-08,17.415021896362305
2021-06-09,17.320476531982422
2021-06-10,17.3870849609375
2021-06-11,17.78645896911621
2021-06-14,17.979541778564453
2021-06-15,17.74979591369629
2021-06-16,17.77149772644043
2021-06-17,18.61665153503418
2021-06-18,18.598194122314453
2021-06-21,18.38715362548828
2021-06-22,18.845651626586914
2021-06-23,19.01578140258789
2021-06-24,19.163707733154297
2021-06-25,18.98958969116211
2021-06-28,19.941513061523438
2021-06-29,19.98317527770996
2021-06-30,19.958974838256836
2021-07-01,20.168018341064453
2021-07-02,20.44242286682129
2021-07-06,20.653457641601562
2021-07-07,20.327417373657227
2021-07-08,19.85944366455078
2021-07-09,20.006624221801758
2021-07-12,20.467863082885742
2021-07-13,20.205944061279297
2021-07-14,19.798324584960938
2021-07-15,18.92498207092285
2021-07-16,18.121484756469727
2021-07-19,18.7388858795166
2021-07-20,18.57149887084961
2021-07-21,19.367761611938477
2021-07-22,19.55136489868164
2021-07-23,19.51544189453125
2021-07-26,19.25201988220215
2021-07-27,19.16620445251465
2021-07-28,19.4605655670166
2021-07-29,19.619220733642578
2021-07-30,19.456571578979492
2021-08-02,19.707027435302734
2021-08-03,19.771883010864258
2021-08-04,20.229888916015625
2021-08-05,20.59209632873535
2021-08-06,20.32168197631836
2021-08-09,20.25084114074707
2021-08-10,19.892621994018555
2021-08-11,19.65613555908203
2021-08-12,19.861690521240234
2021-08-13,20.144067764282227
2021-08-16,19.906591415405273
2021-08-17,19.41566276550293
2021-08-18,18.998565673828125
2021-08-19,19.75491714477539
2021-08-20,20.77070426940918
2021-08-23,21.910219192504883
2021-08-24,21.74557876586914
2021-08-25,22.164663314819336
2021-08-26,22.019981384277344
2021-08-27,22.586742401123047
2021-08-30,22.63863182067871
2021-08-31,22.34023094177246
2021-09-01,22.3961181640625
2021-09-02,22.351207733154297
2021-09-03,22.79731559753418
2021-09-07,22.61667823791504
2021-09-08,22.294321060180664
2021-09-09,22.132644653320312
2021-09-10,22.433042526245117
2021-09-13,22.10769271850586
2021-09-14,22.1975154876709
2021-09-15,22.29631805419922
2021-09-16,22.1975154876709
2021-09-17,21.856203079223633
2021-09-20,21.07077407836914
2021-09-21,21.203510284423828
2021-09-22,21.89712142944336
2021-09-23,22.43703842163086
2021-09-24,22.036840438842773
2021-09-27,21.616680145263672
2021-09-28,20.65760040283203
2021-09-29,20.47596549987793
2021-09-30,20.674570083618164
2021-10-01,20.70051383972168
2021-10-04,19.692537307739258
2021-10-05,20.410099029541016
2021-10-06,20.658601760864258
2021-10-07,21.03285026550293
2021-10-08,20.789339065551758
2021-10-11,20.653606414794922
2021-10-12,20.62965965270996
2021-10-13,20.897123336791992
2021-10-14,21.70250701904297
2021-10-15,21.818273544311523
2021-10-18,22.17755889892578
2021-10-19,22.24542236328125
2021-10-20,22.058795928955078
2021-10-21,22.6466121673584
2021-10-22,22.680543899536133
2021-10-25,23.11966896057129
2021-10-26,24.66756820678711
2021-10-27,24.402099609375
2021-10-28,24.8911190032959
2021-10-29,25.515867233276367
2021-11-01,25.775344848632812
2021-11-02,26.348196029663086
2021-11-03,26.5448055267334
2021-11-04,29.741397857666016
2021-11-05,29.69249725341797
2021-11-08,30.74239158630371
2021-11-09,30.595685958862305
2021-11-10,29.400083541870117
2021-11-11,30.3292179107666
2021-11-12,30.3292179107666
2021-11-15,29.964948654174805
2021-11-16,30.142597198486328
2021-11-17,29.202478408813477
2021-11-18,31.611650466918945
2021-11-19,32.919029235839844
2021-11-22,31.892087936401367
2021-11-23,31.682506561279297
2021-11-24,32.6086540222168
2021-11-26,31.43999481201172
2021-11-29,33.30924606323242
2021-11-30,32.610652923583984
2021-12-01,31.3759708404541
2021-12-02,32.065670013427734
2021-12-03,30.635366439819336
2021-12-06,29.980600357055664
2021-12-07,32.36610794067383
2021-12-08,31.7662353515625
2021-12-09,30.4327449798584
2021-12-10,30.141292572021484
2021-12-13,28.108118057250977
2021-12-14,28.283788681030273
2021-12-15,30.401803970336914
2021-12-16,28.333694458007812
2021-12-17,27.748796463012695
2021-12-20,27.666946411132812
2021-12-21,29.020402908325195
2021-12-22,29.34479331970215
2021-12-23,29.584339141845703
2021-12-27,30.886890411376953
2021-12-28,30.265060424804688
2021-12-29,29.944665908813477
2021-12-30,29.53044319152832
2021-12-31,29.355772018432617
2022-01-03,30.064437866210938
2022-01-04,29.235004425048828
2022-01-05,27.55216407775879
2022-01-06,28.12508773803711
2022-01-07,27.195837020874023
2022-01-10,27.34854507446289
2022-01-11,27.76476287841797
2022-01-12,27.946426391601562
2022-01-13,26.525102615356445
2022-01-14,26.891408920288086
2022-01-18,25.854360580444336
2022-01-19,25.019926071166992
2022-01-20,24.104650497436523
2022-01-21,23.330108642578125
2022-01-24,23.32811164855957
2022-01-25,22.28207778930664
2022-01-26,22.729236602783203
2022-01-27,21.90279769897461
2022-01-28,22.79711151123047
2022-01-31,24.440019607543945
2022-02-01,24.59173583984375
2022-02-02,25.194602966308594
2022-02-03,23.90302848815918
2022-02-04,24.273334503173828
2022-02-07,24.68156623840332
2022-02-08,25.060853958129883
2022-02-09,26.65485191345215
2022-02-10,25.775508880615234
2022-02-11,23.90402603149414
2022-02-14,24.221435546875
2022-02-15,26.445247650146484
2022-02-16,26.46121597290039
2022-02-17,24.460981369018555
2022-02-18,23.597604751586914
2022-02-22,23.34607696533203
2022-02-23,22.344961166381836
2022-02-24,23.703401565551758
2022-02-25,24.111642837524414
2022-02-28,24.339210510253906
2022-03-01,23.432912826538086
2022-03-02,24.17863655090332
2022-03-03,23.673503875732422
2022-03-04,22.896833419799805
2022-03-07,21.315536499023438
2022-03-08,21.477258682250977
2022-03-09,22.974700927734375
2022-03-10,22.619308471679688
2022-03-11,22.062259674072266
2022-03-14,21.293575286865234
2022-03-15,22.933767318725586
2022-03-16,24.454164505004883
2022-03-17,24.72370719909668
2022-03-18,26.407825469970703
2022-03-21,26.6883487701416
2022-03-22,26.47870445251465
2022-03-23,25.590225219726562
2022-03-24,28.101930618286133
2022-03-25,27.644704818725586
2022-03-28,28.170808792114258
2022-03-29,28.607065200805664
2022-03-30,27.642711639404297
2022-03-31,27.239404678344727
2022-04-01,26.666385650634766
2022-04-04,27.313278198242188
2022-04-05,25.886716842651367
2022-04-06,24.365318298339844
2022-04-07,24.16666030883789
2022-04-08,23.079519271850586
2022-04-11,21.87957000732422
2022-04-12,21.467275619506836
2022-04-13,22.165082931518555
2022-04-14,21.221696853637695
2022-04-18,21.745798110961914
2022-04-19,22.160093307495117
2022-04-20,21.4453125
2022-04-21,20.148534774780273
2022-04-22,19.481672286987305
2022-04-25,19.868013381958008
2022-04-26,18.75591278076172
2022-04-27,18.38355255126953
2022-04-28,19.74821662902832
2022-04-29,18.515329360961914
2022-05-02,19.49964714050293
2022-05-03,19.568525314331055
2022-05-04,20.299278259277344
2022-05-05,18.811819076538086
2022-05-06,18.643108367919922
2022-05-09,16.921056747436523
2022-05-10,17.564952850341797
2022-05-11,16.601600646972656
2022-05-12,16.147377014160156
2022-05-13,17.675764083862305
2022-05-16,17.23451805114746
2022-05-17,18.145959854125977
2022-05-18,16.909074783325195
2022-05-19,17.094758987426758
2022-05-20,16.665489196777344
2022-05-23,16.869140625
2022-05-24,16.12641143798828
2022-05-25,16.946012496948242
2022-05-26,17.820510864257812
2022-05-27,18.77887725830078
2022-05-31,18.64011001586914
2022-06-01,18.288713455200195
2022-06-02,19.55853843688965
2022-06-03,18.688032150268555
2022-06-06,18.753915786743164
2022-06-07,18.893678665161133
2022-06-08,18.620092391967773
2022-06-09,18.02098846435547
2022-06-10,16.94859504699707
2022-06-13,15.62358283996582
2022-06-14,15.812297821044922
2022-06-15,16.50226402282715
2022-06-16,15.57765007019043
2022-06-17,15.856231689453125
2022-06-21,16.54120635986328
2022-06-22,16.335514068603516
2022-06-23,16.200714111328125
2022-06-24,17.100370407104492
2022-06-27,16.84375
2022-06-28,15.958078384399414
2022-06-29,15.51873779296875
2022-06-30,15.136313438415527
2022-07-01,14.501265525817871
2022-07-05,14.94160270690918
2022-07-06,15.107355117797852
2022-07-07,15.834264755249023
2022-07-08,15.814295768737793
2022-07-11,15.12932300567627
2022-07-12,15.059428215026855
2022-07-13,15.141304969787598
2022-07-14,15.348993301391602
2022-07-15,15.738408088684082
2022-07-18,16.076904296875
2022-07-19,16.96656608581543
2022-07-20,17.780345916748047
2022-07-21,18.02298355102539
2022-07-22,17.293079376220703
2022-07-25,16.99852180480957
2022-07-26,16.508256912231445
2022-07-27,17.763376235961914
2022-07-28,17.95708465576172
2022-07-29,18.135818481445312
2022-08-01,18.41340446472168
2022-08-02,18.498271942138672
2022-08-03,18.864721298217773
2022-08-04,19.186241149902344
2022-08-05,18.9605770111084
2022-08-08,17.76637077331543
2022-08-09,17.0604248046875
2022-08-10,18.069913864135742
2022-08-11,17.915145874023438
2022-08-12,18.680999755859375
2022-08-15,19.00351333618164
2022-08-16,18.850746154785156
2022-08-17,18.30755615234375
2022-08-18,18.74490737915039
2022-08-19,17.822282791137695
2022-08-22,17.008502960205078
2022-08-23,17.15528678894043
2022-08-24,17.19622230529785
2022-08-25,17.88619041442871
2022-08-26,16.23566436767578
2022-08-29,15.777350425720215
2022-08-30,15.44485092163086
2022-08-31,15.071410179138184
2022-09-01,13.916139602661133
2022-09-02,13.626574516296387
2022-09-06,13.444847106933594
2022-09-07,13.697543144226074
2022-09-08,13.973211288452148
2022-09-09,14.369734764099121
2022-09-12,14.487593650817871
2022-09-13,13.115242958068848
2022-09-14,13.112247467041016
2022-09-15,12.913485527038574
2022-09-16,13.182162284851074
2022-09-19,13.365941047668457
2022-09-20,13.160188674926758
2022-09-21,13.245086669921875
2022-09-22,12.545924186706543
2022-09-23,12.500981330871582
2022-09-26,12.213326454162598
2022-09-27,12.398103713989258
2022-09-28,12.720717430114746
2022-09-29,12.205336570739746
2022-09-30,12.124433517456055
2022-10-03,12.496987342834473
2022-10-04,13.151199340820312
2022-10-05,13.19314956665039
2022-10-06,13.11424446105957
2022-10-07,12.061509132385254
2022-10-10,11.655996322631836
2022-10-11,11.572096824645996
2022-10-12,11.486201286315918
2022-10-13,11.945649147033691
2022-10-14,11.213529586791992
2022-10-17,11.873732566833496
2022-10-18,11.952640533447266
2022-10-19,12.036539077758789
2022-10-20,12.179368019104004
2022-10-21,12.451042175292969
2022-10-24,12.583883285522461
2022-10-25,13.245086669921875
2022-10-26,12.880523681640625
2022-10-27,13.160188674926758
2022-10-28,13.817399978637695
2022-10-31,13.480804443359375
2022-11-01,13.526749610900879
2022-11-02,13.203136444091797
2022-11-03,13.40489387512207
2022-11-04,14.139012336730957
2022-11-07,14.283839225769043
2022-11-08,14.584479331970215
2022-11-09,13.759469032287598
2022-11-10,15.731099128723145
2022-11-11,16.30740737915039
2022-11-14,16.275447845458984
2022-11-15,16.6460018157959
2022-11-16,15.890908241271973
2022-11-17,15.658186912536621
2022-11-18,15.390509605407715
2022-11-21,15.298619270324707
2022-11-22,16.018754959106445
2022-11-23,16.49917984008789
2022-11-25,16.250478744506836
2022-11-28,15.808008193969727
2022-11-29,15.620232582092285
2022-11-30,16.907018661499023
2022-12-01,17.118816375732422
2022-12-02,16.860063552856445
2022-12-05,16.59431266784668
2022-12-06,15.971900939941406
2022-12-07,16.10477638244629
2022-12-08,17.152788162231445
2022-12-09,16.984941482543945
2022-12-12,17.51844024658203
2022-12-13,18.054933547973633
2022-12-14,17.65730857849121
2022-12-15,16.93598747253418
2022-12-16,16.555349349975586
2022-12-19,16.2386474609375
2022-12-20,16.069808959960938
2022-12-21,16.48541259765625
2022-12-22,15.32451343536377
2022-12-23,15.191637992858887
2022-12-27,14.107664108276367
2022-12-28,14.022744178771973
2022-12-29,14.589208602905273
2022-12-30,14.600199699401855
2023-01-03,14.30147933959961
2023-01-04,14.73507022857666
2023-01-05,14.25152587890625
2023-01-06,14.844964981079102
2023-01-09,15.613240242004395
2023-01-10,15.893974304199219
2023-01-11,15.98588752746582
2023-01-12,16.495405197143555
2023-01-13,16.883041381835938
2023-01-17,17.685283660888672
2023-01-18,17.36058807373047
2023-01-19,16.749168395996094
2023-01-20,17.8221492767334
2023-01-23,19.17487144470215
2023-01-24,19.24680519104004
2023-01-25,19.304750442504883
2023-01-26,19.78329849243164
2023-01-27,20.345766067504883
2023-01-30,19.143905639648438
2023-01-31,19.5185489654541
2023-02-01,20.923221588134766
2023-02-02,21.688495635986328
2023-02-03,21.08007049560547
2023-02-06,21.06908416748047
2023-02-07,22.152061462402344
2023-02-08,22.184030532836914
2023-02-09,22.31590461730957
2023-02-10,21.244915008544922
2023-02-13,21.767419815063477
2023-02-14,22.94930648803711
2023-02-15,22.74250030517578
2023-02-16,21.98122215270996
2023-02-17,21.3677978515625
2023-02-21,20.6354923248291
2023-02-22,20.734397888183594
2023-02-23,23.641647338867188
2023-02-24,23.264007568359375
2023-02-27,23.478803634643555
2023-02-28,23.194072723388672
2023-03-01,22.676565170288086
2023-03-02,23.291976928710938
2023-03-03,23.8674373626709
2023-03-06,23.531753540039062
2023-03-07,23.26995849609375
2023-03-08,24.16226577758789
2023-03-09,23.417842864990234
2023-03-10,22.947208404541016
2023-03-13,22.948205947875977
2023-03-14,24.044353485107422
2023-03-15,24.209226608276367
2023-03-16,25.521211624145508
2023-03-17,25.705068588256836
2023-03-20,25.879932403564453
2023-03-21,26.178701400756836
2023-03-22,26.447490692138672
2023-03-23,27.16993522644043
2023-03-24,26.75825309753418
2023-03-27,26.51044273376465
2023-03-28,26.389537811279297
2023-03-29,26.963092803955078
2023-03-30,27.361785888671875
2023-03-31,27.75547981262207
2023-04-03,27.94333267211914
2023-04-04,27.431732177734375
2023-04-05,26.860170364379883
2023-04-06,27.01605224609375
2023-04-10,27.557632446289062
2023-04-11,27.147951126098633
2023-04-12,26.474472045898438
2023-04-13,26.44249725341797
2023-04-14,26.73727035522461
2023-04-17,26.9810791015625
2023-04-18,27.645565032958984
2023-04-19,27.909360885620117
2023-04-20,27.0830020904541
2023-04-21,27.09798812866211
2023-04-24,27.02104949951172
2023-04-25,26.220672607421875
2023-04-26,26.935117721557617
2023-04-27,27.204906463623047
2023-04-28,27.727502822875977
2023-05-01,28.887601852416992
2023-05-02,28.188140869140625
2023-05-03,27.78046226501465
2023-05-04,27.540647506713867
2023-05-05,28.65778160095215
2023-05-08,29.1284122467041
2023-05-09,28.548860549926758
2023-05-10,28.862621307373047
2023-05-11,28.555858612060547
2023-05-12,28.318042755126953
2023-05-15,28.930570602416992
2023-05-16,29.190364837646484
2023-05-17,30.154617309570312
2023-05-18,31.65345573425293
2023-05-19,31.239776611328125
2023-05-22,31.151844024658203
2023-05-23,30.664222717285156
2023-05-24,30.51433753967285
2023-05-25,37.95057678222656
2023-05-26,38.91582107543945
2023-05-30,40.079925537109375
2023-05-31,37.804683685302734
2023-06-01,39.73918533325195
2023-06-02,39.296531677246094
2023-06-05,39.140647888183594
2023-06-06,38.624053955078125
2023-06-07,37.44983673095703
2023-06-08,38.48414993286133
2023-06-09,38.74397277832031
2023-06-12,39.45549011230469
2023-06-13,40.99445343017578
2023-06-14,42.968135833740234
2023-06-15,42.624366760253906
2023-06-16,42.663333892822266
2023-06-20,43.77858352661133
2023-06-21,43.0161018371582
2023-06-22,42.99611282348633
2023-06-23,42.1806640625
2023-06-26,40.60472106933594
2023-06-27,41.84788513183594
2023-06-28,41.08939743041992
2023-06-29,40.794593811035156
2023-06-30,42.27360153198242
2023-07-03,42.384521484375
2023-07-05,42.28858947753906
2023-07-06,42.07473373413086
2023-07-07,42.47446060180664
2023-07-10,42.151676177978516
2023-07-11,42.37652587890625
2023-07-12,43.872520446777344
2023-07-13,45.94613265991211
2023-07-14,45.438472747802734
2023-07-17,46.429805755615234
2023-07-18,47.46210861206055
2023-07-19,47.04539489746094
2023-07-20,45.489437103271484
2023-07-21,44.27924346923828
2023-07-24,44.582054138183594
2023-07-25,45.6483268737793
2023-07-26,45.42148971557617
2023-07-27,45.86918258666992
2023-07-28,46.71861267089844
2023-07-31,46.697628021240234
2023-08-01,46.475772857666016
2023-08-02,44.239280700683594
2023-08-03,44.485111236572266
2023-08-04,44.64999771118164
2023-08-07,45.386505126953125
2023-08-08,44.6340217590332
2023-08-09,42.52542495727539
2023-08-10,42.35954284667969
2023-08-11,40.82756423950195
2023-08-14,43.72362518310547
2023-08-15,43.91049575805664
2023-08-16,43.45680236816406
2023-08-17,43.31489562988281
2023-08-18,43.26992416381836
2023-08-21,46.93546676635742
2023-08-22,45.6373405456543
2023-08-23,47.08436584472656
2023-08-24,47.13133239746094
2023-08-25,45.98710250854492
2023-08-28,46.803550720214844
2023-08-29,48.751243591308594
2023-08-30,49.230926513671875
2023-08-31,49.321868896484375
2023-09-01,48.47643280029297
2023-09-05,48.51540756225586
2023-09-06,47.03327560424805
2023-09-07,46.2137565612793
2023-09-08,45.5451545715332
2023-09-11,45.15139389038086
2023-09-12,44.84356689453125
2023-09-13,45.45820999145508
2023-09-14,45.55415344238281
