date,JNJ
2020-11-23,125.61250305175781
2020-11-24,125.61250305175781
2020-11-25,125.44661712646484
2020-11-27,125.72603607177734
2020-11-30,126.3197250366211
2020-12-01,128.7382049560547
2020-12-02,129.34063720703125
2020-12-03,130.09149169921875
2020-12-04,131.2003173828125
2020-12-07,130.06533813476562
2020-12-08,132.31788635253906
2020-12-09,133.6711883544922
2020-12-10,132.92906188964844
2020-12-11,133.5402374267578
2020-12-14,130.15264892578125
2020-12-15,131.4622802734375
2020-12-16,130.67649841308594
2020-12-17,134.125244140625
2020-12-18,134.90223693847656
2020-12-21,133.60134887695312
2020-12-22,133.3394775390625
2020-12-23,132.658447265625
2020-12-24,133.12112426757812
2020-12-28,133.74978637695312
2020-12-29,134.57923889160156
2020-12-30,136.24684143066406
2020-12-31,137.4080810546875
2021-01-04,136.63975524902344
2021-01-05,138.24623107910156
2021-01-06,139.54714965820312
2021-01-07,140.01858520507812
2021-01-08,139.73046875
2021-01-11,139.14553833007812
2021-01-12,138.06288146972656
2021-01-13,137.85333251953125
2021-01-14,140.26307678222656
2021-01-15,139.95750427246094
2021-01-19,142.12278747558594
2021-01-20,141.7735595703125
2021-01-21,141.2060089111328
2021-01-22,142.7950897216797
2021-01-25,144.9166717529297
2021-01-26,148.8456268310547
2021-01-27,146.5755615234375
2021-01-28,147.69314575195312
2021-01-29,142.4283447265625
2021-02-01,142.06166076660156
2021-02-02,140.7869873046875
2021-02-03,140.1321258544922
2021-02-04,141.43304443359375
2021-02-05,143.5808563232422
2021-02-08,143.9912109375
2021-02-09,145.16986083984375
2021-02-10,145.641357421875
2021-02-11,144.986572265625
2021-02-12,145.4405517578125
2021-02-16,144.12216186523438
2021-02-17,144.63729858398438
2021-02-18,144.7071533203125
2021-02-19,142.29742431640625
2021-02-22,142.20956420898438
2021-02-23,140.95326232910156
2021-02-24,142.84210205078125
2021-02-25,142.991455078125
2021-02-26,139.21371459960938
2021-03-01,139.96926879882812
2021-03-02,139.70567321777344
2021-03-03,137.24578857421875
2021-03-04,134.4783935546875
2021-03-05,137.14036560058594
2021-03-08,138.28245544433594
2021-03-09,138.54600524902344
2021-03-10,139.81988525390625
2021-03-11,139.81112670898438
2021-03-12,140.2152557373047
2021-03-15,140.93563842773438
2021-03-16,141.77027893066406
2021-03-17,141.2431640625
2021-03-18,140.9796142578125
2021-03-19,140.60179138183594
2021-03-22,141.00595092773438
2021-03-23,140.8741455078125
2021-03-24,142.2447052001953
2021-03-25,142.29742431640625
2021-03-26,144.89785766601562
2021-03-29,145.873046875
2021-03-30,144.96820068359375
2021-03-31,144.38836669921875
2021-04-01,143.05300903320312
2021-04-05,143.58009338378906
2021-04-06,143.544921875
2021-04-07,143.7382354736328
2021-04-08,143.17596435546875
2021-04-09,141.66488647460938
2021-04-12,142.0074920654297
2021-04-13,140.10984802246094
2021-04-14,140.49639892578125
2021-04-15,140.9093017578125
2021-04-16,142.53460693359375
2021-04-19,142.9299774169922
2021-04-20,146.2596435546875
2021-04-21,146.35626220703125
2021-04-22,145.11753845214844
2021-04-23,145.4162139892578
2021-04-26,144.1862335205078
2021-04-27,143.36041259765625
2021-04-28,142.30616760253906
2021-04-29,144.2565460205078
2021-04-30,142.965087890625
2021-05-03,145.14390563964844
2021-05-04,147.39295959472656
2021-05-05,146.77796936035156
2021-05-06,147.3666229248047
2021-05-07,148.03428649902344
2021-05-10,149.58932495117188
2021-05-11,148.3681182861328
2021-05-12,147.77072143554688
2021-05-13,149.31695556640625
2021-05-14,149.54537963867188
2021-05-17,149.69471740722656
2021-05-18,149.74746704101562
2021-05-19,149.42236328125
2021-05-20,150.29214477539062
2021-05-21,150.19549560546875
2021-05-24,150.77011108398438
2021-05-25,150.35464477539062
2021-05-26,149.46176147460938
2021-05-27,149.2318878173828
2021-05-28,149.62088012695312
2021-06-01,146.3323516845703
2021-06-02,146.9246368408203
2021-06-03,146.78317260742188
2021-06-04,146.72128295898438
2021-06-07,145.72230529785156
2021-06-08,144.44052124023438
2021-06-09,146.38534545898438
2021-06-10,147.7025604248047
2021-06-11,145.8284454345703
2021-06-14,146.19085693359375
2021-06-15,145.41294860839844
2021-06-16,145.35986328125
2021-06-17,146.05824279785156
2021-06-18,143.19406127929688
2021-06-21,144.83831787109375
2021-06-22,144.64382934570312
2021-06-23,143.7686309814453
2021-06-24,144.42283630371094
2021-06-25,145.16539001464844
2021-06-28,144.99746704101562
2021-06-29,145.00628662109375
2021-06-30,145.6339111328125
2021-07-01,146.71243286132812
2021-07-02,149.3822021484375
2021-07-06,148.48936462402344
2021-07-07,149.7623291015625
2021-07-08,149.4705810546875
2021-07-09,150.06289672851562
2021-07-12,149.82421875
2021-07-13,149.63858032226562
2021-07-14,150.6552276611328
2021-07-15,148.8429412841797
2021-07-16,148.60421752929688
2021-07-19,147.5257110595703
2021-07-20,148.9136199951172
2021-07-21,149.8330535888672
2021-07-22,150.26620483398438
2021-07-23,151.86631774902344
2021-07-26,151.93699645996094
2021-07-27,152.63539123535156
2021-07-28,152.21104431152344
2021-07-29,152.21104431152344
2021-07-30,152.22872924804688
2021-08-02,152.29061889648438
2021-08-03,154.1647491455078
2021-08-04,153.25421142578125
2021-08-05,153.5459442138672
2021-08-06,153.03321838378906
2021-08-09,153.56362915039062
2021-08-10,153.6166534423828
2021-08-11,153.64315795898438
2021-08-12,154.88082885742188
2021-08-13,155.8090057373047
2021-08-16,157.21461486816406
2021-08-17,158.65560913085938
2021-08-18,156.64002990722656
2021-08-19,157.86000061035156
2021-08-20,158.6291046142578
2021-08-23,157.9443359375
2021-08-24,155.97012329101562
2021-08-25,154.93858337402344
2021-08-26,154.11155700683594
2021-08-27,153.7825164794922
2021-08-30,154.4316864013672
2021-08-31,153.96035766601562
2021-09-01,154.50283813476562
2021-09-02,155.56106567382812
2021-09-03,155.65887451171875
2021-09-07,153.24005126953125
2021-09-08,152.86654663085938
2021-09-09,149.4606475830078
2021-09-10,148.48240661621094
2021-09-13,147.4419708251953
2021-09-14,146.55271911621094
2021-09-15,147.10403442382812
2021-09-16,146.9261932373047
2021-09-17,146.5082244873047
2021-09-20,145.67230224609375
2021-09-21,146.31259155273438
2021-09-22,145.77902221679688
2021-09-23,146.6060791015625
2021-09-24,146.16139221191406
2021-09-27,145.10316467285156
2021-09-28,144.7830352783203
2021-09-29,145.85906982421875
2021-09-30,143.6180877685547
2021-10-01,142.70213317871094
2021-10-04,141.59054565429688
2021-10-05,141.91067504882812
2021-10-06,142.20413208007812
2021-10-07,143.47581481933594
2021-10-08,143.1112060546875
2021-10-11,142.50648498535156
2021-10-12,140.2299346923828
2021-10-13,141.57275390625
2021-10-14,142.38197326660156
2021-10-15,143.4402618408203
2021-10-18,142.39083862304688
2021-10-19,145.7256622314453
2021-10-20,145.64561462402344
2021-10-21,145.3076934814453
2021-10-22,145.59231567382812
2021-10-25,145.91246032714844
2021-10-26,147.3975067138672
2021-10-27,145.6100616455078
2021-10-28,144.81861877441406
2021-10-29,144.8452911376953
2021-11-01,144.9698028564453
2021-11-02,147.2552032470703
2021-11-03,146.78390502929688
2021-11-04,146.37481689453125
2021-11-05,145.33441162109375
2021-11-08,144.83639526367188
2021-11-09,144.51626586914062
2021-11-10,146.08135986328125
2021-11-11,145.00535583496094
2021-11-12,146.73944091796875
2021-11-15,145.41441345214844
2021-11-16,144.6585693359375
2021-11-17,145.20095825195312
2021-11-18,144.41844177246094
2021-11-19,144.85418701171875
2021-11-22,142.94760131835938
2021-11-23,143.83377075195312
2021-11-24,143.4309844970703
2021-11-26,142.50006103515625
2021-11-29,142.99237060546875
2021-11-30,139.57310485839844
2021-12-01,141.49754333496094
2021-12-02,140.6114044189453
2021-12-03,142.66119384765625
2021-12-06,145.8477325439453
2021-12-07,146.2236785888672
2021-12-08,147.1008758544922
2021-12-09,148.4972381591797
2021-12-10,148.13026428222656
2021-12-13,150.77972412109375
2021-12-14,152.42674255371094
2021-12-15,153.1875457763672
2021-12-16,154.8614044189453
2021-12-17,150.58279418945312
2021-12-20,150.1531524658203
2021-12-21,149.66983032226562
2021-12-22,150.31431579589844
2021-12-23,150.60073852539062
2021-12-27,151.8717803955078
2021-12-28,152.48045349121094
2021-12-29,153.55455017089844
2021-12-30,154.23484802246094
2021-12-31,153.1249237060547
2022-01-03,153.54559326171875
2022-01-04,153.13385009765625
2022-01-05,154.154296875
2022-01-06,153.62619018554688
2022-01-07,155.7028045654297
2022-01-10,154.93299865722656
2022-01-11,153.2860107421875
2022-01-12,151.9791717529297
2022-01-13,151.05723571777344
2022-01-14,150.23373413085938
2022-01-18,149.57135009765625
2022-01-19,149.10594177246094
2022-01-20,147.91542053222656
2022-01-21,147.57528686523438
2022-01-24,145.8745880126953
2022-01-25,150.04576110839844
2022-01-26,150.7170867919922
2022-01-27,152.69525146484375
2022-01-28,153.76937866210938
2022-01-31,154.2169189453125
2022-02-01,152.954833984375
2022-02-02,154.64659118652344
2022-02-03,154.6376190185547
2022-02-04,153.62619018554688
2022-02-07,153.11595153808594
2022-02-08,153.51876831054688
2022-02-09,153.50086975097656
2022-02-10,151.64797973632812
2022-02-11,150.1173858642578
2022-02-14,148.2286834716797
2022-02-15,149.75933837890625
2022-02-16,149.66983032226562
2022-02-17,148.75682067871094
2022-02-18,147.16232299804688
2022-02-22,145.1624298095703
2022-02-23,145.2344970703125
2022-02-24,142.45989990234375
2022-02-25,149.5405731201172
2022-02-28,148.25233459472656
2022-03-01,147.7388458251953
2022-03-02,149.57659912109375
2022-03-03,151.774658203125
2022-03-04,152.67550659179688
2022-03-07,155.1348114013672
2022-03-08,151.99087524414062
2022-03-09,152.56739807128906
2022-03-10,152.837646484375
2022-03-11,152.5583953857422
2022-03-14,154.66641235351562
2022-03-15,158.6751251220703
2022-03-16,157.21578979492188
2022-03-17,159.26968383789062
2022-03-18,157.50405883789062
2022-03-21,158.39590454101562
2022-03-22,157.648193359375
2022-03-23,157.05361938476562
2022-03-24,157.86439514160156
2022-03-25,159.3778076171875
2022-03-28,160.1975860595703
2022-03-29,160.11651611328125
2022-03-30,161.78305053710938
2022-03-31,159.6570587158203
2022-04-01,160.52188110351562
2022-04-04,158.972412109375
2022-04-05,159.99940490722656
2022-04-06,164.16127014160156
2022-04-07,163.73789978027344
2022-04-08,164.06219482421875
2022-04-11,162.00827026367188
2022-04-12,162.0623321533203
2022-04-13,162.7469482421875
2022-04-14,162.0623321533203
2022-04-18,160.04443359375
2022-04-19,164.92701721191406
2022-04-20,165.65670776367188
2022-04-21,165.1792755126953
2022-04-22,163.5397186279297
2022-04-25,167.56651306152344
2022-04-26,166.36839294433594
2022-04-27,164.04420471191406
2022-04-28,165.2693328857422
2022-04-29,162.56680297851562
2022-05-02,160.92723083496094
2022-05-03,160.6119384765625
2022-05-04,162.33255004882812
2022-05-05,159.23367309570312
2022-05-06,158.88233947753906
2022-05-09,159.74713134765625
2022-05-10,159.53094482421875
2022-05-11,158.66612243652344
2022-05-12,160.23362731933594
2022-05-13,159.31475830078125
2022-05-16,160.4227752685547
2022-05-17,161.08941650390625
2022-05-18,158.09860229492188
2022-05-19,156.6932830810547
2022-05-20,159.4318389892578
2022-05-23,162.68667602539062
2022-05-24,164.46368408203125
2022-05-25,162.84986877441406
2022-05-26,162.70481872558594
2022-05-27,164.18263244628906
2022-05-31,162.7682647705078
2022-06-01,161.11819458007812
2022-06-02,160.6104736328125
2022-06-03,159.94863891601562
2022-06-06,159.93048095703125
2022-06-07,161.68936157226562
2022-06-08,160.72833251953125
2022-06-09,157.4916534423828
2022-06-10,156.43997192382812
2022-06-13,154.86239624023438
2022-06-14,152.48704528808594
2022-06-15,154.11898803710938
2022-06-16,154.20057678222656
2022-06-17,153.63845825195312
2022-06-21,156.85699462890625
2022-06-22,159.33212280273438
2022-06-23,162.88613891601562
2022-06-24,165.27056884765625
2022-06-27,165.116455078125
2022-06-28,160.42010498046875
2022-06-29,160.4654083251953
2022-06-30,160.93685913085938
2022-07-01,162.7592010498047
2022-07-05,161.508056640625
2022-07-06,161.65310668945312
2022-07-07,161.83444213867188
2022-07-08,161.635009765625
2022-07-11,161.69845581054688
2022-07-12,159.43182373046875
2022-07-13,159.06011962890625
2022-07-14,159.27772521972656
2022-07-15,161.58963012695312
2022-07-18,157.9630889892578
2022-07-19,155.66024780273438
2022-07-20,154.77175903320312
2022-07-21,155.3157196044922
2022-07-22,156.0500946044922
2022-07-25,156.35836791992188
2022-07-26,157.46446228027344
2022-07-27,157.0292510986328
2022-07-28,157.93589782714844
2022-07-29,158.22601318359375
2022-08-01,157.67295837402344
2022-08-02,156.77540588378906
2022-08-03,158.2895050048828
2022-08-04,155.75091552734375
2022-08-05,155.1343994140625
2022-08-08,154.30934143066406
2022-08-09,154.2912139892578
2022-08-10,154.7354736328125
2022-08-11,151.53506469726562
2022-08-12,149.86683654785156
2022-08-15,150.58309936523438
2022-08-16,151.92494201660156
2022-08-17,151.93397521972656
2022-08-18,151.19960021972656
2022-08-19,153.50244140625
2022-08-22,152.96392822265625
2022-08-23,151.63136291503906
2022-08-24,151.12936401367188
2022-08-25,152.54408264160156
2022-08-26,149.93370056152344
2022-08-29,148.77455139160156
2022-08-30,148.25428771972656
2022-08-31,147.25941467285156
2022-09-01,150.9103240966797
2022-09-02,148.53724670410156
2022-09-06,148.93882751464844
2022-09-07,149.7511444091797
2022-09-08,150.9559326171875
2022-09-09,151.248046875
2022-09-12,151.1841583251953
2022-09-13,147.25027465820312
2022-09-14,150.28965759277344
2022-09-15,150.6730194091797
2022-09-16,152.97308349609375
2022-09-19,151.7682647705078
2022-09-20,150.57257080078125
2022-09-21,149.0300750732422
2022-09-22,151.677001953125
2022-09-23,152.1698760986328
2022-09-26,151.23887634277344
2022-09-27,150.54522705078125
2022-09-28,151.84129333496094
2022-09-29,150.17100524902344
2022-09-30,149.1031036376953
2022-10-03,148.95706176757812
2022-10-04,151.1658477783203
2022-10-05,150.70037841796875
2022-10-06,147.77967834472656
2022-10-07,146.21888732910156
2022-10-10,146.4105682373047
2022-10-11,148.52809143066406
2022-10-12,148.4915771484375
2022-10-13,150.73687744140625
2022-10-14,150.1071014404297
2022-10-17,152.0512237548828
2022-10-18,151.5218505859375
2022-10-19,150.31704711914062
2022-10-20,150.70037841796875
2022-10-21,153.98622131347656
2022-10-24,156.05810546875
2022-10-25,155.81167602539062
2022-10-26,157.18075561523438
2022-10-27,157.27203369140625
2022-10-28,159.60858154296875
2022-10-31,158.7871856689453
2022-11-01,157.9839630126953
2022-11-02,155.5560760498047
2022-11-03,155.82078552246094
2022-11-04,156.5144805908203
2022-11-07,157.883544921875
2022-11-08,158.66847229003906
2022-11-09,157.39979553222656
2022-11-10,159.24349975585938
2022-11-11,154.47906494140625
2022-11-14,156.9069366455078
2022-11-15,157.3450469970703
2022-11-16,158.3216552734375
2022-11-17,159.5994873046875
2022-11-18,160.822509765625
2022-11-21,161.6492919921875
2022-11-22,162.43011474609375
2022-11-23,162.60464477539062
2022-11-25,162.81594848632812
2022-11-28,162.89862060546875
2022-11-29,161.75949096679688
2022-11-30,163.51406860351562
2022-12-01,164.19387817382812
2022-12-02,164.32247924804688
2022-12-05,164.2305908203125
2022-12-06,161.76870727539062
2022-12-07,162.75161743164062
2022-12-08,162.77919006347656
2022-12-09,161.43800354003906
2022-12-12,163.36708068847656
2022-12-13,164.62559509277344
2022-12-14,165.130859375
2022-12-15,163.0456085205078
2022-12-16,161.37367248535156
2022-12-19,161.1991424560547
2022-12-20,161.37367248535156
2022-12-21,163.2200927734375
2022-12-22,162.62301635742188
2022-12-23,163.036376953125
2022-12-27,162.99044799804688
2022-12-28,162.28314208984375
2022-12-29,163.10989379882812
2022-12-30,162.27394104003906
2023-01-03,163.68861389160156
2023-01-04,165.4707489013672
2023-01-05,164.2489776611328
2023-01-06,165.58099365234375
2023-01-09,161.29103088378906
2023-01-10,160.9051971435547
2023-01-11,160.6479949951172
2023-01-12,159.839599609375
2023-01-13,159.31600952148438
2023-01-17,158.33309936523438
2023-01-18,155.9446563720703
2023-01-19,155.73336791992188
2023-01-20,155.00767517089844
2023-01-23,154.61268615722656
2023-01-24,154.61268615722656
2023-01-25,155.71499633789062
2023-01-26,155.1454620361328
2023-01-27,154.5391845703125
2023-01-30,148.81619262695312
2023-01-31,150.12059020996094
2023-02-01,151.49855041503906
2023-02-02,152.06808471679688
2023-02-03,151.2137908935547
2023-02-06,150.0655059814453
2023-02-07,150.10223388671875
2023-02-08,150.295166015625
2023-02-09,148.26498413085938
2023-02-10,148.95396423339844
2023-02-13,149.50515747070312
2023-02-14,148.85293579101562
2023-02-15,146.40020751953125
2023-02-16,145.36219787597656
2023-02-17,148.39691162109375
2023-02-21,146.18563842773438
2023-02-22,145.9821014404297
2023-02-23,145.9358367919922
2023-02-24,144.30743408203125
2023-02-27,143.99282836914062
2023-02-28,141.80006408691406
2023-03-01,141.16168212890625
2023-03-02,141.05062866210938
2023-03-03,142.50323486328125
2023-03-06,143.92807006835938
2023-03-07,142.56800842285156
2023-03-08,141.52252197265625
2023-03-09,139.93113708496094
2023-03-10,140.27342224121094
2023-03-13,141.614990234375
2023-03-14,142.4107208251953
2023-03-15,142.80853271484375
2023-03-16,142.51246643066406
2023-03-17,140.98587036132812
2023-03-20,142.38294982910156
2023-03-21,142.38294982910156
2023-03-22,139.7553253173828
2023-03-23,139.829345703125
2023-03-24,141.2356719970703
2023-03-27,141.83706665039062
2023-03-28,140.46775817871094
2023-03-29,141.84632873535156
2023-03-30,141.95736694335938
2023-03-31,143.4099578857422
2023-04-03,145.12161254882812
2023-04-04,146.6389923095703
2023-04-05,153.22659301757812
2023-04-06,152.8009796142578
2023-04-10,152.03305053710938
2023-04-11,151.98680114746094
2023-04-12,151.66297912597656
2023-04-13,153.68922424316406
2023-04-14,153.43939208984375
2023-04-17,153.28208923339844
2023-04-18,148.97056579589844
2023-04-19,150.3769073486328
2023-04-20,151.348388671875
2023-04-21,150.52493286132812
2023-04-24,151.44090270996094
2023-04-25,152.8287353515625
2023-04-26,150.4601593017578
2023-04-27,150.81175231933594
2023-04-28,151.45941162109375
2023-05-01,151.36688232421875
2023-05-02,152.68997192382812
2023-05-03,150.6914825439453
2023-05-04,150.0068359375
2023-05-05,150.5156707763672
2023-05-08,150.17337036132812
2023-05-09,149.007568359375
2023-05-10,149.56271362304688
2023-05-11,148.95205688476562
2023-05-12,148.7577362060547
2023-05-15,147.61973571777344
2023-05-16,147.42543029785156
2023-05-17,147.1016387939453
2023-05-18,146.6297149658203
2023-05-19,147.02760314941406
2023-05-22,146.23521423339844
2023-05-23,146.17929077148438
2023-05-24,146.03945922851562
2023-05-25,143.9419708251953
2023-05-26,143.88604736328125
2023-05-30,143.9046630859375
2023-05-31,144.5479278564453
2023-06-01,144.0631561279297
2023-06-02,146.32843017578125
2023-06-05,147.58688354492188
2023-06-06,147.45640563964844
2023-06-07,147.7733612060547
2023-06-08,149.39540100097656
2023-06-09,149.16233825683594
2023-06-12,149.05978393554688
2023-06-13,149.8428192138672
2023-06-14,150.6072540283203
2023-06-15,152.63015747070312
2023-06-16,153.0962677001953
2023-06-20,153.00302124023438
2023-06-21,152.76998901367188
2023-06-22,154.39198303222656
2023-06-23,154.26148986816406
2023-06-26,152.53692626953125
2023-06-27,152.21995544433594
2023-06-28,151.912353515625
2023-06-29,152.97506713867188
2023-06-30,154.29879760742188
2023-07-03,152.27589416503906
2023-07-05,151.7725067138672
2023-07-06,150.64453125
2023-07-07,148.453857421875
2023-07-10,148.6962127685547
2023-07-11,147.87588500976562
2023-07-12,147.36318969726562
2023-07-13,148.04367065429688
2023-07-14,149.0318145751953
2023-07-17,148.2860870361328
2023-07-18,148.2767333984375
2023-07-19,147.97845458984375
2023-07-20,156.96490478515625
2023-07-21,158.6522216796875
2023-07-24,159.4818572998047
2023-07-25,160.70306396484375
2023-07-26,161.01068115234375
2023-07-27,161.91493225097656
2023-07-28,162.6513671875
2023-07-31,156.17254638671875
2023-08-01,157.44032287597656
2023-08-02,158.3911590576172
2023-08-03,159.07168579101562
2023-08-04,157.5801544189453
2023-08-07,161.36492919921875
2023-08-08,161.43946838378906
2023-08-09,161.3369598388672
2023-08-10,160.49794006347656
2023-08-11,162.06407165527344
2023-08-14,161.68186950683594
2023-08-15,161.21575927734375
2023-08-16,160.70306396484375
2023-08-17,162.21322631835938
2023-08-18,160.79627990722656
2023-08-21,156.00474548339844
2023-08-22,154.76490783691406
2023-08-23,153.3759002685547
2023-08-24,153.89793395996094
2023-08-25,156.10452270507812
2023-08-28,154.26416015625
2023-08-29,154.2829132080078
2023-08-30,153.73831176757812
2023-08-31,151.8134002685547
2023-09-01,150.68663024902344
2023-09-05,150.87442016601562
2023-09-06,148.3673858642578
2023-09-07,150.2641143798828
2023-09-08,150.7617950439453
2023-09-11,152.73361206054688
2023-09-12,153.59747314453125
2023-09-13,153.9824676513672
2023-09-14,153.74771118164062
2023-09-15,151.5974578857422
2023-09-18,152.55519104003906
2023-09-19,152.30166625976562
2023-09-20,152.96835327148438
