date,ENPH
2020-06-23,45.4900016784668
2020-06-24,46.68000030517578
2020-06-25,45.79999923706055
2020-06-26,45.29999923706055
2020-06-29,47.45000076293945
2020-06-30,47.56999969482422
2020-07-01,49.060001373291016
2020-07-02,48.86000061035156
2020-07-06,50.15999984741211
2020-07-07,50.63999938964844
2020-07-08,54.93000030517578
2020-07-09,55.790000915527344
2020-07-10,55.43000030517578
2020-07-13,52.31999969482422
2020-07-14,55.880001068115234
2020-07-15,57.95000076293945
2020-07-16,57.7400016784668
2020-07-17,59.310001373291016
2020-07-20,63.540000915527344
2020-07-21,61.099998474121094
2020-07-22,62.08000183105469
2020-07-23,61.66999816894531
2020-07-24,59.650001525878906
2020-07-27,62.220001220703125
2020-07-28,57.22999954223633
2020-07-29,59.119998931884766
2020-07-30,59.13999938964844
2020-07-31,60.36000061035156
2020-08-03,61.209999084472656
2020-08-04,68.94999694824219
2020-08-05,74.98999786376953
2020-08-06,71.37000274658203
2020-08-07,72.83999633789062
2020-08-10,71.83999633789062
2020-08-11,67.30000305175781
2020-08-12,71.19000244140625
2020-08-13,74.87999725341797
2020-08-14,73.16000366210938
2020-08-17,75.05999755859375
2020-08-18,75.16000366210938
2020-08-19,75.48999786376953
2020-08-20,73.08999633789062
2020-08-21,73.13999938964844
2020-08-24,73.36000061035156
2020-08-25,75.93000030517578
2020-08-26,75.23999786376953
2020-08-27,73.44000244140625
2020-08-28,76.04000091552734
2020-08-31,77.2300033569336
2020-09-01,78.70999908447266
2020-09-02,77.0199966430664
2020-09-03,67.80000305175781
2020-09-04,66.16000366210938
2020-09-08,65.05000305175781
2020-09-09,67.70999908447266
2020-09-10,66.0999984741211
2020-09-11,65.0999984741211
2020-09-14,69.48999786376953
2020-09-15,72.16000366210938
2020-09-16,72.83000183105469
2020-09-17,66.87000274658203
2020-09-18,68.2699966430664
2020-09-21,70.72000122070312
2020-09-22,72.2300033569336
2020-09-23,70.2699966430664
2020-09-24,69.41000366210938
2020-09-25,73.62000274658203
2020-09-28,78.13999938964844
2020-09-29,80.80000305175781
2020-09-30,82.58999633789062
2020-10-01,89.51000213623047
2020-10-02,90.43000030517578
2020-10-05,98.05000305175781
2020-10-06,98.56999969482422
2020-10-07,107.81999969482422
2020-10-08,105.5
2020-10-09,109.18000030517578
2020-10-12,104.43000030517578
2020-10-13,106.6500015258789
2020-10-14,108.97000122070312
2020-10-15,110.70999908447266
2020-10-16,110.83999633789062
2020-10-19,114.69000244140625
2020-10-20,116.13999938964844
2020-10-21,101.52999877929688
2020-10-22,103.45999908447266
2020-10-23,103.33000183105469
2020-10-26,103.66999816894531
2020-10-27,98.62999725341797
2020-10-28,102.80999755859375
2020-10-29,102.51000213623047
2020-10-30,98.08999633789062
2020-11-02,103.83000183105469
2020-11-03,104.75
2020-11-04,106.19000244140625
2020-11-05,120.26000213623047
2020-11-06,122.52999877929688
2020-11-09,117.08000183105469
2020-11-10,109.38999938964844
2020-11-11,120.43000030517578
2020-11-12,117.20999908447266
2020-11-13,116.58999633789062
2020-11-16,119.93000030517578
2020-11-17,125.12000274658203
2020-11-18,124.91999816894531
2020-11-19,128.88999938964844
2020-11-20,129.58999633789062
2020-11-23,134.42999267578125
2020-11-24,136.02000427246094
2020-11-25,139.07000732421875
2020-11-27,140.55999755859375
2020-11-30,136.57000732421875
2020-12-01,128.85000610351562
2020-12-02,127.93000030517578
2020-12-03,127.66999816894531
2020-12-04,130.4600067138672
2020-12-07,129.32000732421875
2020-12-08,134.74000549316406
2020-12-09,127.26000213623047
2020-12-10,131.2100067138672
2020-12-11,139.91000366210938
2020-12-14,145.07000732421875
2020-12-15,160.4600067138672
2020-12-16,163.30999755859375
2020-12-17,163.52000427246094
2020-12-18,164.41000366210938
2020-12-21,170.77999877929688
2020-12-22,177.27000427246094
2020-12-23,180.32000732421875
2020-12-24,181.38999938964844
2020-12-28,175.49000549316406
2020-12-29,170.1999969482422
2020-12-30,172.92999267578125
2020-12-31,175.47000122070312
2021-01-04,172.24000549316406
2021-01-05,181.47999572753906
2021-01-06,203.3800048828125
2021-01-07,213.75999450683594
2021-01-08,207.41000366210938
2021-01-11,201.67999267578125
2021-01-12,206.49000549316406
2021-01-13,203.69000244140625
2021-01-14,208.8300018310547
2021-01-15,190.58999633789062
2021-01-19,201.27999877929688
2021-01-20,199.39999389648438
2021-01-21,212.08999633789062
2021-01-22,212.07000732421875
2021-01-25,202.72999572753906
2021-01-26,187.33999633789062
2021-01-27,179.02000427246094
2021-01-28,193.74000549316406
2021-01-29,182.35000610351562
2021-02-01,186.33999633789062
2021-02-02,192.6300048828125
2021-02-03,196.33999633789062
2021-02-04,195.6300048828125
2021-02-05,193.1999969482422
2021-02-08,197.8699951171875
2021-02-09,200.10000610351562
2021-02-10,202.07000732421875
2021-02-11,199.0800018310547
2021-02-12,206.50999450683594
2021-02-16,193.5
2021-02-17,189.33999633789062
2021-02-18,180.83999633789062
2021-02-19,189.74000549316406
2021-02-22,167.86000061035156
2021-02-23,170.88999938964844
2021-02-24,180.8699951171875
2021-02-25,167.3699951171875
2021-02-26,176.05999755859375
2021-03-01,186.4499969482422
2021-03-02,171.69000244140625
2021-03-03,161.1199951171875
2021-03-04,149.8800048828125
2021-03-05,143.5500030517578
2021-03-08,132.05999755859375
2021-03-09,148.6999969482422
2021-03-10,152.42999267578125
2021-03-11,165.33999633789062
2021-03-12,164.7100067138672
2021-03-15,174.16000366210938
2021-03-16,166.30999755859375
2021-03-17,163.82000732421875
2021-03-18,148.47999572753906
2021-03-19,154.9499969482422
2021-03-22,161.11000061035156
2021-03-23,155.97000122070312
2021-03-24,147.97999572753906
2021-03-25,148.47999572753906
2021-03-26,152.07000732421875
2021-03-29,142.13999938964844
2021-03-30,150.60000610351562
2021-03-31,162.16000366210938
2021-04-01,162.69000244140625
2021-04-05,149.4199981689453
2021-04-06,157.9199981689453
2021-04-07,150.00999450683594
2021-04-08,153.1300048828125
2021-04-09,151.35000610351562
2021-04-12,151.8699951171875
2021-04-13,153.08999633789062
2021-04-14,151.91000366210938
2021-04-15,145.7899932861328
2021-04-16,150.00999450683594
2021-04-19,141.13999938964844
2021-04-20,147.0
2021-04-21,155.0800018310547
2021-04-22,160.8800048828125
2021-04-23,166.97000122070312
2021-04-26,172.64999389648438
2021-04-27,171.10000610351562
2021-04-28,146.91000366210938
2021-04-29,143.39999389648438
2021-04-30,139.25
2021-05-03,136.41000366210938
2021-05-04,127.83000183105469
2021-05-05,126.87999725341797
2021-05-06,121.94000244140625
2021-05-07,122.95999908447266
2021-05-10,118.12000274658203
2021-05-11,121.41999816894531
2021-05-12,117.16999816894531
2021-05-13,114.61000061035156
2021-05-14,119.77999877929688
2021-05-17,118.41999816894531
2021-05-18,122.51000213623047
2021-05-19,130.6699981689453
2021-05-20,141.82000732421875
2021-05-21,142.27999877929688
2021-05-24,140.8699951171875
2021-05-25,138.52999877929688
2021-05-26,143.0399932861328
2021-05-27,142.30999755859375
2021-05-28,143.0500030517578
2021-06-01,139.44000244140625
2021-06-02,139.1699981689453
2021-06-03,134.1300048828125
2021-06-04,134.6999969482422
2021-06-07,137.47000122070312
2021-06-08,139.14999389648438
2021-06-09,136.97000122070312
2021-06-10,143.5
2021-06-11,147.1300048828125
2021-06-14,147.64999389648438
2021-06-15,144.9199981689453
2021-06-16,152.02000427246094
2021-06-17,161.99000549316406
2021-06-18,165.85000610351562
2021-06-21,163.0800018310547
2021-06-22,167.3000030517578
2021-06-23,170.24000549316406
2021-06-24,170.77000427246094
2021-06-25,175.38999938964844
2021-06-28,188.3300018310547
2021-06-29,185.7100067138672
2021-06-30,183.6300048828125
2021-07-01,183.11000061035156
2021-07-02,186.41000366210938
2021-07-06,188.80999755859375
2021-07-07,181.8300018310547
2021-07-08,179.72000122070312
2021-07-09,183.8000030517578
2021-07-12,185.72000122070312
2021-07-13,184.05999755859375
2021-07-14,170.7899932861328
2021-07-15,165.2899932861328
2021-07-16,163.4499969482422
2021-07-19,165.27999877929688
2021-07-20,172.08999633789062
2021-07-21,179.7899932861328
2021-07-22,178.94000244140625
2021-07-23,178.17999267578125
2021-07-26,176.67999267578125
2021-07-27,172.86000061035156
2021-07-28,181.4199981689453
2021-07-29,182.05999755859375
2021-07-30,189.60000610351562
2021-08-02,183.11000061035156
2021-08-03,192.6199951171875
2021-08-04,193.92999267578125
2021-08-05,183.4499969482422
2021-08-06,179.74000549316406
2021-08-09,185.55999755859375
2021-08-10,184.08999633789062
2021-08-11,182.2899932861328
2021-08-12,181.2899932861328
2021-08-13,175.0
2021-08-16,167.5399932861328
2021-08-17,163.47999572753906
2021-08-18,162.47000122070312
2021-08-19,162.88999938964844
2021-08-20,165.99000549316406
2021-08-23,172.24000549316406
2021-08-24,172.9199981689453
2021-08-25,172.91000366210938
2021-08-26,172.42999267578125
2021-08-27,174.99000549316406
2021-08-30,177.77999877929688
2021-08-31,173.72999572753906
2021-09-01,176.42999267578125
2021-09-02,176.88999938964844
2021-09-03,173.94000244140625
2021-09-07,168.72999572753906
2021-09-08,163.3800048828125
2021-09-09,161.36000061035156
2021-09-10,158.22000122070312
2021-09-13,160.08999633789062
2021-09-14,157.9499969482422
2021-09-15,155.52999877929688
2021-09-16,156.7899932861328
2021-09-17,160.88999938964844
2021-09-20,152.44000244140625
2021-09-21,154.2899932861328
2021-09-22,158.2100067138672
2021-09-23,158.32000732421875
2021-09-24,153.66000366210938
2021-09-27,155.05999755859375
2021-09-28,150.7100067138672
2021-09-29,148.39999389648438
2021-09-30,149.97000122070312
2021-10-01,155.36000061035156
2021-10-04,145.02999877929688
2021-10-05,147.41000366210938
2021-10-06,153.5800018310547
2021-10-07,157.22999572753906
2021-10-08,154.36000061035156
2021-10-11,161.25999450683594
2021-10-12,169.83999633789062
2021-10-13,173.2100067138672
2021-10-14,173.77999877929688
2021-10-15,172.9199981689453
2021-10-18,179.97000122070312
2021-10-19,187.05999755859375
2021-10-20,180.10000610351562
2021-10-21,179.8000030517578
2021-10-22,176.6999969482422
2021-10-25,179.42999267578125
2021-10-26,173.4600067138672
2021-10-27,216.22000122070312
2021-10-28,224.4600067138672
2021-10-29,231.6300048828125
2021-11-01,239.52999877929688
2021-11-02,237.61000061035156
2021-11-03,236.5800018310547
2021-11-04,242.60000610351562
2021-11-05,237.89999389648438
2021-11-08,241.6199951171875
2021-11-09,239.38999938964844
2021-11-10,231.47999572753906
2021-11-11,250.49000549316406
2021-11-12,251.6199951171875
2021-11-15,244.7100067138672
2021-11-16,251.58999633789062
2021-11-17,254.86000061035156
2021-11-18,254.47999572753906
2021-11-19,267.739990234375
2021-11-22,261.1199951171875
2021-11-23,250.5
2021-11-24,255.10000610351562
2021-11-26,247.4199981689453
2021-11-29,256.7099914550781
2021-11-30,250.0
2021-12-01,236.86000061035156
2021-12-02,235.0
2021-12-03,217.10000610351562
2021-12-06,212.94000244140625
2021-12-07,222.55999755859375
2021-12-08,225.61000061035156
2021-12-09,216.35000610351562
2021-12-10,215.02000427246094
2021-12-13,213.52000427246094
2021-12-14,202.32000732421875
2021-12-15,204.0399932861328
2021-12-16,190.85000610351562
2021-12-17,189.11000061035156
2021-12-20,178.72999572753906
2021-12-21,189.0
2021-12-22,189.3300018310547
2021-12-23,188.1699981689453
2021-12-27,188.69000244140625
2021-12-28,186.7899932861328
2021-12-29,185.47000122070312
2021-12-30,186.41000366210938
2021-12-31,182.94000244140625
2022-01-03,184.4499969482422
2022-01-04,178.27999877929688
2022-01-05,157.1999969482422
2022-01-06,151.49000549316406
2022-01-07,145.1300048828125
2022-01-10,147.1300048828125
2022-01-11,148.50999450683594
2022-01-12,149.27999877929688
2022-01-13,143.49000549316406
2022-01-14,142.83999633789062
2022-01-18,135.9199981689453
2022-01-19,134.5800018310547
2022-01-20,134.69000244140625
2022-01-21,126.0199966430664
2022-01-24,128.10000610351562
2022-01-25,122.6500015258789
2022-01-26,121.75
2022-01-27,119.97000122070312
2022-01-28,123.86000061035156
2022-01-31,140.47000122070312
2022-02-01,142.6699981689453
2022-02-02,139.50999450683594
2022-02-03,132.91000366210938
2022-02-04,141.22999572753906
2022-02-07,140.77000427246094
2022-02-08,144.5
2022-02-09,161.88999938964844
2022-02-10,154.63999938964844
2022-02-11,145.69000244140625
2022-02-14,143.92999267578125
2022-02-15,154.2899932861328
2022-02-16,154.02999877929688
2022-02-17,148.3699951171875
2022-02-18,140.35000610351562
2022-02-22,133.02999877929688
2022-02-23,126.55999755859375
2022-02-24,147.35000610351562
2022-02-25,153.72999572753906
2022-02-28,166.6999969482422
2022-03-01,170.60000610351562
2022-03-02,163.88999938964844
2022-03-03,159.02999877929688
2022-03-04,158.14999389648438
2022-03-07,158.80999755859375
2022-03-08,175.99000549316406
2022-03-09,179.8699951171875
2022-03-10,178.72000122070312
2022-03-11,171.07000732421875
2022-03-14,157.63999938964844
2022-03-15,164.63999938964844
2022-03-16,177.2100067138672
2022-03-17,180.85000610351562
2022-03-18,184.52000427246094
2022-03-21,185.4499969482422
2022-03-22,189.25
2022-03-23,190.19000244140625
2022-03-24,197.83999633789062
2022-03-25,193.80999755859375
2022-03-28,195.52000427246094
2022-03-29,202.36000061035156
2022-03-30,196.64999389648438
2022-03-31,201.77999877929688
2022-04-01,205.88999938964844
2022-04-04,216.3800048828125
2022-04-05,211.22999572753906
2022-04-06,203.99000549316406
2022-04-07,206.9499969482422
2022-04-08,195.13999938964844
2022-04-11,187.8800048828125
2022-04-12,185.9499969482422
2022-04-13,193.22999572753906
2022-04-14,190.50999450683594
2022-04-18,190.02999877929688
2022-04-19,195.60000610351562
2022-04-20,178.52999877929688
2022-04-21,156.55999755859375
2022-04-22,153.6300048828125
2022-04-25,157.60000610351562
2022-04-26,153.8300018310547
2022-04-27,165.7100067138672
2022-04-28,164.47000122070312
2022-04-29,161.39999389648438
2022-05-02,168.3300018310547
2022-05-03,174.52999877929688
2022-05-04,191.94000244140625
2022-05-05,181.13999938964844
2022-05-06,165.88999938964844
2022-05-09,150.50999450683594
2022-05-10,151.64999389648438
2022-05-11,137.5500030517578
2022-05-12,140.94000244140625
2022-05-13,157.7899932861328
2022-05-16,151.02999877929688
2022-05-17,158.11000061035156
2022-05-18,156.1699981689453
2022-05-19,165.5399932861328
2022-05-20,168.25
2022-05-23,169.5500030517578
2022-05-24,162.50999450683594
2022-05-25,169.27999877929688
2022-05-26,178.77999877929688
2022-05-27,188.9499969482422
2022-05-31,186.19000244140625
2022-06-01,182.49000549316406
2022-06-02,198.92999267578125
2022-06-03,196.33999633789062
2022-06-06,206.97000122070312
2022-06-07,209.6300048828125
2022-06-08,204.77000427246094
2022-06-09,200.50999450683594
2022-06-10,196.19000244140625
2022-06-13,178.24000549316406
2022-06-14,179.52000427246094
2022-06-15,188.47999572753906
2022-06-16,169.60000610351562
2022-06-17,184.75
2022-06-21,193.2899932861328
2022-06-22,193.42999267578125
2022-06-23,200.6699981689453
2022-06-24,198.38999938964844
2022-06-27,206.1699981689453
2022-06-28,190.64999389648438
2022-06-29,184.63999938964844
2022-06-30,195.24000549316406
2022-07-01,195.72000122070312
2022-07-05,192.58999633789062
2022-07-06,194.92999267578125
2022-07-07,206.83999633789062
2022-07-08,216.4499969482422
2022-07-11,206.05999755859375
2022-07-12,189.47000122070312
2022-07-13,192.6300048828125
2022-07-14,196.9199981689453
2022-07-15,194.91000366210938
2022-07-18,206.42999267578125
2022-07-19,213.33999633789062
2022-07-20,218.8300018310547
2022-07-21,219.77999877929688
2022-07-22,211.5399932861328
2022-07-25,218.5500030517578
2022-07-26,216.10000610351562
2022-07-27,254.77000427246094
2022-07-28,274.17999267578125
2022-07-29,284.17999267578125
2022-08-01,280.8900146484375
2022-08-02,292.260009765625
2022-08-03,290.25
2022-08-04,295.82000732421875
2022-08-05,300.9100036621094
2022-08-08,287.739990234375
2022-08-09,290.82000732421875
2022-08-10,303.25
2022-08-11,292.8999938964844
2022-08-12,299.260009765625
2022-08-15,301.1300048828125
2022-08-16,292.94000244140625
2022-08-17,293.1300048828125
2022-08-18,294.0
2022-08-19,283.70001220703125
2022-08-22,280.760009765625
2022-08-23,285.4100036621094
2022-08-24,293.0899963378906
2022-08-25,299.80999755859375
2022-08-26,288.5899963378906
2022-08-29,284.82000732421875
2022-08-30,285.7699890136719
2022-08-31,286.44000244140625
2022-09-01,281.8599853515625
2022-09-02,279.07000732421875
2022-09-06,292.82000732421875
2022-09-07,316.30999755859375
2022-09-08,317.4100036621094
2022-09-09,305.70001220703125
2022-09-12,308.92999267578125
2022-09-13,305.5
2022-09-14,320.6199951171875
2022-09-15,312.17999267578125
2022-09-16,318.010009765625
2022-09-19,316.2300109863281
2022-09-20,304.7099914550781
2022-09-21,304.55999755859375
2022-09-22,283.6300048828125
2022-09-23,279.489990234375
2022-09-26,274.9200134277344
2022-09-27,284.80999755859375
2022-09-28,292.30999755859375
2022-09-29,277.8399963378906
2022-09-30,277.4700012207031
2022-10-03,286.6099853515625
2022-10-04,288.25
2022-10-05,261.6000061035156
2022-10-06,257.45001220703125
2022-10-07,255.14999389648438
2022-10-10,258.17999267578125
2022-10-11,255.8000030517578
2022-10-12,248.1300048828125
2022-10-13,248.6999969482422
2022-10-14,237.8699951171875
2022-10-17,242.2899932861328
2022-10-18,251.4199981689453
2022-10-19,243.19000244140625
2022-10-20,244.2899932861328
2022-10-21,252.0
2022-10-24,253.3000030517578
2022-10-25,265.5899963378906
2022-10-26,291.8699951171875
2022-10-27,306.0799865722656
2022-10-28,305.25
2022-10-31,307.0
2022-11-01,299.4800109863281
2022-11-02,289.5
2022-11-03,296.1099853515625
2022-11-04,282.44000244140625
2022-11-07,268.8299865722656
2022-11-08,280.07000732421875
2022-11-09,284.75
2022-11-10,309.25
2022-11-11,292.010009765625
2022-11-14,297.94000244140625
2022-11-15,300.7300109863281
2022-11-16,305.17999267578125
2022-11-17,312.9599914550781
2022-11-18,311.94000244140625
2022-11-21,308.1000061035156
2022-11-22,320.44000244140625
2022-11-23,315.7799987792969
2022-11-25,319.4200134277344
2022-11-28,312.2099914550781
2022-11-29,303.3900146484375
2022-11-30,320.5899963378906
2022-12-01,314.0
2022-12-02,336.0
2022-12-05,335.82000732421875
2022-12-06,309.7300109863281
2022-12-07,317.04998779296875
2022-12-08,319.8699951171875
2022-12-09,319.54998779296875
2022-12-12,320.8599853515625
2022-12-13,325.989990234375
2022-12-14,332.79998779296875
2022-12-15,314.05999755859375
2022-12-16,303.3900146484375
2022-12-19,305.010009765625
2022-12-20,302.07000732421875
2022-12-21,317.1000061035156
2022-12-22,298.8699951171875
2022-12-23,293.95001220703125
2022-12-27,274.5400085449219
2022-12-28,267.3800048828125
2022-12-29,265.489990234375
2022-12-30,264.9599914550781
2023-01-03,253.30999755859375
2023-01-04,251.63999938964844
2023-01-05,240.3699951171875
2023-01-06,233.64999389648438
2023-01-09,227.94000244140625
2023-01-10,229.8300018310547
2023-01-11,238.82000732421875
2023-01-12,241.72000122070312
2023-01-13,245.8300018310547
2023-01-17,251.05999755859375
2023-01-18,250.30999755859375
2023-01-19,222.97000122070312
2023-01-20,222.5399932861328
2023-01-23,228.44000244140625
2023-01-24,219.47000122070312
2023-01-25,210.32000732421875
2023-01-26,208.02000427246094
2023-01-27,210.08999633789062
2023-01-30,212.22000122070312
2023-01-31,221.3800048828125
2023-02-01,227.13999938964844
2023-02-02,227.6999969482422
2023-02-03,222.92999267578125
2023-02-06,222.99000549316406
2023-02-07,228.4600067138672
2023-02-08,218.8699951171875
2023-02-09,209.60000610351562
2023-02-10,212.07000732421875
2023-02-13,212.57000732421875
2023-02-14,208.35000610351562
2023-02-15,217.8699951171875
2023-02-16,202.8000030517578
2023-02-17,204.99000549316406
2023-02-21,201.64999389648438
2023-02-22,203.57000732421875
2023-02-23,204.7100067138672
2023-02-24,198.9600067138672
2023-02-27,210.77999877929688
2023-02-28,210.52999877929688
2023-03-01,212.9499969482422
2023-03-02,211.55999755859375
2023-03-03,217.16000366210938
2023-03-06,225.35000610351562
2023-03-07,224.2100067138672
2023-03-08,218.30999755859375
2023-03-09,215.85000610351562
2023-03-10,210.22000122070312
2023-03-13,211.52999877929688
2023-03-14,213.00999450683594
2023-03-15,205.75999450683594
2023-03-16,201.10000610351562
2023-03-17,183.63999938964844
2023-03-20,192.50999450683594
2023-03-21,207.6300048828125
2023-03-22,202.14999389648438
2023-03-23,204.66000366210938
2023-03-24,195.99000549316406
2023-03-27,195.8300018310547
2023-03-28,193.52000427246094
2023-03-29,203.9499969482422
2023-03-30,205.27000427246094
2023-03-31,210.27999877929688
2023-04-03,202.60000610351562
2023-04-04,202.5399932861328
2023-04-05,193.6699981689453
2023-04-06,191.0
2023-04-10,195.8000030517578
2023-04-11,196.8800048828125
2023-04-12,196.02999877929688
2023-04-13,209.69000244140625
2023-04-14,208.89999389648438
2023-04-17,224.9199981689453
2023-04-18,227.8699951171875
2023-04-19,224.27000427246094
2023-04-20,224.7899932861328
2023-04-21,223.61000061035156
2023-04-24,224.60000610351562
2023-04-25,220.60000610351562
2023-04-26,163.8300018310547
2023-04-27,164.17999267578125
2023-04-28,164.1999969482422
2023-05-01,160.58999633789062
2023-05-02,152.8800048828125
2023-05-03,155.4199981689453
2023-05-04,155.4199981689453
2023-05-05,159.64999389648438
2023-05-08,163.2899932861328
2023-05-09,157.8300018310547
2023-05-10,161.4199981689453
2023-05-11,160.7899932861328
2023-05-12,167.5500030517578
2023-05-15,168.7100067138672
2023-05-16,160.9600067138672
2023-05-17,163.72999572753906
2023-05-18,163.72000122070312
2023-05-19,162.3699951171875
2023-05-22,164.64999389648438
2023-05-23,162.8300018310547
2023-05-24,164.0500030517578
2023-05-25,164.58999633789062
2023-05-26,165.1999969482422
2023-05-30,174.1199951171875
2023-05-31,173.8800048828125
2023-06-01,181.47000122070312
2023-06-02,181.86000061035156
2023-06-05,182.72999572753906
2023-06-06,182.61000061035156
2023-06-07,182.08999633789062
2023-06-08,181.39999389648438
2023-06-09,174.5800018310547
2023-06-12,176.88999938964844
2023-06-13,179.66000366210938
2023-06-14,179.1999969482422
2023-06-15,180.50999450683594
2023-06-16,181.80999755859375
2023-06-20,171.99000549316406
2023-06-21,167.99000549316406
2023-06-22,162.52999877929688
2023-06-23,158.69000244140625
2023-06-26,159.2100067138672
2023-06-27,161.02999877929688
2023-06-28,161.4199981689453
2023-06-29,158.77000427246094
2023-06-30,167.47999572753906
2023-07-03,169.5500030517578
2023-07-05,165.33999633789062
2023-07-06,161.3800048828125
2023-07-07,166.1699981689453
2023-07-10,175.47000122070312
2023-07-11,173.77999877929688
2023-07-12,182.8000030517578
2023-07-13,182.63999938964844
2023-07-14,177.94000244140625
2023-07-17,189.6699981689453
2023-07-18,184.0500030517578
2023-07-19,185.49000549316406
2023-07-20,175.9199981689453
2023-07-21,177.47999572753906
2023-07-24,177.80999755859375
2023-07-25,179.47000122070312
2023-07-26,173.36000061035156
2023-07-27,166.8000030517578
2023-07-28,154.3300018310547
2023-07-31,151.8300018310547
2023-08-01,150.32000732421875
2023-08-02,140.69000244140625
2023-08-03,140.36000061035156
2023-08-04,140.0
2023-08-07,135.4499969482422
2023-08-08,135.77000427246094
2023-08-09,138.4600067138672
2023-08-10,136.4600067138672
2023-08-11,135.1999969482422
2023-08-14,138.58999633789062
2023-08-15,134.55999755859375
2023-08-16,132.8800048828125
2023-08-17,131.44000244140625
2023-08-18,130.33999633789062
2023-08-21,130.16000366210938
2023-08-22,128.32000732421875
2023-08-23,130.36000061035156
2023-08-24,122.33999633789062
2023-08-25,124.08999633789062
2023-08-28,125.30000305175781
2023-08-29,129.0500030517578
2023-08-30,128.11000061035156
2023-08-31,126.52999877929688
2023-09-01,128.72999572753906
2023-09-05,127.7699966430664
2023-09-06,123.02999877929688
2023-09-07,122.2300033569336
2023-09-08,120.2300033569336
2023-09-11,122.19000244140625
2023-09-12,123.3499984741211
2023-09-13,119.5999984741211
2023-09-14,122.30999755859375
2023-09-15,120.30000305175781
2023-09-18,117.16000366210938
2023-09-19,122.08999633789062
2023-09-20,123.97000122070312
2023-09-21,124.8499984741211
2023-09-22,119.91999816894531
2023-09-25,121.0999984741211
2023-09-26,119.1500015258789
2023-09-27,120.11000061035156
2023-09-28,120.0199966430664
2023-09-29,120.1500015258789
