date,MSFT
2020-08-12,200.09303283691406
2020-08-13,199.62429809570312
2020-08-14,199.81561279296875
2020-08-17,201.1355743408203
2020-08-18,202.29295349121094
2020-08-19,201.06568908691406
2020-08-20,205.74476623535156
2020-08-21,204.24900817871094
2020-08-24,204.89137268066406
2020-08-25,207.55694580078125
2020-08-26,212.04421997070312
2020-08-27,217.25062561035156
2020-08-28,219.48472595214844
2020-08-31,216.24392700195312
2020-09-01,217.91224670410156
2020-09-02,222.1119384765625
2020-09-03,208.35279846191406
2020-09-04,205.42832946777344
2020-09-08,194.3155517578125
2020-09-09,202.59022521972656
2020-09-10,196.9139404296875
2020-09-11,195.62908935546875
2020-09-14,196.9523468017578
2020-09-15,200.18357849121094
2020-09-16,196.60716247558594
2020-09-17,194.55526733398438
2020-09-18,192.1389923095703
2020-09-21,194.20050048828125
2020-09-22,198.8795623779297
2020-09-23,192.33082580566406
2020-09-24,194.82374572753906
2020-09-25,199.2631378173828
2020-09-28,200.81637573242188
2020-09-29,198.72618103027344
2020-09-30,201.66976928710938
2020-10-01,203.71206665039062
2020-10-02,197.70022583007812
2020-10-05,201.7176971435547
2020-10-06,197.43173217773438
2020-10-07,201.19033813476562
2020-10-08,201.90945434570312
2020-10-09,206.92416381835938
2020-10-12,212.28392028808594
2020-10-13,213.68386840820312
2020-10-14,211.7661895751953
2020-10-15,210.61557006835938
2020-10-16,210.61557006835938
2020-10-19,205.39959716796875
2020-10-20,205.81185913085938
2020-10-21,205.95567321777344
2020-10-22,206.0419921875
2020-10-23,207.3267822265625
2020-10-26,201.43002319335938
2020-10-27,204.46954345703125
2020-10-28,194.33470153808594
2020-10-29,196.290771484375
2020-10-30,194.1333770751953
2020-11-02,193.99913024902344
2020-11-03,197.93032836914062
2020-11-04,207.48023986816406
2020-11-05,214.09613037109375
2020-11-06,214.5084228515625
2020-11-09,209.3978729248047
2020-11-10,202.32171630859375
2020-11-11,207.6336212158203
2020-11-12,206.56936645507812
2020-11-13,207.59527587890625
2020-11-16,208.28561401367188
2020-11-17,205.62969970703125
2020-11-18,202.91868591308594
2020-11-19,204.2069091796875
2020-11-20,202.25538635253906
2020-11-23,201.98626708984375
2020-11-24,205.5912322998047
2020-11-25,205.60086059570312
2020-11-27,206.90826416015625
2020-11-30,205.7931365966797
2020-12-01,207.85037231445312
2020-12-02,207.04281616210938
2020-12-03,205.95655822753906
2020-12-04,206.0718994140625
2020-12-07,206.00460815429688
2020-12-08,207.65809631347656
2020-12-09,203.61087036132812
2020-12-10,202.38035583496094
2020-12-11,205.014404296875
2020-12-14,205.9180908203125
2020-12-15,205.850830078125
2020-12-16,210.80166625976562
2020-12-17,210.93626403808594
2020-12-18,210.1383514404297
2020-12-21,213.98373413085938
2020-12-22,215.28152465820312
2020-12-23,212.47442626953125
2020-12-24,214.1375274658203
2020-12-28,216.26205444335938
2020-12-29,215.4833526611328
2020-12-30,213.10888671875
2020-12-31,213.8202667236328
2021-01-04,209.2731475830078
2021-01-05,209.47506713867188
2021-01-06,204.04348754882812
2021-01-07,209.84994506835938
2021-01-08,211.12852478027344
2021-01-11,209.0808868408203
2021-01-12,206.61985778808594
2021-01-13,207.975341796875
2021-01-14,204.78375244140625
2021-01-15,204.42803955078125
2021-01-19,208.07147216796875
2021-01-20,215.6660614013672
2021-01-21,216.2716522216797
2021-01-22,217.21376037597656
2021-01-25,220.65538024902344
2021-01-26,223.3471221923828
2021-01-27,223.8950653076172
2021-01-28,229.6919403076172
2021-01-29,222.99143981933594
2021-02-01,230.38409423828125
2021-02-02,230.24951171875
2021-02-03,233.60452270507812
2021-02-04,232.6528778076172
2021-02-05,232.83551025390625
2021-02-08,233.09507751464844
2021-02-09,234.3448028564453
2021-02-10,233.43154907226562
2021-02-11,235.03695678710938
2021-02-12,235.5176239013672
2021-02-16,234.27748107910156
2021-02-17,235.2989044189453
2021-02-18,234.90380859375
2021-02-19,232.18658447265625
2021-02-22,225.96205139160156
2021-02-23,224.76727294921875
2021-02-24,226.00062561035156
2021-02-25,220.64324951171875
2021-02-26,223.9097137451172
2021-03-01,228.3035125732422
2021-03-02,225.3453826904297
2021-03-03,219.26536560058594
2021-03-04,218.46566772460938
2021-03-05,223.15809631347656
2021-03-08,219.10157775878906
2021-03-09,225.2586669921875
2021-03-10,223.9482421875
2021-03-11,228.486572265625
2021-03-12,227.1568603515625
2021-03-15,226.25112915039062
2021-03-16,229.04539489746094
2021-03-17,228.39984130859375
2021-03-18,222.3101806640625
2021-03-19,221.9536895751953
2021-03-22,227.3881072998047
2021-03-23,228.920166015625
2021-03-24,226.87745666503906
2021-03-25,223.8711395263672
2021-03-26,227.86026000976562
2021-03-29,226.6654510498047
2021-03-30,223.39898681640625
2021-03-31,227.1761474609375
2021-04-01,233.5163116455078
2021-04-05,239.99136352539062
2021-04-06,238.82545471191406
2021-04-07,240.79107666015625
2021-04-08,244.01898193359375
2021-04-09,246.52418518066406
2021-04-12,246.58201599121094
2021-04-13,249.0679931640625
2021-04-14,246.27366638183594
2021-04-15,250.04112243652344
2021-04-16,251.2360076904297
2021-04-19,249.30886840820312
2021-04-20,248.8463592529297
2021-04-21,251.081787109375
2021-04-22,247.796142578125
2021-04-23,251.63099670410156
2021-04-26,252.0164337158203
2021-04-27,252.42103576660156
2021-04-28,245.28123474121094
2021-04-29,243.3059539794922
2021-04-30,242.9879608154297
2021-05-03,242.6796417236328
2021-05-04,238.75799560546875
2021-05-05,237.48611450195312
2021-05-06,240.6272430419922
2021-05-07,243.25782775878906
2021-05-10,238.17022705078125
2021-05-11,237.25486755371094
2021-05-12,230.2884063720703
2021-05-13,234.17149353027344
2021-05-14,239.10484313964844
2021-05-17,236.24314880371094
2021-05-18,234.2196807861328
2021-05-19,234.7991485595703
2021-05-20,238.04415893554688
2021-05-21,236.77899169921875
2021-05-24,242.19699096679688
2021-05-25,243.1048126220703
2021-05-26,242.8826904296875
2021-05-27,240.7772674560547
2021-05-28,241.13462829589844
2021-06-01,238.9326629638672
2021-06-02,238.83612060546875
2021-06-03,237.30050659179688
2021-06-04,242.20664978027344
2021-06-07,245.1232452392578
2021-06-08,243.9257354736328
2021-06-09,244.91078186035156
2021-06-10,248.43588256835938
2021-06-11,249.0636444091797
2021-06-14,250.99517822265625
2021-06-15,249.5175018310547
2021-06-16,248.57110595703125
2021-06-17,251.97056579589844
2021-06-18,250.55093383789062
2021-06-21,253.64144897460938
2021-06-22,256.4228820800781
2021-06-23,256.1910705566406
2021-06-24,257.5624694824219
2021-06-25,255.9495849609375
2021-06-28,259.52294921875
2021-06-29,262.1112060546875
2021-06-30,261.6283264160156
2021-07-01,262.3044128417969
2021-07-02,268.1473083496094
2021-07-06,268.15704345703125
2021-07-07,270.34930419921875
2021-07-08,267.92523193359375
2021-07-09,268.4273986816406
2021-07-12,267.8285827636719
2021-07-13,271.36334228515625
2021-07-14,272.841064453125
2021-07-15,271.41162109375
2021-07-16,271.14129638671875
2021-07-19,267.5292053222656
2021-07-20,269.7601623535156
2021-07-21,271.76898193359375
2021-07-22,276.3468322753906
2021-07-23,279.7559509277344
2021-07-26,279.1571350097656
2021-07-27,276.7330627441406
2021-07-28,276.4241027832031
2021-07-29,276.6944885253906
2021-07-30,275.1589050292969
2021-08-02,275.07196044921875
2021-08-03,277.2931823730469
2021-08-04,276.7041320800781
2021-08-05,279.61114501953125
2021-08-06,279.55316162109375
2021-08-09,278.46185302734375
2021-08-10,276.6365051269531
2021-08-11,277.1290588378906
2021-08-12,279.8912048339844
2021-08-13,282.8271789550781
2021-08-16,284.5172424316406
2021-08-17,283.0491943359375
2021-08-18,281.3172302246094
2021-08-19,287.16162109375
2021-08-20,294.505859375
2021-08-23,294.7864990234375
2021-08-24,292.8222961425781
2021-08-25,292.2320556640625
2021-08-26,289.4065246582031
2021-08-27,290.0162048339844
2021-08-30,293.7608337402344
2021-08-31,292.106201171875
2021-09-01,292.0578308105469
2021-09-02,291.39984130859375
2021-09-03,291.3901672363281
2021-09-07,290.46124267578125
2021-09-08,290.4902648925781
2021-09-09,287.62615966796875
2021-09-10,286.13592529296875
2021-09-13,287.3745422363281
2021-09-14,290.08392333984375
2021-09-15,294.9510498046875
2021-09-16,295.3381652832031
2021-09-17,290.1612548828125
2021-09-20,284.7715759277344
2021-09-21,285.2554931640625
2021-09-22,288.9130859375
2021-09-23,289.8612976074219
2021-09-24,289.6580810546875
2021-09-27,284.6459045410156
2021-09-28,274.3406982421875
2021-09-29,274.8051452636719
2021-09-30,272.79241943359375
2021-10-01,279.739990234375
2021-10-04,273.9439392089844
2021-10-05,279.4109802246094
2021-10-06,283.6200866699219
2021-10-07,285.3038635253906
2021-10-08,285.3038635253906
2021-10-11,284.7038879394531
2021-10-12,283.3976135253906
2021-10-13,286.716552734375
2021-10-14,292.94805908203125
2021-10-15,294.36077880859375
2021-10-18,297.3410949707031
2021-10-19,298.2506408691406
2021-10-20,297.4571228027344
2021-10-21,300.69873046875
2021-10-22,299.15045166015625
2021-10-25,298.15386962890625
2021-10-26,300.0696716308594
2021-10-27,312.7069091796875
2021-10-28,313.8487548828125
2021-10-29,320.88330078125
2021-11-01,318.7061767578125
2021-11-02,322.344482421875
2021-11-03,323.1862487792969
2021-11-04,325.5473327636719
2021-11-05,325.1795654296875
2021-11-08,326.0794677734375
2021-11-09,325.0731201171875
2021-11-10,320.0898742675781
2021-11-11,321.6671142578125
2021-11-12,325.8182678222656
2021-11-15,325.1893005371094
2021-11-16,328.51788330078125
2021-11-17,328.7408447265625
2021-11-18,330.8250732421875
2021-11-19,332.6087341308594
2021-11-22,329.4291687011719
2021-11-23,327.344970703125
2021-11-24,327.56787109375
2021-11-26,319.5896911621094
2021-11-29,326.32708740234375
2021-11-30,320.4718933105469
2021-12-01,319.9775085449219
2021-12-02,319.405517578125
2021-12-03,313.1239318847656
2021-12-06,316.2065124511719
2021-12-07,324.6693420410156
2021-12-08,324.7179260253906
2021-12-09,322.9051513671875
2021-12-10,332.05621337890625
2021-12-13,329.01226806640625
2021-12-14,318.29071044921875
2021-12-15,324.40765380859375
2021-12-16,314.9560241699219
2021-12-17,313.88970947265625
2021-12-20,310.1188049316406
2021-12-21,317.27288818359375
2021-12-22,323.0020751953125
2021-12-23,324.4464111328125
2021-12-27,331.96893310546875
2021-12-28,330.8056640625
2021-12-29,331.4842529296875
2021-12-30,328.9347839355469
2021-12-31,326.0265808105469
2022-01-03,324.5045471191406
2022-01-04,318.9402770996094
2022-01-05,306.69683837890625
2022-01-06,304.2733459472656
2022-01-07,304.428466796875
2022-01-10,304.6513671875
2022-01-11,305.33966064453125
2022-01-12,308.52899169921875
2022-01-13,295.4712219238281
2022-01-14,300.70599365234375
2022-01-18,293.3870544433594
2022-01-19,294.04620361328125
2022-01-20,292.36920166015625
2022-01-21,286.96966552734375
2022-01-24,287.2992248535156
2022-01-25,279.66046142578125
2022-01-26,287.6288757324219
2022-01-27,290.66302490234375
2022-01-28,298.82537841796875
2022-01-31,301.4621276855469
2022-02-01,299.3100891113281
2022-02-02,303.8662109375
2022-02-03,292.0299072265625
2022-02-04,296.57635498046875
2022-02-07,291.7390441894531
2022-02-08,295.23858642578125
2022-02-09,301.68499755859375
2022-02-10,293.12530517578125
2022-02-11,286.0098876953125
2022-02-14,285.97119140625
2022-02-15,291.2737731933594
2022-02-16,290.933837890625
2022-02-17,282.4146423339844
2022-02-18,279.69476318359375
2022-02-22,279.4907531738281
2022-02-23,272.2538146972656
2022-02-24,286.16424560546875
2022-02-25,288.8064270019531
2022-02-28,290.24407958984375
2022-03-01,286.513916015625
2022-03-02,291.6040344238281
2022-03-03,287.45623779296875
2022-03-04,281.56951904296875
2022-03-07,270.9327087402344
2022-03-08,267.96026611328125
2022-03-09,280.24835205078125
2022-03-10,277.4216003417969
2022-03-11,272.0594787597656
2022-03-14,268.5333251953125
2022-03-15,278.93701171875
2022-03-16,285.969970703125
2022-03-17,286.7762451171875
2022-03-18,291.83721923828125
2022-03-21,290.603515625
2022-03-22,295.36334228515625
2022-03-23,290.924072265625
2022-03-24,295.4022521972656
2022-03-25,294.9942321777344
2022-03-28,301.8134460449219
2022-03-29,306.3887634277344
2022-03-30,304.883056640625
2022-03-31,299.49176025390625
2022-04-01,300.5700988769531
2022-04-04,305.9612731933594
2022-04-05,301.98834228515625
2022-04-06,290.933837890625
2022-04-07,292.75030517578125
2022-04-08,288.4761657714844
2022-04-11,277.10107421875
2022-04-12,273.99261474609375
2022-04-13,279.3935852050781
2022-04-14,271.82635498046875
2022-04-18,272.4966735839844
2022-04-19,277.1399230957031
2022-04-20,278.16961669921875
2022-04-21,272.7784118652344
2022-04-22,266.19232177734375
2022-04-25,272.6909484863281
2022-04-26,262.4912414550781
2022-04-27,275.1195068359375
2022-04-28,281.3460693359375
2022-04-29,269.58245849609375
2022-05-02,276.3336486816406
2022-05-03,273.7206115722656
2022-05-04,281.68609619140625
2022-05-05,269.4173583984375
2022-05-06,266.8722839355469
2022-05-09,257.0125427246094
2022-05-10,261.7918395996094
2022-05-11,253.0978240966797
2022-05-12,248.0465545654297
2022-05-13,253.65151977539062
2022-05-16,254.02072143554688
2022-05-17,259.1885070800781
2022-05-18,247.38772583007812
2022-05-19,246.47250366210938
2022-05-20,245.9077606201172
2022-05-23,253.7846221923828
2022-05-24,252.78182983398438
2022-05-25,255.6053924560547
2022-05-26,258.89642333984375
2022-05-27,266.0430908203125
2022-05-31,264.70916748046875
2022-06-01,265.24468994140625
2022-06-02,267.34771728515625
2022-06-03,262.90789794921875
2022-06-06,261.67132568359375
2022-06-07,265.32257080078125
2022-06-08,263.2876281738281
2022-06-09,257.8155822753906
2022-06-10,246.32644653320312
2022-06-13,235.8790283203125
2022-06-14,238.05032348632812
2022-06-15,245.1288604736328
2022-06-16,238.51768493652344
2022-06-17,241.12709045410156
2022-06-21,247.0567169189453
2022-06-22,246.4627685546875
2022-06-23,252.04177856445312
2022-06-24,260.64898681640625
2022-06-27,257.9129638671875
2022-06-28,249.72450256347656
2022-06-29,253.4049835205078
2022-06-30,250.0652618408203
2022-07-01,252.7428436279297
2022-07-05,255.92672729492188
2022-07-06,259.1982116699219
2022-07-07,261.33050537109375
2022-07-08,260.61004638671875
2022-07-11,257.54302978515625
2022-07-12,246.98851013183594
2022-07-13,246.0635528564453
2022-07-14,247.38772583007812
2022-07-15,249.9582061767578
2022-07-18,247.55325317382812
2022-07-19,252.69422912597656
2022-07-20,255.36203002929688
2022-07-21,257.8642883300781
2022-07-22,253.5022735595703
2022-07-25,252.0126190185547
2022-07-26,245.26515197753906
2022-07-27,261.6615905761719
2022-07-28,269.1296081542969
2022-07-29,273.3454895019531
2022-08-01,270.68743896484375
2022-08-02,267.58148193359375
2022-08-03,275.02996826171875
2022-08-04,276.1789245605469
2022-08-05,275.4583435058594
2022-08-08,272.93658447265625
2022-08-09,274.8644714355469
2022-08-10,281.5437927246094
2022-08-11,279.4601135253906
2022-08-12,284.22137451171875
2022-08-15,285.7402038574219
2022-08-16,285.0002136230469
2022-08-17,284.2489318847656
2022-08-18,283.12689208984375
2022-08-19,279.20440673828125
2022-08-22,271.00836181640625
2022-08-23,269.7301025390625
2022-08-24,269.09588623046875
2022-08-25,272.0815734863281
2022-08-26,261.5827941894531
2022-08-29,258.792236328125
2022-08-30,256.58709716796875
2022-08-31,255.1234893798828
2022-09-01,254.07943725585938
2022-09-02,249.84478759765625
2022-09-06,247.10299682617188
2022-09-07,251.82546997070312
2022-09-08,252.2450714111328
2022-09-09,258.0408935546875
2022-09-12,260.17767333984375
2022-09-13,245.8735809326172
2022-09-14,246.0980224609375
2022-09-15,239.42401123046875
2022-09-16,238.79954528808594
2022-09-19,238.5848846435547
2022-09-20,236.56512451171875
2022-09-21,233.15005493164062
2022-09-22,235.13079833984375
2022-09-23,232.1450653076172
2022-09-26,231.6864776611328
2022-09-27,230.67169189453125
2022-09-28,235.21861267089844
2022-09-29,231.7352752685547
2022-09-30,227.24693298339844
2022-10-03,234.8966522216797
2022-10-04,242.83905029296875
2022-10-05,243.15130615234375
2022-10-06,240.79978942871094
2022-10-07,228.5543975830078
2022-10-10,223.685546875
2022-10-11,219.93875122070312
2022-10-12,220.27047729492188
2022-10-13,228.5543975830078
2022-10-14,223.01226806640625
2022-10-17,231.76455688476562
2022-10-18,232.7110137939453
2022-10-19,230.74002075195312
2022-10-20,230.41802978515625
2022-10-21,236.24314880371094
2022-10-24,241.24864196777344
2022-10-25,244.5758514404297
2022-10-26,225.7052764892578
2022-10-27,221.24620056152344
2022-10-28,230.1448211669922
2022-10-31,226.49562072753906
2022-11-01,222.6317596435547
2022-11-02,214.7576141357422
2022-11-03,209.0496063232422
2022-11-04,216.01629638671875
2022-11-07,222.3390350341797
2022-11-08,223.31472778320312
2022-11-09,219.0605926513672
2022-11-10,237.08226013183594
2022-11-11,241.11203002929688
2022-11-14,235.68698120117188
2022-11-15,236.0968017578125
2022-11-16,236.52731323242188
2022-11-17,236.47837829589844
2022-11-18,236.0282745361328
2022-11-21,236.8404083251953
2022-11-22,239.75628662109375
2022-11-23,242.2513885498047
2022-11-25,242.16334533691406
2022-11-28,236.55667114257812
2022-11-29,235.15745544433594
2022-11-30,249.648681640625
2022-12-01,249.20835876464844
2022-12-02,249.53128051757812
2022-12-05,244.81500244140625
2022-12-06,239.84434509277344
2022-12-07,239.11048889160156
2022-12-08,242.0752716064453
2022-12-09,240.1378936767578
2022-12-12,247.07530212402344
2022-12-13,251.39035034179688
2022-12-14,251.6839141845703
2022-12-15,243.65061950683594
2022-12-16,239.42361450195312
2022-12-19,235.2748565673828
2022-12-20,236.59579467773438
2022-12-21,239.16917419433594
2022-12-22,233.06350708007812
2022-12-23,233.59182739257812
2022-12-27,231.85997009277344
2022-12-28,229.48226928710938
2022-12-29,235.8228302001953
2022-12-30,234.65843200683594
2023-01-03,234.42359924316406
2023-01-04,224.16915893554688
2023-01-05,217.52529907226562
2023-01-06,220.08888244628906
2023-01-09,222.23175048828125
2023-01-10,223.92453002929688
2023-01-11,230.69557189941406
2023-01-12,233.3765869140625
2023-01-13,234.08108520507812
2023-01-17,235.17698669433594
2023-01-18,230.7347412109375
2023-01-19,226.93821716308594
2023-01-20,235.0498046875
2023-01-23,237.3590087890625
2023-01-24,236.83062744140625
2023-01-25,235.43142700195312
2023-01-26,242.662353515625
2023-01-27,242.8189239501953
2023-01-30,237.48622131347656
2023-01-31,242.4764404296875
2023-02-01,247.3101043701172
2023-02-02,258.90509033203125
2023-02-03,252.78956604003906
2023-02-06,251.2436065673828
2023-02-07,261.8013916015625
2023-02-08,260.9892578125
2023-02-09,257.9461669921875
2023-02-10,257.4373474121094
2023-02-13,265.48040771484375
2023-02-14,266.3121032714844
2023-02-15,264.18353271484375
2023-02-16,257.1502685546875
2023-02-17,253.1382598876953
2023-02-21,247.85108947753906
2023-02-22,246.71322631835938
2023-02-23,249.91102600097656
2023-02-24,244.4668731689453
2023-02-27,245.38894653320312
2023-02-28,244.6630859375
2023-03-01,241.57313537597656
2023-03-02,246.32086181640625
2023-03-03,250.42112731933594
2023-03-06,251.97097778320312
2023-03-07,249.30287170410156
2023-03-08,248.86143493652344
2023-03-09,247.50778198242188
2023-03-10,243.848876953125
2023-03-13,249.07723999023438
2023-03-14,255.8162078857422
2023-03-15,260.3775634765625
2023-03-16,270.9324035644531
2023-03-17,274.1007080078125
2023-03-20,267.0380859375
2023-03-21,268.5585021972656
2023-03-22,267.0968933105469
2023-03-23,272.3644714355469
2023-03-24,275.2190246582031
2023-03-27,271.1089172363281
2023-03-28,269.9808044433594
2023-03-29,275.16009521484375
2023-03-30,278.6325988769531
2023-03-31,282.801513671875
2023-04-03,281.7519836425781
2023-04-04,281.702880859375
2023-04-05,278.9171142578125
2023-04-06,286.03863525390625
2023-04-10,283.8708190917969
2023-04-11,277.4358215332031
2023-04-12,278.0832824707031
2023-04-13,284.31219482421875
2023-04-14,280.6827697753906
2023-04-17,283.2919921875
2023-04-18,282.8702392578125
2023-04-19,282.9486999511719
2023-04-20,280.6532897949219
2023-04-21,280.30999755859375
2023-04-24,276.39605712890625
2023-04-25,270.1672668457031
2023-04-26,289.7367248535156
2023-04-27,299.0162658691406
2023-04-28,301.3999328613281
2023-05-01,299.7323913574219
2023-05-02,299.5851745605469
2023-05-03,298.594482421875
2023-05-04,299.5851745605469
2023-05-05,304.7253112792969
2023-05-08,302.7634582519531
2023-05-09,301.1448669433594
2023-05-10,306.3536376953125
2023-05-11,304.19561767578125
2023-05-12,303.0773620605469
2023-05-15,303.55804443359375
2023-05-16,305.7944641113281
2023-05-17,308.68475341796875
2023-05-18,313.12823486328125
2023-05-19,312.9512634277344
2023-05-22,315.74322509765625
2023-05-23,309.9234313964844
2023-05-24,308.53729248046875
2023-05-25,320.4029541015625
2023-05-26,327.2550048828125
2023-05-30,325.6034240722656
2023-05-31,322.8311767578125
2023-06-01,326.9501953125
2023-06-02,329.72247314453125
2023-06-05,330.25335693359375
2023-06-06,328.0315856933594
2023-06-07,317.906005859375
2023-06-08,319.754150390625
2023-06-09,321.25823974609375
2023-06-12,326.2325744628906
2023-06-13,328.6312561035156
2023-06-14,331.629638671875
2023-06-15,342.20751953125
2023-06-16,336.53515625
2023-06-20,332.32763671875
2023-06-21,327.91363525390625
2023-06-22,333.95953369140625
2023-06-23,329.348876953125
2023-06-26,323.03759765625
2023-06-27,328.90655517578125
2023-06-28,330.16485595703125
2023-06-29,329.3783874511719
2023-06-30,334.7755126953125
2023-07-03,332.2686462402344
2023-07-05,332.4259338378906
2023-07-06,335.49310302734375
2023-07-07,331.5116882324219
2023-07-10,326.212890625
2023-07-11,326.8420715332031
2023-07-12,331.4920349121094
2023-07-13,336.8595886230469
2023-07-14,339.3959655761719
2023-07-17,339.8776550292969
2023-07-18,353.4046630859375
2023-07-19,349.0693359375
2023-07-20,340.9983825683594
2023-07-21,337.9508056640625
2023-07-24,339.2680969238281
2023-07-25,345.03875732421875
2023-07-26,332.0523376464844
2023-07-27,325.1216735839844
2023-07-28,332.6421813964844
2023-07-31,330.2336730957031
2023-08-01,330.6466064453125
2023-08-02,321.95623779296875
2023-08-03,321.13043212890625
2023-08-04,322.2314453125
2023-08-07,324.5220031738281
2023-08-08,320.5307312011719
2023-08-09,316.7754211425781
2023-08-10,317.46356201171875
2023-08-11,315.5760803222656
2023-08-14,318.5548095703125
2023-08-15,316.4116516113281
2023-08-16,315.6432800292969
2023-08-17,312.1755676269531
2023-08-18,311.781494140625
2023-08-21,317.1013488769531
2023-08-22,317.67266845703125
2023-08-23,322.145263671875
2023-08-24,315.21966552734375
2023-08-25,318.1849670410156
2023-08-28,318.894287109375
2023-08-29,323.5343322753906
2023-08-30,323.9087219238281
2023-08-31,322.89398193359375
2023-09-01,323.7806701660156
2023-09-05,328.5980224609375
2023-09-06,327.93798828125
2023-09-07,325.0120849609375
2023-09-08,329.307373046875
2023-09-11,332.9228515625
2023-09-12,326.8444519042969
2023-09-13,331.0707702636719
2023-09-14,333.671630859375
2023-09-15,325.3175354003906
2023-09-18,324.1747131347656
2023-09-19,323.770751953125
2023-09-20,316.00775146484375
2023-09-21,314.78619384765625
2023-09-22,312.3036193847656
