date,CVX
2020-07-09,65.71858978271484
2020-07-10,67.69637298583984
2020-07-13,67.83139038085938
2020-07-14,70.17449951171875
2020-07-15,70.60340118408203
2020-07-16,70.18244934082031
2020-07-17,69.25314331054688
2020-07-20,67.72811889648438
2020-07-21,72.58911895751953
2020-07-22,72.31111907958984
2020-07-23,72.28728485107422
2020-07-24,71.58831787109375
2020-07-27,72.31111907958984
2020-07-28,70.7781753540039
2020-07-29,71.54066467285156
2020-07-30,68.52239990234375
2020-07-31,66.67174530029297
2020-08-03,67.36275482177734
2020-08-04,68.69715118408203
2020-08-05,69.26109313964844
2020-08-06,69.47553253173828
2020-08-07,68.94337463378906
2020-08-10,71.27061462402344
2020-08-11,71.18325805664062
2020-08-12,72.05696105957031
2020-08-13,71.34208679199219
2020-08-14,71.7630615234375
2020-08-17,72.0966567993164
2020-08-18,70.60606384277344
2020-08-19,69.60694885253906
2020-08-20,68.33389282226562
2020-08-21,68.55146789550781
2020-08-24,70.25961303710938
2020-08-25,69.39746856689453
2020-08-26,68.30974578857422
2020-08-27,68.41449737548828
2020-08-28,68.99461364746094
2020-08-31,67.62486267089844
2020-09-01,66.94000244140625
2020-09-02,67.02863311767578
2020-09-03,66.29541015625
2020-09-04,66.01341247558594
2020-09-08,63.628448486328125
2020-09-09,64.4825210571289
2020-09-10,62.96775817871094
2020-09-11,62.59712219238281
2020-09-14,62.274810791015625
2020-09-15,61.51744079589844
2020-09-16,63.29808807373047
2020-09-17,63.4834098815918
2020-09-18,63.01609420776367
2020-09-21,61.47715759277344
2020-09-22,60.85673522949219
2020-09-23,57.972232818603516
2020-09-24,57.851383209228516
2020-09-25,57.875545501708984
2020-09-28,59.56758117675781
2020-09-29,57.93194580078125
2020-09-30,58.01251220703125
2020-10-01,56.73946762084961
2020-10-02,57.359886169433594
2020-10-05,58.57652282714844
2020-10-06,58.25425338745117
2020-10-07,59.446712493896484
2020-10-08,60.60695266723633
2020-10-09,59.62397384643555
2020-10-12,60.03489303588867
2020-10-13,59.14054870605469
2020-10-14,58.777957916259766
2020-10-15,59.22917175292969
2020-10-16,58.7296142578125
2020-10-19,57.43238067626953
2020-10-20,57.75468826293945
2020-10-21,57.102046966552734
2020-10-22,59.14054870605469
2020-10-23,58.471778869628906
2020-10-26,57.1584358215332
2020-10-27,56.00625228881836
2020-10-28,53.88717269897461
2020-10-29,55.43418502807617
2020-10-30,55.99818801879883
2020-11-02,58.133365631103516
2020-11-03,57.80303192138672
2020-11-04,57.82719039916992
2020-11-05,58.12532043457031
2020-11-06,57.327640533447266
2020-11-09,63.97491455078125
2020-11-10,66.93193817138672
2020-11-11,66.44044494628906
2020-11-12,64.9981918334961
2020-11-13,66.89970397949219
2020-11-16,71.67768096923828
2020-11-17,71.1626205444336
2020-11-18,68.90607452392578
2020-11-19,70.0915756225586
2020-11-20,70.14061737060547
2020-11-23,74.42476654052734
2020-11-24,78.177490234375
2020-11-25,75.33228302001953
2020-11-27,74.6536865234375
2020-11-30,71.2770767211914
2020-12-01,71.49781799316406
2020-12-02,73.47637939453125
2020-12-03,73.41913604736328
2020-12-04,76.26432800292969
2020-12-07,74.20402526855469
2020-12-08,74.84174346923828
2020-12-09,73.94239807128906
2020-12-10,76.32157135009766
2020-12-11,75.58573150634766
2020-12-14,73.12481689453125
2020-12-15,73.06757354736328
2020-12-16,72.51162719726562
2020-12-17,72.28269958496094
2020-12-18,71.28524017333984
2020-12-21,70.38590240478516
2020-12-22,68.97148895263672
2020-12-23,70.0588607788086
2020-12-24,69.76453399658203
2020-12-28,69.41297149658203
2020-12-29,69.17586517333984
2020-12-30,69.76453399658203
2020-12-31,69.04505920410156
2021-01-04,69.25764465332031
2021-01-05,71.12989807128906
2021-01-06,73.41913604736328
2021-01-07,73.76251983642578
2021-01-08,74.46565246582031
2021-01-11,74.89080047607422
2021-01-12,76.31340026855469
2021-01-13,76.23980712890625
2021-01-14,78.07119750976562
2021-01-15,75.2914047241211
2021-01-19,77.26996612548828
2021-01-20,77.98125457763672
2021-01-21,75.22600555419922
2021-01-22,74.99707794189453
2021-01-25,74.3185043334961
2021-01-26,73.05939483642578
2021-01-27,72.11097717285156
2021-01-28,72.78142547607422
2021-01-29,69.65825653076172
2021-02-01,70.64753723144531
2021-02-02,71.17896270751953
2021-02-03,72.73236846923828
2021-02-04,72.76507568359375
2021-02-05,72.97765350341797
2021-02-08,74.79268646240234
2021-02-09,74.36753845214844
2021-02-10,75.6429672241211
2021-02-11,75.23418426513672
2021-02-12,75.66748809814453
2021-02-16,77.21798706054688
2021-02-17,79.53131866455078
2021-02-18,78.76850891113281
2021-02-19,79.43180847167969
2021-02-22,81.57928466796875
2021-02-23,82.607421875
2021-02-24,85.65865325927734
2021-02-25,84.86267852783203
2021-02-26,82.91419982910156
2021-03-01,84.61393737792969
2021-03-02,84.93732452392578
2021-03-03,85.89083099365234
2021-03-04,86.64533996582031
2021-03-05,90.3764877319336
2021-03-08,90.99834442138672
2021-03-09,90.79104614257812
2021-03-10,92.34153747558594
2021-03-11,92.19227600097656
2021-03-12,92.49908447265625
2021-03-15,91.41290283203125
2021-03-16,89.24885559082031
2021-03-17,89.57221984863281
2021-03-18,86.33026885986328
2021-03-19,85.71671295166016
2021-03-22,85.02023315429688
2021-03-23,84.54762268066406
2021-03-24,86.8111801147461
2021-03-25,87.1179428100586
2021-03-26,89.1161880493164
2021-03-29,88.65185546875
2021-03-30,87.83100891113281
2021-03-31,86.88578796386719
2021-04-01,87.68177795410156
2021-04-05,86.65364837646484
2021-04-06,85.88253784179688
2021-04-07,86.3883056640625
2021-04-08,85.41822052001953
2021-04-09,85.33529663085938
2021-04-12,84.39005279541016
2021-04-13,84.77147674560547
2021-04-14,86.45462799072266
2021-04-15,85.74987030029297
2021-04-16,85.36845397949219
2021-04-19,85.6172103881836
2021-04-20,84.0169677734375
2021-04-21,85.17778015136719
2021-04-22,83.70191192626953
2021-04-23,84.19937896728516
2021-04-26,84.17449188232422
2021-04-27,85.15288543701172
2021-04-28,87.24232482910156
2021-04-29,88.63529205322266
2021-04-30,85.45967102050781
2021-05-03,87.49935150146484
2021-05-04,87.98025512695312
2021-05-05,90.34333038330078
2021-05-06,90.39305877685547
2021-05-07,91.22220611572266
2021-05-10,90.8490982055664
2021-05-11,88.46944427490234
2021-05-12,89.02498626708984
2021-05-13,88.452880859375
2021-05-14,90.76618194580078
2021-05-17,91.87721252441406
2021-05-18,89.11595153808594
2021-05-19,86.61487579345703
2021-05-20,86.9170150756836
2021-05-21,87.38701629638672
2021-05-24,88.62919616699219
2021-05-25,87.17721557617188
2021-05-26,87.38701629638672
2021-05-27,86.45541381835938
2021-05-28,87.11005401611328
2021-06-01,89.51043701171875
2021-06-02,90.71061706542969
2021-06-03,90.29935455322266
2021-06-04,91.0211410522461
2021-06-07,90.43363952636719
2021-06-08,91.25614929199219
2021-06-09,90.45883178710938
2021-06-10,90.98757934570312
2021-06-11,90.56795501708984
2021-06-14,90.61830139160156
2021-06-15,92.57386016845703
2021-06-16,92.04508972167969
2021-06-17,89.86293029785156
2021-06-18,86.47218322753906
2021-06-21,89.00685119628906
2021-06-22,89.30060577392578
2021-06-23,89.19149017333984
2021-06-24,89.92169189453125
2021-06-25,90.05596923828125
2021-06-28,87.27792358398438
2021-06-29,87.08487701416016
2021-06-30,87.9073715209961
2021-07-01,89.1411361694336
2021-07-02,89.02363586425781
2021-07-06,87.27792358398438
2021-07-07,86.38825988769531
2021-07-08,86.11129760742188
2021-07-09,87.34506225585938
2021-07-12,87.52130126953125
2021-07-13,87.22755432128906
2021-07-14,85.58255004882812
2021-07-15,85.02021789550781
2021-07-16,82.77092742919922
2021-07-19,80.53839111328125
2021-07-20,81.01679992675781
2021-07-21,83.7780532836914
2021-07-22,82.93878173828125
2021-07-23,82.97234344482422
2021-07-26,84.72648620605469
2021-07-27,84.44111633300781
2021-07-28,84.91950988769531
2021-07-29,86.08612060546875
2021-07-30,85.44824981689453
2021-08-02,85.29717254638672
2021-08-03,86.11129760742188
2021-08-04,84.18093872070312
2021-08-05,84.96147155761719
2021-08-06,85.56575775146484
2021-08-09,84.13896179199219
2021-08-10,85.67488098144531
2021-08-11,86.32112121582031
2021-08-12,86.14486694335938
2021-08-13,85.57414245605469
2021-08-16,84.70128631591797
2021-08-17,84.54181671142578
2021-08-18,82.25367736816406
2021-08-19,80.2037353515625
2021-08-20,80.21223449707031
2021-08-23,82.27920532226562
2021-08-24,83.22338104248047
2021-08-25,83.79328918457031
2021-08-26,82.69600677490234
2021-08-27,83.90386199951172
2021-08-30,83.69121551513672
2021-08-31,82.31322479248047
2021-09-01,81.41159057617188
2021-09-02,83.11280059814453
2021-09-03,82.92567443847656
2021-09-07,82.55990600585938
2021-09-08,81.98998260498047
2021-09-09,81.65825653076172
2021-09-10,81.71781158447266
2021-09-13,83.3339614868164
2021-09-14,81.8283920288086
2021-09-15,83.56362915039062
2021-09-16,82.78105926513672
2021-09-17,82.3047103881836
2021-09-20,80.62051391601562
2021-09-21,80.68006134033203
2021-09-22,83.05326080322266
2021-09-23,85.1117172241211
2021-09-24,85.571044921875
2021-09-27,87.58698272705078
2021-09-28,87.91873168945312
2021-09-29,87.89320373535156
2021-09-30,86.29407501220703
2021-10-01,88.74381256103516
2021-10-04,89.07554626464844
2021-10-05,90.04524230957031
2021-10-06,89.2541732788086
2021-10-07,89.89214324951172
2021-10-08,91.9080810546875
2021-10-11,91.1255111694336
2021-10-12,91.14251708984375
2021-10-13,91.6869125366211
2021-10-14,92.55451965332031
2021-10-15,93.23502349853516
2021-10-18,93.1924819946289
2021-10-19,95.01278686523438
2021-10-20,96.25466918945312
2021-10-21,95.04680633544922
2021-10-22,95.9484634399414
2021-10-25,96.84159088134766
2021-10-26,97.05426025390625
2021-10-27,95.32750701904297
2021-10-28,96.22065734863281
2021-10-29,97.38600158691406
2021-11-01,97.42001342773438
2021-11-02,96.8245849609375
2021-11-03,96.12709045410156
2021-11-04,96.5523910522461
2021-11-05,97.59862518310547
2021-11-08,97.94738006591797
2021-11-09,98.67040252685547
2021-11-10,97.09678649902344
2021-11-11,97.10529327392578
2021-11-12,97.16483306884766
2021-11-15,99.36790466308594
2021-11-16,99.75917053222656
2021-11-17,99.31175231933594
2021-11-18,98.47711944580078
2021-11-19,96.29161071777344
2021-11-22,98.01248168945312
2021-11-23,100.0689468383789
2021-11-24,100.83472442626953
2021-11-26,98.52877044677734
2021-11-29,98.82130432128906
2021-11-30,97.11763000488281
2021-12-01,96.45508575439453
2021-12-02,99.07083892822266
2021-12-03,98.44271850585938
2021-12-06,99.9828872680664
2021-12-07,101.46284484863281
2021-12-08,101.91886138916016
2021-12-09,101.65214538574219
2021-12-10,101.82423400878906
2021-12-13,99.70755004882812
2021-12-14,100.00010681152344
2021-12-15,99.43220520019531
2021-12-16,100.3614730834961
2021-12-17,97.74574279785156
2021-12-20,97.78878021240234
2021-12-21,99.35478210449219
2021-12-22,99.92266845703125
2021-12-23,100.1635971069336
2021-12-27,102.21141815185547
2021-12-28,102.01354217529297
2021-12-29,101.4886474609375
2021-12-30,101.0412368774414
2021-12-31,100.97239685058594
2022-01-03,102.61582946777344
2022-01-04,104.48297882080078
2022-01-05,105.1627426147461
2022-01-06,106.05757904052734
2022-01-07,107.58055114746094
2022-01-10,107.64939880371094
2022-01-11,110.11024475097656
2022-01-12,109.5595703125
2022-01-13,109.10354614257812
2022-01-14,110.96208190917969
2022-01-18,111.32347106933594
2022-01-19,110.9190673828125
2022-01-20,110.52325439453125
2022-01-21,109.19820404052734
2022-01-24,109.43051147460938
2022-01-25,114.08546447753906
2022-01-26,114.17151641845703
2022-01-27,116.47749328613281
2022-01-28,112.3818130493164
2022-01-31,113.0013198852539
2022-02-01,115.97844696044922
2022-02-02,116.51190185546875
2022-02-03,115.47077178955078
2022-02-04,116.91631317138672
2022-02-07,119.21369171142578
2022-02-08,117.39816284179688
2022-02-09,118.55976104736328
2022-02-10,117.05397033691406
2022-02-11,119.43736267089844
2022-02-14,117.5960693359375
2022-02-15,116.73527526855469
2022-02-16,116.77005767822266
2022-02-17,116.17011260986328
2022-02-18,116.0049057006836
2022-02-22,115.1180648803711
2022-02-23,117.85689544677734
2022-02-24,117.24827575683594
2022-02-25,122.05644989013672
2022-02-28,125.20393371582031
2022-03-01,130.17730712890625
2022-03-02,134.02040100097656
2022-03-03,135.82887268066406
2022-03-04,137.94168090820312
2022-03-07,140.8892059326172
2022-03-08,148.2710418701172
2022-03-09,144.5670928955078
2022-03-10,148.523193359375
2022-03-11,148.5926971435547
2022-03-14,144.95831298828125
2022-03-15,137.62001037597656
2022-03-16,137.1244354248047
2022-03-17,139.49806213378906
2022-03-18,140.61965942382812
2022-03-21,143.14979553222656
2022-03-22,142.6715850830078
2022-03-23,144.2105712890625
2022-03-24,144.59315490722656
2022-03-25,147.21026611328125
2022-03-28,144.6366424560547
2022-03-29,142.87159729003906
2022-03-30,143.8802032470703
2022-03-31,141.5760955810547
2022-04-01,142.78466796875
2022-04-04,142.91506958007812
2022-04-05,142.03689575195312
2022-04-06,143.29763793945312
2022-04-07,145.28875732421875
2022-04-08,147.74932861328125
2022-04-11,143.94972229003906
2022-04-12,146.9493865966797
2022-04-13,149.26222229003906
2022-04-14,149.19264221191406
2022-04-18,151.1924591064453
2022-04-19,149.40133666992188
2022-04-20,150.00997924804688
2022-04-21,143.09767150878906
2022-04-22,139.9414825439453
2022-04-25,136.93309020996094
2022-04-26,136.098388671875
2022-04-27,135.84628295898438
2022-04-28,140.67184448242188
2022-04-29,136.22012329101562
2022-05-02,138.8981170654297
2022-05-03,141.28048706054688
2022-05-04,145.7147674560547
2022-05-05,144.55833435058594
2022-05-06,148.41015625
2022-05-09,138.46339416503906
2022-05-10,139.79367065429688
2022-05-11,141.86302185058594
2022-05-12,143.21070861816406
2022-05-13,145.95823669433594
2022-05-16,150.4272918701172
2022-05-17,151.31419372558594
2022-05-18,147.32554626464844
2022-05-19,146.27359008789062
2022-05-20,147.1151580810547
2022-05-23,150.5339813232422
2022-05-24,151.34046936035156
2022-05-25,153.76873779296875
2022-05-26,154.80316162109375
2022-05-27,156.28463745117188
2022-05-31,153.11126708984375
2022-06-01,154.5664825439453
2022-06-02,154.2859344482422
2022-06-03,155.6885223388672
2022-06-06,155.0135498046875
2022-06-07,157.96775817871094
2022-06-08,158.7830352783203
2022-06-09,155.61839294433594
2022-06-10,153.75994873046875
2022-06-13,146.6855926513672
2022-06-14,146.8784637451172
2022-06-15,143.99436950683594
2022-06-16,136.29759216308594
2022-06-17,130.0735321044922
2022-06-21,135.51739501953125
2022-06-22,129.62648010253906
2022-06-23,124.8576431274414
2022-06-24,126.90894317626953
2022-06-27,129.3634796142578
2022-06-28,131.4410858154297
2022-06-29,128.8462677001953
2022-06-30,126.917724609375
2022-07-01,128.43426513671875
2022-07-05,125.05929565429688
2022-07-06,123.41120910644531
2022-07-07,125.81317138671875
2022-07-08,125.15570068359375
2022-07-11,124.05113983154297
2022-07-12,121.78068542480469
2022-07-13,120.9654312133789
2022-07-14,119.16836547851562
2022-07-15,120.66737365722656
2022-07-18,122.35926055908203
2022-07-19,126.76868438720703
2022-07-20,128.4430389404297
2022-07-21,127.46121215820312
2022-07-22,126.40049743652344
2022-07-25,130.1612091064453
2022-07-26,129.1443328857422
2022-07-27,130.84500122070312
2022-07-28,131.8355712890625
2022-07-29,143.57357788085938
2022-08-01,140.70700073242188
2022-08-02,139.50601196289062
2022-08-03,136.19241333007812
2022-08-04,132.49302673339844
2022-08-05,134.68460083007812
2022-08-08,134.4829864501953
2022-08-09,136.23623657226562
2022-08-10,136.5956573486328
2022-08-11,139.9268341064453
2022-08-12,140.12844848632812
2022-08-15,137.46351623535156
2022-08-16,137.11289978027344
2022-08-17,138.2437286376953
2022-08-18,140.66751098632812
2022-08-19,139.490966796875
2022-08-22,138.79212951660156
2022-08-23,143.29470825195312
2022-08-24,144.3562469482422
2022-08-25,145.6211395263672
2022-08-26,144.55084228515625
2022-08-29,145.63002014160156
2022-08-30,142.08279418945312
2022-08-31,139.81825256347656
2022-09-01,137.58909606933594
2022-09-02,139.63250732421875
2022-09-06,138.9867401123047
2022-09-07,137.208740234375
2022-09-08,137.9517822265625
2022-09-09,141.50787353515625
2022-09-12,143.74583435058594
2022-09-13,141.01246643066406
2022-09-14,144.42698669433594
2022-09-15,142.08279418945312
2022-09-16,138.39405822753906
2022-09-19,138.79212951660156
2022-09-20,138.2436981201172
2022-09-21,137.1202392578125
2022-09-22,137.0141143798828
2022-09-23,128.06207275390625
2022-09-26,124.69180297851562
2022-09-27,124.744873046875
2022-09-28,128.95550537109375
2022-09-29,128.06207275390625
2022-09-30,127.08902740478516
2022-10-03,134.21881103515625
2022-10-04,139.43789672851562
2022-10-05,140.2340087890625
2022-10-06,142.7904815673828
2022-10-07,141.56088256835938
2022-10-10,139.0044403076172
2022-10-11,139.03099060058594
2022-10-12,139.44674682617188
2022-10-13,146.20501708984375
2022-10-14,141.65818786621094
2022-10-17,142.6931915283203
2022-10-18,143.94046020507812
2022-10-19,148.61109924316406
2022-10-20,149.46031188964844
2022-10-21,153.2021026611328
2022-10-24,153.14906311035156
2022-10-25,154.74127197265625
2022-10-26,156.65200805664062
2022-10-27,157.36851501464844
2022-10-28,159.20849609375
2022-10-31,160.02227783203125
2022-11-01,161.18994140625
2022-11-02,157.89926147460938
2022-11-03,160.22576904296875
2022-11-04,162.25144958496094
2022-11-07,164.188720703125
2022-11-08,163.9499053955078
2022-11-09,157.39508056640625
2022-11-10,160.3761444091797
2022-11-11,164.9405975341797
2022-11-14,165.02023315429688
2022-11-15,166.34710693359375
2022-11-16,163.64027404785156
2022-11-17,164.10382080078125
2022-11-18,163.1232452392578
2022-11-21,161.56324768066406
2022-11-22,165.70838928222656
2022-11-23,164.23756408691406
2022-11-25,163.75616455078125
2022-11-28,158.9958953857422
2022-11-29,161.37600708007812
2022-11-30,163.4084930419922
2022-12-01,162.67755126953125
2022-12-02,161.37600708007812
2022-12-05,157.39129638671875
2022-12-06,153.3352813720703
2022-12-07,153.78993225097656
2022-12-08,154.69920349121094
2022-12-09,149.7606964111328
2022-12-12,151.32066345214844
2022-12-13,154.6902618408203
2022-12-14,153.6205596923828
2022-12-15,152.4706268310547
2022-12-16,150.40249633789062
2022-12-19,151.43655395507812
2022-12-20,153.92364501953125
2022-12-21,155.73324584960938
2022-12-22,153.39768981933594
2022-12-23,158.14013671875
2022-12-27,160.1280059814453
2022-12-28,157.76573181152344
2022-12-29,158.96023559570312
2022-12-30,160.0032196044922
2023-01-03,155.100341796875
2023-01-04,153.45118713378906
2023-01-05,156.2146453857422
2023-01-06,157.39129638671875
2023-01-09,156.16114807128906
2023-01-10,156.92776489257812
2023-01-11,156.1790008544922
2023-01-12,157.85487365722656
2023-01-13,158.2827606201172
2023-01-17,160.89463806152344
2023-01-18,157.9885711669922
2023-01-19,159.56642150878906
2023-01-20,161.2601318359375
2023-01-23,161.04620361328125
2023-01-24,161.1977081298828
2023-01-25,159.63775634765625
2023-01-26,167.40208435058594
2023-01-27,159.96755981445312
2023-01-30,155.2875213623047
2023-01-31,155.12709045410156
2023-02-01,152.75588989257812
2023-02-02,150.66099548339844
2023-02-03,151.05323791503906
2023-02-06,151.2226104736328
2023-02-07,155.18948364257812
2023-02-08,151.5435028076172
2023-02-09,150.15289306640625
2023-02-10,153.29965209960938
2023-02-13,152.44386291503906
2023-02-14,153.61166381835938
2023-02-15,151.9928741455078
2023-02-16,149.79855346679688
2023-02-17,146.45314025878906
2023-02-21,144.78941345214844
2023-02-22,144.20484924316406
2023-02-23,145.62571716308594
2023-02-24,146.05743408203125
2023-02-27,146.42617797851562
2023-02-28,144.58255004882812
2023-03-01,145.7336883544922
2023-03-02,146.1923065185547
2023-03-03,148.35067749023438
2023-03-06,149.43885803222656
2023-03-07,147.51434326171875
2023-03-08,146.5790557861328
2023-03-09,144.34872436523438
2023-03-10,143.59329223632812
2023-03-13,142.72996520996094
2023-03-14,144.5735626220703
2023-03-15,138.31434631347656
2023-03-16,138.75497436523438
2023-03-17,137.00132751464844
2023-03-20,139.01577758789062
2023-03-21,143.2695770263672
2023-03-22,140.3557891845703
2023-03-23,138.9618377685547
2023-03-24,140.3467559814453
2023-03-27,141.77670288085938
2023-03-28,143.4314422607422
2023-03-29,144.66346740722656
2023-03-30,146.03945922851562
2023-03-31,146.73190307617188
2023-04-03,152.83824157714844
2023-04-04,152.01986694335938
2023-04-05,152.77529907226562
2023-04-06,150.7698516845703
2023-04-10,151.34536743164062
2023-04-11,152.18174743652344
2023-04-12,152.7213592529297
2023-04-13,154.76275634765625
2023-04-14,155.07752990722656
2023-04-17,153.7105712890625
2023-04-18,153.35086059570312
2023-04-19,153.49473571777344
2023-04-20,152.748291015625
2023-04-21,152.09182739257812
2023-04-24,154.2141876220703
2023-04-25,151.9748992919922
2023-04-26,149.26797485351562
2023-04-27,150.14031982421875
2023-04-28,151.60618591308594
2023-05-01,150.40110778808594
2023-05-02,143.92604064941406
2023-05-03,141.0392608642578
2023-05-04,140.49069213867188
2023-05-05,144.0789337158203
2023-05-08,143.5123748779297
2023-05-09,143.0986785888672
2023-05-10,141.27305603027344
2023-05-11,140.49069213867188
2023-05-12,140.85040283203125
2023-05-15,141.37197875976562
2023-05-16,138.05352783203125
2023-05-17,140.0320281982422
2023-05-18,139.85946655273438
2023-05-19,140.96739196777344
2023-05-22,138.4337158203125
2023-05-23,142.4385528564453
2023-05-24,142.8199462890625
2023-05-25,140.3589324951172
2023-05-26,139.92303466796875
2023-05-30,139.05125427246094
2023-05-31,136.7809600830078
2023-06-01,138.179443359375
2023-06-02,141.90274047851562
2023-06-05,141.22164916992188
2023-06-06,141.47592163085938
2023-06-07,145.1447296142578
2023-06-08,144.60894775390625
2023-06-09,144.26388549804688
2023-06-12,142.8744354248047
2023-06-13,143.94601440429688
2023-06-14,142.65646362304688
2023-06-15,143.73715209960938
2023-06-16,142.8108673095703
2023-06-20,139.5597686767578
2023-06-21,140.64956665039062
2023-06-22,138.6153564453125
2023-06-23,137.4438934326172
2023-06-26,139.85946655273438
2023-06-27,139.42356872558594
2023-06-28,140.6858673095703
2023-06-29,141.8845977783203
2023-06-30,142.89259338378906
2023-07-03,142.76547241210938
2023-07-05,141.94813537597656
2023-07-06,138.83328247070312
2023-07-07,140.0501708984375
2023-07-10,140.9855499267578
2023-07-11,143.5918426513672
2023-07-12,144.97218322753906
2023-07-13,143.03790283203125
2023-07-14,139.46897888183594
2023-07-17,139.34188842773438
2023-07-18,139.62338256835938
2023-07-19,140.47702026367188
2023-07-20,142.02987670898438
2023-07-21,144.10946655273438
2023-07-24,146.951904296875
2023-07-25,147.62388610839844
2023-07-26,146.51600646972656
2023-07-27,144.9903564453125
2023-07-28,144.27296447753906
2023-07-31,148.62283325195312
2023-08-01,147.38778686523438
2023-08-02,145.05392456054688
2023-08-03,144.9994354248047
2023-08-04,144.6725311279297
2023-08-07,145.19924926757812
2023-08-08,144.9812774658203
2023-08-09,145.1719970703125
2023-08-10,146.0528564453125
2023-08-11,149.0677947998047
2023-08-14,148.95887756347656
2023-08-15,144.60894775390625
2023-08-16,144.05499267578125
2023-08-17,146.46630859375
2023-08-18,147.52066040039062
2023-08-21,147.02557373046875
2023-08-22,145.81533813476562
2023-08-23,146.0078887939453
2023-08-24,144.80679321289062
2023-08-25,145.888671875
2023-08-28,146.88804626464844
2023-08-29,146.65884399414062
2023-08-30,146.86053466796875
2023-08-31,147.70404052734375
2023-09-01,150.63795471191406
2023-09-05,152.6183624267578
2023-09-06,152.7742156982422
2023-09-07,152.78338623046875
2023-09-08,153.30599975585938
2023-09-11,150.14285278320312
2023-09-12,152.93923950195312
2023-09-13,152.37997436523438
2023-09-14,153.32431030273438
2023-09-15,152.655029296875
2023-09-18,153.3151397705078
