date,MRK
2020-05-05,62.59547805786133
2020-05-06,61.8813591003418
2020-05-07,60.66169357299805
2020-05-08,61.30362319946289
2020-05-11,62.515262603759766
2020-05-12,61.93751525878906
2020-05-13,62.499210357666016
2020-05-14,64.23239135742188
2020-05-15,64.0157470703125
2020-05-18,63.96759796142578
2020-05-19,62.226383209228516
2020-05-20,61.69680404663086
2020-05-21,61.423988342285156
2020-05-22,61.27953338623047
2020-05-26,61.99367141723633
2020-05-27,62.226383209228516
2020-05-28,63.42195510864258
2020-05-29,64.77000427246094
2020-06-01,63.83922576904297
2020-06-02,64.86628723144531
2020-06-03,65.84522247314453
2020-06-04,65.43600463867188
2020-06-05,66.00569152832031
2020-06-08,66.51924133300781
2020-06-09,66.00569152832031
2020-06-10,65.61251068115234
2020-06-11,62.065914154052734
2020-06-12,61.71003341674805
2020-06-15,59.86601638793945
2020-06-16,62.25191879272461
2020-06-17,61.70194625854492
2020-06-18,61.64533615112305
2020-06-19,63.004093170166016
2020-06-22,62.0739860534668
2020-06-23,62.37324523925781
2020-06-24,61.36225891113281
2020-06-25,61.928409576416016
2020-06-26,60.812294006347656
2020-06-29,61.564456939697266
2020-06-30,62.54307556152344
2020-07-01,63.18202590942383
2020-07-02,63.71581268310547
2020-07-06,64.36283111572266
2020-07-07,63.66728591918945
2020-07-08,63.0202522277832
2020-07-09,62.02546691894531
2020-07-10,62.05781555175781
2020-07-13,62.55927276611328
2020-07-14,63.28715133666992
2020-07-15,64.2496109008789
2020-07-16,64.21726989746094
2020-07-17,64.59735870361328
2020-07-20,64.225341796875
2020-07-21,63.80477523803711
2020-07-22,63.71581268310547
2020-07-23,63.13349533081055
2020-07-24,62.35707473754883
2020-07-27,63.83714294433594
2020-07-28,64.45181274414062
2020-07-29,64.17681884765625
2020-07-30,63.88566970825195
2020-07-31,64.89665222167969
2020-08-03,66.7568359375
2020-08-04,66.0531997680664
2020-08-05,66.02892303466797
2020-08-06,65.55174255371094
2020-08-07,65.52747344970703
2020-08-10,65.43852233886719
2020-08-11,65.43852233886719
2020-08-12,66.87007904052734
2020-08-13,67.56560516357422
2020-08-14,67.51708984375
2020-08-17,68.55233001708984
2020-08-18,68.39055633544922
2020-08-19,68.77072143554688
2020-08-20,68.77072143554688
2020-08-21,68.73026275634766
2020-08-24,69.08613586425781
2020-08-25,69.29642486572266
2020-08-26,69.18318939208984
2020-08-27,69.40962982177734
2020-08-28,69.27214813232422
2020-08-31,68.96480560302734
2020-09-01,68.28543853759766
2020-09-02,70.30738067626953
2020-09-03,69.14273071289062
2020-09-04,68.9405517578125
2020-09-08,67.39578247070312
2020-09-09,68.6493911743164
2020-09-10,67.58988952636719
2020-09-11,68.32587432861328
2020-09-14,68.5621109008789
2020-09-15,68.60286712646484
2020-09-16,69.7107925415039
2020-09-17,69.767822265625
2020-09-18,69.90631866455078
2020-09-21,67.72301483154297
2020-09-22,67.56822967529297
2020-09-23,67.3156967163086
2020-09-24,67.73934173583984
2020-09-25,67.56007385253906
2020-09-28,67.42159271240234
2020-09-29,66.72099304199219
2020-09-30,67.5763931274414
2020-10-01,66.5091781616211
2020-10-02,65.82486724853516
2020-10-05,66.18328857421875
2020-10-06,64.87168884277344
2020-10-07,65.20571899414062
2020-10-08,65.56417083740234
2020-10-09,65.46641540527344
2020-10-12,65.46641540527344
2020-10-13,65.75154113769531
2020-10-14,65.58859252929688
2020-10-15,64.4073257446289
2020-10-16,65.03461456298828
2020-10-19,64.08961486816406
2020-10-20,63.76375198364258
2020-10-21,63.60081481933594
2020-10-22,64.52952575683594
2020-10-23,65.03461456298828
2020-10-26,64.22811889648438
2020-10-27,63.535648345947266
2020-10-28,62.06110382080078
2020-10-29,61.82486343383789
2020-10-30,61.2708740234375
2020-11-02,62.492881774902344
2020-11-03,62.66396713256836
2020-11-04,65.67820739746094
2020-11-05,65.5478744506836
2020-11-06,65.46641540527344
2020-11-09,65.58045196533203
2020-11-10,66.077392578125
2020-11-11,66.03667449951172
2020-11-12,65.05908203125
2020-11-13,66.06110382080078
2020-11-16,65.31975555419922
2020-11-17,66.39511108398438
2020-11-18,65.37678527832031
2020-11-19,65.49083709716797
2020-11-20,65.53972625732422
2020-11-23,65.40121459960938
2020-11-24,65.28717041015625
2020-11-25,65.22199249267578
2020-11-27,65.05908203125
2020-11-30,65.49083709716797
2020-12-01,66.43585968017578
2020-12-02,66.66395568847656
2020-12-03,66.35437774658203
2020-12-04,66.75357055664062
2020-12-07,67.21794891357422
2020-12-08,67.76374816894531
2020-12-09,68.00000762939453
2020-12-10,67.60895538330078
2020-12-11,67.58451080322266
2020-12-14,65.95054626464844
2020-12-15,66.0819320678711
2020-12-16,65.54820251464844
2020-12-17,65.54000091552734
2020-12-18,65.30188751220703
2020-12-21,65.10482025146484
2020-12-22,65.2115478515625
2020-12-23,65.49073791503906
2020-12-24,65.80274200439453
2020-12-28,66.05728912353516
2020-12-29,66.85376739501953
2020-12-30,66.17223358154297
2020-12-31,67.16577911376953
2021-01-04,66.4760513305664
2021-01-05,66.59098815917969
2021-01-06,67.64201354980469
2021-01-07,68.98859405517578
2021-01-08,68.17572021484375
2021-01-11,69.79328918457031
2021-01-12,68.22496795654297
2021-01-13,67.60916137695312
2021-01-14,67.46956634521484
2021-01-15,68.46308898925781
2021-01-19,68.3071060180664
2021-01-20,67.70768737792969
2021-01-21,66.65666961669922
2021-01-22,66.49246215820312
2021-01-25,66.63204956054688
2021-01-26,65.89305114746094
2021-01-27,63.28199005126953
2021-01-28,63.97991943359375
2021-01-29,63.28199005126953
2021-02-01,63.520103454589844
2021-02-02,63.856754302978516
2021-02-03,63.48724365234375
2021-02-04,62.428043365478516
2021-02-05,62.23920440673828
2021-02-08,61.61513900756836
2021-02-09,61.61513900756836
2021-02-10,61.49199295043945
2021-02-11,61.368812561035156
2021-02-12,61.582305908203125
2021-02-16,60.96647644042969
2021-02-17,62.02569580078125
2021-02-18,61.9189567565918
2021-02-19,61.01573944091797
2021-02-22,61.52483367919922
2021-02-23,61.20460891723633
2021-02-24,61.229225158691406
2021-02-25,61.27029800415039
2021-02-26,59.628082275390625
2021-03-01,59.431034088134766
2021-03-02,59.816932678222656
2021-03-03,60.186439514160156
2021-03-04,59.25859451293945
2021-03-05,60.04685592651367
2021-03-08,60.90079879760742
2021-03-09,60.876182556152344
2021-03-10,61.38524627685547
2021-03-11,61.278507232666016
2021-03-12,61.79204559326172
2021-03-15,63.1422004699707
2021-03-16,63.622615814208984
2021-03-17,64.02849578857422
2021-03-18,64.0036392211914
2021-03-19,64.20243072509766
2021-03-22,64.20243072509766
2021-03-23,63.17531967163086
2021-03-24,63.15048599243164
2021-03-25,63.00967025756836
2021-03-26,64.10303497314453
2021-03-29,64.8568115234375
2021-03-30,63.74686813354492
2021-03-31,63.85453414916992
2021-04-01,63.85453414916992
2021-04-05,63.77998352050781
2021-04-06,62.777740478515625
2021-04-07,63.05108642578125
2021-04-08,62.52924728393555
2021-04-09,63.208457946777344
2021-04-12,63.13392639160156
2021-04-13,63.30785369873047
2021-04-14,63.28300476074219
2021-04-15,63.49837112426758
2021-04-16,64.16929626464844
2021-04-19,64.3266830444336
2021-04-20,65.08045196533203
2021-04-21,65.62712860107422
2021-04-22,64.5751953125
2021-04-23,64.50891876220703
2021-04-26,64.2190170288086
2021-04-27,64.07818603515625
2021-04-28,63.85453414916992
2021-04-29,61.03001022338867
2021-04-30,61.7092170715332
2021-05-03,62.93513107299805
2021-05-04,62.94340515136719
2021-05-05,64.35983276367188
2021-05-06,64.42609405517578
2021-05-07,64.94791412353516
2021-05-10,64.7491226196289
2021-05-11,64.16101837158203
2021-05-12,64.60831451416016
2021-05-13,65.17985534667969
2021-05-14,64.8485336303711
2021-05-17,66.15724182128906
2021-05-18,65.75138092041016
2021-05-19,65.73480224609375
2021-05-20,65.9832992553711
2021-05-21,65.58572387695312
2021-05-24,65.46147918701172
2021-05-25,64.19414520263672
2021-05-26,63.970516204833984
2021-05-27,62.88542938232422
2021-05-28,62.860591888427734
2021-06-01,62.272491455078125
2021-06-02,62.843990325927734
2021-06-03,64.15910339355469
2021-06-04,64.33271026611328
2021-06-07,63.195552825927734
2021-06-08,62.84830856323242
2021-06-09,64.2719497680664
2021-06-10,66.09489440917969
2021-06-11,66.20774841308594
2021-06-14,66.05890655517578
2021-06-15,66.27777862548828
2021-06-16,67.07453155517578
2021-06-17,67.61734771728516
2021-06-18,67.07453155517578
2021-06-21,67.19709777832031
2021-06-22,66.70679473876953
2021-06-23,66.1727294921875
2021-06-24,66.85565185546875
2021-06-25,67.59107971191406
2021-06-28,67.29340362548828
2021-06-29,67.599853515625
2021-06-30,68.09014129638672
2021-07-01,68.28275299072266
2021-07-02,68.81682586669922
2021-07-06,68.38782501220703
2021-07-07,68.78180694580078
2021-07-08,68.39656066894531
2021-07-09,68.28275299072266
2021-07-12,67.89753723144531
2021-07-13,67.95005798339844
2021-07-14,67.95883178710938
2021-07-15,68.2039566040039
2021-07-16,68.30902862548828
2021-07-19,67.45975494384766
2021-07-20,66.68928527832031
2021-07-21,66.88191223144531
2021-07-22,67.00447082519531
2021-07-23,67.88876342773438
2021-07-26,67.62609100341797
2021-07-27,68.1601791381836
2021-07-28,68.58042907714844
2021-07-29,67.35469055175781
2021-07-30,67.30216217041016
2021-08-02,66.69804382324219
2021-08-03,66.89942169189453
2021-08-04,66.0851821899414
2021-08-05,66.18148040771484
2021-08-06,66.05016326904297
2021-08-09,65.9450912475586
2021-08-10,65.83126068115234
2021-08-11,65.84877014160156
2021-08-12,66.57546997070312
2021-08-13,67.17082214355469
2021-08-16,68.23021697998047
2021-08-17,69.01821899414062
2021-08-18,68.10765838623047
2021-08-19,68.69427490234375
2021-08-20,68.88688659667969
2021-08-23,68.62419891357422
2021-08-24,68.04637145996094
2021-08-25,67.47725677490234
2021-08-26,67.03950500488281
2021-08-27,66.80311584472656
2021-08-30,66.97821044921875
2021-08-31,66.79434967041016
2021-09-01,66.69804382324219
2021-09-02,67.52104187011719
2021-09-03,67.64363098144531
2021-09-07,66.5229263305664
2021-09-08,65.9801025390625
2021-09-09,64.63179016113281
2021-09-10,64.3078384399414
2021-09-13,64.07144927978516
2021-09-14,63.700439453125
2021-09-15,64.31879425048828
2021-09-16,63.57676315307617
2021-09-17,63.320594787597656
2021-09-20,63.541419982910156
2021-09-21,63.57676315307617
2021-09-22,63.638587951660156
2021-09-23,64.53080749511719
2021-09-24,65.0255126953125
2021-09-27,64.80465698242188
2021-09-28,64.76932525634766
2021-09-29,66.3328857421875
2021-09-30,66.35055541992188
2021-10-01,71.90702819824219
2021-10-04,73.40875244140625
2021-10-05,72.08368682861328
2021-10-06,71.25332641601562
2021-10-07,72.384033203125
2021-10-08,71.2268295288086
2021-10-11,70.60845184326172
2021-10-12,70.30810546875
2021-10-13,69.74272918701172
2021-10-14,69.1950454711914
2021-10-15,69.1950454711914
2021-10-18,68.15265655517578
2021-10-19,70.21975708007812
2021-10-20,71.61549377441406
2021-10-21,71.7038345336914
2021-10-22,71.68617248535156
2021-10-25,72.13670349121094
2021-10-26,72.65788269042969
2021-10-27,72.03068542480469
2021-10-28,76.45642852783203
2021-10-29,77.781494140625
2021-11-01,77.5959701538086
2021-11-02,78.63835906982422
2021-11-03,78.33799743652344
2021-11-04,79.98109436035156
2021-11-05,72.092529296875
2021-11-08,73.03773498535156
2021-11-09,73.07306671142578
2021-11-10,74.2126235961914
2021-11-11,74.22146606445312
2021-11-12,74.20381927490234
2021-11-15,73.92996215820312
2021-11-16,74.30097961425781
2021-11-17,72.96705627441406
2021-11-18,73.36458587646484
2021-11-19,71.28864288330078
2021-11-22,72.11902618408203
2021-11-23,73.14375305175781
2021-11-24,72.68437957763672
2021-11-26,69.92823791503906
2021-11-29,66.1562271118164
2021-11-30,66.17388916015625
2021-12-01,65.75872039794922
2021-12-02,65.2728271484375
2021-12-03,64.7869873046875
2021-12-06,64.85765838623047
2021-12-07,63.85060119628906
2021-12-08,64.67215728759766
2021-12-09,64.36296081542969
2021-12-10,64.15096282958984
2021-12-13,64.85765838623047
2021-12-14,65.74049377441406
2021-12-15,67.14054870605469
2021-12-16,67.69344329833984
2021-12-17,67.49726104736328
2021-12-20,68.13934326171875
2021-12-21,67.3635025024414
2021-12-22,67.91638946533203
2021-12-23,67.53292846679688
2021-12-27,68.28201293945312
2021-12-28,68.49602508544922
2021-12-29,68.6208724975586
2021-12-30,68.79032135009766
2021-12-31,68.34443664550781
2022-01-03,68.54953002929688
2022-01-04,68.67437744140625
2022-01-05,70.34196472167969
2022-01-06,70.29739379882812
2022-01-07,71.60826873779297
2022-01-10,73.4542236328125
2022-01-11,72.82997131347656
2022-01-12,72.41085815429688
2022-01-13,72.51786804199219
2022-01-14,72.57137298583984
2022-01-18,72.71405029296875
2022-01-19,72.49111938476562
2022-01-20,72.00955963134766
2022-01-21,71.32292175292969
2022-01-24,70.29739379882812
2022-01-25,70.85919952392578
2022-01-26,70.57384490966797
2022-01-27,71.85797119140625
2022-01-28,72.14331817626953
2022-01-31,72.66055297851562
2022-02-01,73.05292510986328
2022-02-02,73.1331787109375
2022-02-03,70.45791625976562
2022-02-04,70.05661010742188
2022-02-07,69.18269348144531
2022-02-08,68.58522033691406
2022-02-09,68.246337890625
2022-02-10,68.27308654785156
2022-02-11,68.34443664550781
2022-02-14,68.19284057617188
2022-02-15,69.38778686523438
2022-02-16,68.86165618896484
2022-02-17,68.0947494506836
2022-02-18,68.10364532470703
2022-02-22,67.7291259765625
2022-02-23,67.63103485107422
2022-02-24,65.55323028564453
2022-02-25,68.05907440185547
2022-02-28,68.29093170166016
2022-03-01,68.07689666748047
2022-03-02,68.37117767333984
2022-03-03,68.79922485351562
2022-03-04,69.40563201904297
2022-03-07,69.31645965576172
2022-03-08,68.6208724975586
2022-03-09,69.36995697021484
2022-03-10,69.4591293334961
2022-03-11,69.78909301757812
2022-03-14,69.97801971435547
2022-03-15,70.75174713134766
2022-03-16,70.28390502929688
2022-03-17,71.02166748046875
2022-03-18,71.17461395263672
2022-03-21,71.12962341308594
2022-03-22,71.3455581665039
2022-03-23,71.73241424560547
2022-03-24,72.3442153930664
2022-03-25,73.18093872070312
2022-03-28,73.06395721435547
2022-03-29,73.38784790039062
2022-03-30,74.13459014892578
2022-03-31,73.81970977783203
2022-04-01,75.1422348022461
2022-04-04,75.11526489257812
2022-04-05,75.32219696044922
2022-04-06,76.44680786132812
2022-04-07,78.0932388305664
2022-04-08,78.88496398925781
2022-04-11,77.94029998779297
2022-04-12,77.04059600830078
2022-04-13,77.49044799804688
2022-04-14,78.19220733642578
2022-04-18,77.43647003173828
2022-04-19,77.18456268310547
2022-04-20,77.7873306274414
2022-04-21,77.5804214477539
2022-04-22,76.10491943359375
2022-04-25,76.86964416503906
2022-04-26,76.00596618652344
2022-04-27,75.94298553466797
2022-04-28,79.69469451904297
2022-04-29,79.79366302490234
2022-05-02,78.85797119140625
2022-05-03,78.36314392089844
2022-05-04,79.64070892333984
2022-05-05,79.1818618774414
2022-05-06,79.52375030517578
2022-05-09,78.84896850585938
2022-05-10,79.00192260742188
2022-05-11,80.24352264404297
2022-05-12,81.718994140625
2022-05-13,81.34112548828125
2022-05-16,83.05953979492188
2022-05-17,83.67133331298828
2022-05-18,82.8615951538086
2022-05-19,82.85260772705078
2022-05-20,84.1661605834961
2022-05-23,84.41807556152344
2022-05-24,85.14681243896484
2022-05-25,84.3460922241211
2022-05-26,83.05054473876953
2022-05-27,83.74329376220703
2022-05-31,82.79862976074219
2022-06-01,81.9979019165039
2022-06-02,80.97225952148438
2022-06-03,80.89129638671875
2022-06-06,80.82828521728516
2022-06-07,81.40410614013672
2022-06-08,80.50442504882812
2022-06-09,79.17286682128906
2022-06-10,78.43511962890625
2022-06-13,76.47379302978516
2022-06-14,76.64613342285156
2022-06-15,76.76404571533203
2022-06-16,76.99988555908203
2022-06-17,76.75498962402344
2022-06-21,79.8480453491211
2022-06-22,80.87301635742188
2022-06-23,83.44905853271484
2022-06-24,84.4740219116211
2022-06-27,85.63505554199219
2022-06-28,83.3492660522461
2022-06-29,83.91165161132812
2022-06-30,82.69617462158203
2022-07-01,83.83001708984375
2022-07-05,84.0295639038086
2022-07-06,84.4740219116211
2022-07-07,84.36518096923828
2022-07-08,84.15654754638672
2022-07-11,85.53528594970703
2022-07-12,84.90032958984375
2022-07-13,85.05452728271484
2022-07-14,85.15430450439453
2022-07-15,86.13394165039062
2022-07-18,83.75743865966797
2022-07-19,83.77559661865234
2022-07-20,81.31747436523438
2022-07-21,81.76192474365234
2022-07-22,81.73469543457031
2022-07-25,82.11567687988281
2022-07-26,82.80504608154297
2022-07-27,82.75062561035156
2022-07-28,81.58052062988281
2022-07-29,81.03628540039062
2022-08-01,80.30155944824219
2022-08-02,79.46707916259766
2022-08-03,79.47615814208984
2022-08-04,78.75050354003906
2022-08-05,79.28568267822266
2022-08-08,80.2652816772461
2022-08-09,81.19953918457031
2022-08-10,80.90023803710938
2022-08-11,80.66439819335938
2022-08-12,82.56012725830078
2022-08-15,82.17916870117188
2022-08-16,82.17009735107422
2022-08-17,82.57828521728516
2022-08-18,82.90481567382812
2022-08-19,83.52162170410156
2022-08-22,82.68712615966797
2022-08-23,81.81634521484375
2022-08-24,81.64400482177734
2022-08-25,81.87985229492188
2022-08-26,80.96371459960938
2022-08-29,79.44892883300781
2022-08-30,78.80492401123047
2022-08-31,77.42620849609375
2022-09-01,79.04981994628906
2022-09-02,78.21534729003906
2022-09-06,78.38768005371094
2022-09-07,78.79586029052734
2022-09-08,79.29473876953125
2022-09-09,79.22216796875
2022-09-12,79.96597290039062
2022-09-13,78.26070404052734
2022-09-14,79.50422668457031
2022-09-15,79.32136535644531
2022-09-16,80.20830535888672
2022-09-19,79.22077941894531
2022-09-20,78.63558197021484
2022-09-21,77.29146575927734
2022-09-22,80.01628875732422
2022-09-23,79.34879302978516
2022-09-26,78.80016326904297
2022-09-27,78.48928833007812
2022-09-28,79.34879302978516
2022-09-29,79.22077941894531
2022-09-30,78.74530792236328
2022-10-03,80.0528564453125
2022-10-04,80.82093811035156
2022-10-05,80.82093811035156
2022-10-06,79.95228576660156
2022-10-07,80.09857177734375
2022-10-10,82.7319564819336
2022-10-11,83.25314331054688
2022-10-12,82.67708587646484
2022-10-13,84.56982421875
2022-10-14,84.28636932373047
2022-10-17,86.06024932861328
2022-10-18,86.50828552246094
2022-10-19,85.2739028930664
2022-10-20,84.98128509521484
2022-10-21,87.4775161743164
2022-10-24,89.03193664550781
2022-10-25,89.34282684326172
2022-10-26,89.9828872680664
2022-10-27,91.19898223876953
2022-10-28,92.14080047607422
2022-10-31,92.53396606445312
2022-11-01,91.21729278564453
2022-11-02,90.88811492919922
2022-11-03,90.29376983642578
2022-11-04,90.70524597167969
2022-11-07,91.50074005126953
2022-11-08,92.80827331542969
2022-11-09,92.89057159423828
2022-11-10,93.16487121582031
2022-11-11,89.5714111328125
2022-11-14,91.75674438476562
2022-11-15,91.07098388671875
2022-11-16,91.37271881103516
2022-11-17,93.5489273071289
2022-11-18,95.30449676513672
2022-11-21,96.56632232666016
2022-11-22,97.74586486816406
2022-11-23,97.67272186279297
2022-11-25,98.29447937011719
2022-11-28,99.16313171386719
2022-11-29,99.51972198486328
2022-11-30,100.69013214111328
2022-12-01,100.39752960205078
2022-12-02,100.61698150634766
2022-12-05,100.58954620361328
2022-12-06,99.6020278930664
2022-12-07,100.66268157958984
2022-12-08,101.35761260986328
2022-12-09,99.46487426757812
2022-12-12,99.63861083984375
2022-12-13,101.4124755859375
2022-12-14,102.67344665527344
2022-12-15,100.90623474121094
2022-12-16,100.51045227050781
2022-12-19,100.73136138916016
2022-12-20,100.97986602783203
2022-12-21,102.26847076416016
2022-12-22,102.38812255859375
2022-12-23,102.95877838134766
2022-12-27,103.19810485839844
2022-12-28,102.24085235595703
2022-12-29,102.00154113769531
2022-12-30,102.1212158203125
2023-01-03,102.29607391357422
2023-01-04,103.1612777709961
2023-01-05,104.59713745117188
2023-01-06,105.70164489746094
2023-01-09,101.5965576171875
2023-01-10,101.99234771728516
2023-01-11,102.23164367675781
2023-01-12,102.87593841552734
2023-01-13,103.31776428222656
2023-01-17,101.66099548339844
2023-01-18,100.13308715820312
2023-01-19,101.15475463867188
2023-01-20,101.19157409667969
2023-01-23,101.1363525390625
2023-01-24,99.88455963134766
2023-01-25,99.94898986816406
2023-01-26,98.3658676147461
2023-01-27,96.99442291259766
2023-01-30,97.6479263305664
2023-01-31,98.8628921508789
2023-02-01,98.46710968017578
2023-02-02,95.22721099853516
2023-02-03,94.74859619140625
2023-02-06,95.7518539428711
2023-02-07,97.27056121826172
2023-02-08,98.15416717529297
2023-02-09,98.2278060913086
2023-02-10,99.93058013916016
2023-02-13,100.83261108398438
2023-02-14,100.08705139160156
2023-02-15,99.11139678955078
2023-02-16,98.03450775146484
2023-02-17,100.80499267578125
2023-02-21,100.39080047607422
2023-02-22,100.4736328125
2023-02-23,101.78984832763672
2023-02-24,101.14555358886719
2023-02-27,100.65771484375
2023-02-28,97.78599548339844
2023-03-01,98.16337585449219
2023-03-02,98.49471282958984
2023-03-03,98.37506866455078
2023-03-06,102.25926208496094
2023-03-07,102.41573333740234
2023-03-08,99.66368103027344
2023-03-09,99.03777313232422
2023-03-10,99.12061309814453
2023-03-13,97.31657409667969
2023-03-14,99.14241790771484
2023-03-15,99.75411224365234
2023-03-16,99.48534393310547
2023-03-17,96.48242950439453
2023-03-20,98.1043701171875
2023-03-21,97.81706237792969
2023-03-22,96.76048278808594
2023-03-23,96.60292053222656
2023-03-24,97.13121795654297
2023-03-27,99.10535430908203
2023-03-28,97.80777740478516
2023-03-29,97.24242401123047
2023-03-30,98.16925048828125
2023-03-31,98.60486602783203
2023-04-03,100.90338897705078
2023-04-04,100.86631774902344
2023-04-05,103.72093200683594
2023-04-06,104.11019897460938
2023-04-10,104.36972045898438
2023-04-11,104.25849151611328
2023-04-12,105.42627716064453
2023-04-13,107.12238311767578
2023-04-14,106.87214660644531
2023-04-17,106.5940933227539
2023-04-18,106.4272689819336
2023-04-19,105.77848815917969
2023-04-20,105.81555938720703
2023-04-21,106.92774200439453
2023-04-24,107.45603942871094
2023-04-25,108.00285339355469
2023-04-26,105.12969970703125
2023-04-27,106.73312377929688
2023-04-28,107.02043151855469
2023-05-01,107.82676696777344
2023-05-02,109.26333618164062
2023-05-03,109.5692138671875
2023-05-04,108.7813949584961
2023-05-05,109.06871795654297
2023-05-08,109.71749114990234
2023-05-09,108.8370132446289
2023-05-10,109.27262878417969
2023-05-11,108.94822692871094
2023-05-12,108.56822967529297
2023-05-15,107.85456848144531
2023-05-16,107.58580780029297
2023-05-17,106.36238861083984
2023-05-18,105.6579818725586
2023-05-19,107.0389633178711
2023-05-22,106.11213684082031
2023-05-23,104.98141479492188
2023-05-24,105.28726196289062
2023-05-25,104.08241271972656
2023-05-26,102.94239807128906
2023-05-30,101.18143463134766
2023-05-31,102.33069610595703
2023-06-01,102.81266021728516
2023-06-02,104.28629302978516
2023-06-05,104.8331298828125
2023-06-06,101.9599838256836
2023-06-07,100.66242218017578
2023-06-08,102.2472915649414
2023-06-09,102.6087417602539
2023-06-12,101.8209457397461
2023-06-13,101.9414291381836
2023-06-14,101.38162994384766
2023-06-15,102.07206726074219
2023-06-16,101.99740600585938
2023-06-20,102.8464584350586
2023-06-21,103.71416473388672
2023-06-22,106.10269165039062
2023-06-23,106.92375183105469
2023-06-26,105.50556182861328
2023-06-27,105.7294921875
2023-06-28,104.9084243774414
2023-06-29,105.93474578857422
2023-06-30,107.66082763671875
2023-07-03,106.67182922363281
2023-07-05,106.08401489257812
2023-07-06,104.2646255493164
2023-07-07,101.69884490966797
2023-07-10,102.59454345703125
2023-07-11,101.41893005371094
2023-07-12,100.27133178710938
2023-07-13,99.1983642578125
2023-07-14,100.15003204345703
2023-07-17,98.49861907958984
2023-07-18,98.8531494140625
2023-07-19,98.8531494140625
2023-07-20,101.19501495361328
2023-07-21,102.9957504272461
2023-07-24,101.5029296875
2023-07-25,100.32731628417969
2023-07-26,99.96343994140625
2023-07-27,98.21869659423828
2023-07-28,99.21702575683594
2023-07-31,99.50626373291016
2023-08-01,98.22802734375
2023-08-02,98.61988830566406
2023-08-03,98.64788818359375
2023-08-04,97.9667739868164
2023-08-07,98.98375701904297
2023-08-08,99.28233337402344
2023-08-09,98.99309539794922
2023-08-10,98.49861907958984
2023-08-11,100.24335479736328
2023-08-14,101.61488342285156
2023-08-15,101.38162994384766
2023-08-16,101.44694519042969
2023-08-17,101.62419891357422
2023-08-18,101.88544464111328
2023-08-21,102.29598999023438
2023-08-22,100.04741668701172
2023-08-23,103.84478759765625
2023-08-24,102.11870574951172
2023-08-25,102.82780456542969
2023-08-28,101.63353729248047
2023-08-29,102.6225357055664
2023-08-30,102.82780456542969
2023-08-31,101.6801986694336
2023-09-01,102.48258972167969
2023-09-05,100.30865478515625
2023-09-06,99.35697937011719
2023-09-07,100.70985412597656
2023-09-08,101.7454833984375
2023-09-11,101.32564544677734
2023-09-12,101.7175064086914
2023-09-13,100.58856201171875
2023-09-14,101.67823028564453
2023-09-15,101.00188446044922
2023-09-18,101.28369903564453
